split,cell,stat,n,actual_mean,MAE,bias,sd,MAE_pct_of_actual
career_x_position,early_Guard,AST,101,2.377495725702497,0.8989252233943258,0.4925308351016375,1.0954374356073562,37.80975139834219
career_x_position,early_Guard,BLK,101,0.23675588303552,0.11819970764945359,0.008691260980543429,0.16990204738087133,49.924718293788004
career_x_position,early_Guard,STL,101,0.7346708416503188,0.26588647416208827,0.07611804474149066,0.32756491503510976,36.19123818291433
career_x_position,mid_Center,PTS,27,10.138978446683476,2.2395043334646054,1.5091773657290868,2.439508380285952,22.088066813054144
career_x_position,mid_Center,REB,27,6.598028313887557,1.2817235875670538,0.1152045105855166,1.7254268956903733,19.425857644006722
career_x_position,mid_Center,AST,27,1.8607187730584616,0.4755667421170085,0.16030255236618515,0.6181770516850567,25.558227766752733
career_x_position,mid_Center,BLK,27,0.8492267693770528,0.30195864531450844,-0.05746559713967895,0.4026211679546911,35.556892010835824
career_x_position,mid_Center,STL,27,0.6422280796997645,0.12588405310340545,0.05295541567464076,0.15955518959050854,19.601144372612147
career_x_position,mid_Forward,PTS,65,12.164513439241128,2.5924351009118,0.06490536209688075,3.2328084047645342,21.311457411432038
career_x_position,mid_Forward,REB,65,4.796915411194644,0.9119460445359985,-0.24453081892361891,1.1137079827629413,19.01109288706185
career_x_position,mid_Forward,AST,65,2.2180383468059888,0.6836264831873621,-0.12295487444580075,0.9417090219073624,30.821220208919982
career_x_position,mid_Forward,BLK,65,0.4870877192811483,0.20530417675655996,-0.044912033457183975,0.2681591429368565,42.14932313620041
career_x_position,mid_Forward,STL,65,0.767754156661741,0.22719007463066104,-0.0048151357888579615,0.2838753738713239,29.59151346291662
career_x_position,mid_Guard,PTS,88,13.032375150060279,2.9687166814614745,-0.3079810500810987,3.867264580019564,22.77955205615565
career_x_position,mid_Guard,REB,88,3.333144218602889,0.5521408564944792,-0.1378111533212518,0.7336524611705769,16.565165509877424
career_x_position,mid_Guard,AST,88,3.5069334677268205,0.8781162547457723,-0.039554606503608376,1.1718491277559708,25.039432964063717
career_x_position,mid_Guard,BLK,88,0.31082341405644054,0.12271537558887119,-0.0003927337619604574,0.1553691423163434,39.480737305905805
career_x_position,mid_Guard,STL,88,0.9479393280269651,0.26197508113700646,-0.024219182808044228,0.3355673958518527,27.63627095019675
career_x_position,late_Center,PTS,15,11.345529877895721,2.2542656742922205,-0.8254571328915182,2.6339351444063728,19.869196930891373
career_x_position,late_Center,REB,15,7.3726991698452595,1.7211280863427987,-0.6749985427990315,2.123569753342038,23.344612965931205
career_x_position,late_Center,AST,15,2.570106129886304,0.44719232917465435,0.06664621753842852,0.715195702782155,17.399761199528253
career_x_position,late_Center,BLK,15,0.867095140084258,0.24979968062450678,-0.08038712716067907,0.35702336349206176,28.808797221517473
career_x_position,late_Center,STL,15,0.6617195339556143,0.16425073062292264,-0.0024513891564718763,0.22631294788159848,24.82180473667866
career_x_position,late_Forward,PTS,29,12.352515711979946,1.9286226043145467,0.13098941474480422,2.586497939606115,15.613196933189036
career_x_position,late_Forward,REB,29,4.6906839768296855,0.9630008300202565,-0.4288453430652002,1.2138483345860407,20.53007268827188
career_x_position,late_Forward,AST,29,2.65613549772807,0.5110469378603204,-0.07288718976906129,0.6966388276658635,19.24024351534194
career_x_position,late_Forward,BLK,29,0.4310021512172846,0.16829328175686473,-0.11065613459751927,0.1734586944404391,39.04697024865235
career_x_position,late_Forward,STL,29,0.7920120057168872,0.16375602861571664,0.0239600815454023,0.20306291178145797,20.6759528181007
career_x_position,late_Guard,PTS,27,11.255953526861463,2.5995224931515293,-0.4500040261588904,3.242410204599522,23.094644864586282
career_x_position,late_Guard,REB,27,2.5117064190038945,0.6465059591635538,-0.4685077870670341,0.6747154324696081,25.739710432397928
career_x_position,late_Guard,AST,27,3.1003091425857314,0.9914135248471142,-0.5568079407444019,1.2776252729392232,31.977892502044224
career_x_position,late_Guard,BLK,27,0.204508731860616,0.11973815455838324,-0.08887676006042977,0.1312198615673617,58.54916485423782
career_x_position,late_Guard,STL,27,0.7429534127530073,0.22503772570326439,-0.12576099662966758,0.26071594159838707,30.289614643452417
ambiguity,pos_ambig_yes,PTS,5,6.9214928271834255,2.314664525020979,0.910146402799928,3.8278416191760702,33.44169506223254
ambiguity,pos_ambig_yes,REB,5,2.8284341435839453,0.9985971275219319,0.2803458954504567,1.4039117749132486,35.30565241503543
ambiguity,pos_ambig_yes,AST,5,1.502049504348355,0.6365586311791468,0.16927967017201445,0.8490001295501339,42.37933765407483
ambiguity,pos_ambig_yes,BLK,5,0.2781732821680061,0.04429913375003044,0.0025713279579227975,0.0624333759153543,15.925013863579984
ambiguity,pos_ambig_yes,STL,5,0.5280297660173296,0.12122836698857975,0.03714641227125193,0.14221589293950973,22.95862369709686
ambiguity,pos_ambig_no,PTS,446,10.391549137835225,2.787698709537073,0.44829294707823314,3.5072866480458793,26.826594115666264
ambiguity,pos_ambig_no,REB,446,3.9525014154986136,0.9397490951447565,-0.020216805355816304,1.251341526548177,23.77605967349681
ambiguity,pos_ambig_no,AST,446,2.3993694602117093,0.7183747454057885,0.07971617202289932,0.9979631371846072,29.94014708107531
ambiguity,pos_ambig_no,BLK,446,0.42831681749737194,0.16828561851455232,-0.006327234347226516,0.2351828237413942,39.28998620643348
ambiguity,pos_ambig_no,STL,446,0.7468450380523658,0.22860727999655553,0.02326759014567189,0.2913661383350063,30.609734061127487
