rep,k,silhouette_null,cohort,stat
36,6,0.055007669552305696,soph_Forward,PTS
36,8,0.05210050989327041,soph_Forward,PTS
36,10,0.031278537123995906,soph_Forward,PTS
36,16,0.05993218047948651,soph_Forward,PTS
36,32,0.06504085431870009,soph_Forward,PTS
37,2,0.39891818089497755,soph_Forward,PTS
37,4,0.1144192898246904,soph_Forward,PTS
37,6,0.11483581457463657,soph_Forward,PTS
37,8,0.08393113158542266,soph_Forward,PTS
37,10,0.09414727021801149,soph_Forward,PTS
37,16,0.07717650343159424,soph_Forward,PTS
37,32,0.06366103742384702,soph_Forward,PTS
38,2,0.287215460708809,soph_Forward,PTS
38,4,0.1423308061117076,soph_Forward,PTS
38,6,0.06990976128460576,soph_Forward,PTS
38,8,0.03695899258990785,soph_Forward,PTS
38,10,0.045737437612412196,soph_Forward,PTS
38,16,0.03290585779867881,soph_Forward,PTS
38,32,0.051912970237320125,soph_Forward,PTS
39,2,0.2493356496072028,soph_Forward,PTS
39,4,0.13163174469905603,soph_Forward,PTS
39,6,0.11699731896868244,soph_Forward,PTS
39,8,0.07759629155974762,soph_Forward,PTS
39,10,0.07425709272294923,soph_Forward,PTS
39,16,0.09066220855530639,soph_Forward,PTS
39,32,0.07837800710622499,soph_Forward,PTS
40,2,0.21432228255349853,soph_Forward,PTS
40,4,0.1383745215864617,soph_Forward,PTS
40,6,0.05913805090894368,soph_Forward,PTS
40,8,0.06029285441336616,soph_Forward,PTS
40,10,0.0407930880520375,soph_Forward,PTS
40,16,0.050958815355617276,soph_Forward,PTS
40,32,0.04388104041881265,soph_Forward,PTS
41,2,0.2582991751495477,soph_Forward,PTS
41,4,0.11515747561974644,soph_Forward,PTS
41,6,0.038092536323054677,soph_Forward,PTS
41,8,0.07353403388623789,soph_Forward,PTS
41,10,0.09691347223848293,soph_Forward,PTS
41,16,0.09933387206721309,soph_Forward,PTS
41,32,0.08428063568676628,soph_Forward,PTS
42,2,0.33769858253203766,soph_Forward,PTS
42,4,0.11279543008971007,soph_Forward,PTS
42,6,0.09849901261773751,soph_Forward,PTS
42,8,0.09341715059633697,soph_Forward,PTS
42,10,0.08042558828850606,soph_Forward,PTS
42,16,0.10419156964834433,soph_Forward,PTS
42,32,0.09858834268285413,soph_Forward,PTS
43,2,0.26036685093288364,soph_Forward,PTS
43,4,0.1351928935313958,soph_Forward,PTS
43,6,0.11452635617315939,soph_Forward,PTS
43,8,0.07438238827926943,soph_Forward,PTS
43,10,0.09162016364149356,soph_Forward,PTS
43,16,0.06713919447881588,soph_Forward,PTS
43,32,0.07492218406003595,soph_Forward,PTS
44,2,0.3082369530989392,soph_Forward,PTS
44,4,0.15812659189372463,soph_Forward,PTS
44,6,0.06163856204125191,soph_Forward,PTS
44,8,0.07725224229111682,soph_Forward,PTS
44,10,0.08059050882978135,soph_Forward,PTS
44,16,0.0703834135309917,soph_Forward,PTS
44,32,0.07126551066920536,soph_Forward,PTS
45,2,0.20357514274783287,soph_Forward,PTS
45,4,0.08365051174345886,soph_Forward,PTS
45,6,0.06435528753454445,soph_Forward,PTS
45,8,0.06395566509339008,soph_Forward,PTS
45,10,0.06959036034450172,soph_Forward,PTS
45,16,0.05887985964955075,soph_Forward,PTS
45,32,0.05054488598490909,soph_Forward,PTS
46,2,0.17937590902356074,soph_Forward,PTS
46,4,0.09994763849977487,soph_Forward,PTS
46,6,0.11009896943813086,soph_Forward,PTS
46,8,0.09821107149476305,soph_Forward,PTS
46,10,0.08699222644663435,soph_Forward,PTS
46,16,0.08354046574085577,soph_Forward,PTS
46,32,0.06160744812641286,soph_Forward,PTS
47,2,0.19128715193063411,soph_Forward,PTS
47,4,0.06576053942702219,soph_Forward,PTS
47,6,0.08719379934362174,soph_Forward,PTS
47,8,0.06591470643662553,soph_Forward,PTS
47,10,0.05826998311940796,soph_Forward,PTS
47,16,0.07063916780967862,soph_Forward,PTS
47,32,0.09418738304874935,soph_Forward,PTS
48,2,0.19383793368339894,soph_Forward,PTS
48,4,0.104037196631187,soph_Forward,PTS
48,6,0.05807717099361651,soph_Forward,PTS
48,8,0.08034389361956572,soph_Forward,PTS
48,10,0.06873089720475674,soph_Forward,PTS
48,16,0.07538014575064748,soph_Forward,PTS
48,32,0.0616188256436717,soph_Forward,PTS
49,2,0.27054842984955013,soph_Forward,PTS
49,4,0.14141904432428357,soph_Forward,PTS
49,6,0.09099136530114095,soph_Forward,PTS
49,8,0.08132251036323793,soph_Forward,PTS
49,10,0.08114701003907991,soph_Forward,PTS
49,16,0.07013560595017496,soph_Forward,PTS
49,32,0.050147564151267816,soph_Forward,PTS
50,2,0.22841399846461494,soph_Forward,PTS
50,4,0.09591083815233586,soph_Forward,PTS
50,6,0.09913437564297489,soph_Forward,PTS
50,8,0.07277008533938653,soph_Forward,PTS
50,10,0.07060092196392795,soph_Forward,PTS
50,16,0.07712206422974023,soph_Forward,PTS
50,32,0.07158745234289496,soph_Forward,PTS
51,2,0.2848225564960448,soph_Forward,PTS
51,4,0.19366933835547004,soph_Forward,PTS
51,6,0.10865990166136606,soph_Forward,PTS
51,8,0.037269255837349455,soph_Forward,PTS
51,10,0.049303041139433644,soph_Forward,PTS
51,16,0.08368184734975882,soph_Forward,PTS
51,32,0.05615280997577663,soph_Forward,PTS
52,2,0.22517170209260307,soph_Forward,PTS
52,4,0.17026912725833004,soph_Forward,PTS
52,6,0.13767386560325182,soph_Forward,PTS
52,8,0.09893202246127983,soph_Forward,PTS
52,10,0.09835552511883937,soph_Forward,PTS
52,16,0.10238648682949444,soph_Forward,PTS
52,32,0.07324836020059455,soph_Forward,PTS
53,2,0.2899552200804666,soph_Forward,PTS
53,4,0.23073955598057272,soph_Forward,PTS
53,6,0.12235296487436371,soph_Forward,PTS
53,8,0.08554704258640704,soph_Forward,PTS
53,10,0.07344673591684575,soph_Forward,PTS
53,16,0.09214580837158151,soph_Forward,PTS
53,32,0.09185957133083882,soph_Forward,PTS
54,2,0.2341624143468005,soph_Forward,PTS
54,4,0.1250180169780026,soph_Forward,PTS
54,6,0.06102477553403519,soph_Forward,PTS
54,8,0.05205384938475233,soph_Forward,PTS
54,10,0.08166498398587371,soph_Forward,PTS
54,16,0.08096841824441725,soph_Forward,PTS
54,32,0.0675318198370236,soph_Forward,PTS
55,2,0.18219902270867927,soph_Forward,PTS
55,4,0.14906633932243996,soph_Forward,PTS
55,6,0.09618205780681362,soph_Forward,PTS
55,8,0.10566772651291846,soph_Forward,PTS
55,10,0.1132905534989273,soph_Forward,PTS
55,16,0.08098134533842684,soph_Forward,PTS
55,32,0.05705287030435915,soph_Forward,PTS
56,2,0.22547703001717254,soph_Forward,PTS
56,4,0.09563928697229024,soph_Forward,PTS
56,6,0.06820394818173194,soph_Forward,PTS
56,8,0.09700394345477593,soph_Forward,PTS
56,10,0.11847582408936341,soph_Forward,PTS
56,16,0.09394838052913056,soph_Forward,PTS
56,32,0.07407296466107736,soph_Forward,PTS
57,2,0.175089784732239,soph_Forward,PTS
57,4,0.12226946142424726,soph_Forward,PTS
57,6,0.12492722056327195,soph_Forward,PTS
57,8,0.09978308755492125,soph_Forward,PTS
57,10,0.07664882827994236,soph_Forward,PTS
57,16,0.08448847436591767,soph_Forward,PTS
57,32,0.08169554324658548,soph_Forward,PTS
58,2,0.22805839685552245,soph_Forward,PTS
58,4,0.1415555879637744,soph_Forward,PTS
58,6,0.12135038221191716,soph_Forward,PTS
58,8,0.07085076545427334,soph_Forward,PTS
58,10,0.0870942179165172,soph_Forward,PTS
58,16,0.07477567853868797,soph_Forward,PTS
58,32,0.051853731801137545,soph_Forward,PTS
59,2,0.21563604996992353,soph_Forward,PTS
59,4,0.1348550245920343,soph_Forward,PTS
59,6,0.09235146208709911,soph_Forward,PTS
59,8,0.1056216557647,soph_Forward,PTS
59,10,0.10112523801306045,soph_Forward,PTS
59,16,0.11976333385181118,soph_Forward,PTS
59,32,0.0915482144819781,soph_Forward,PTS
60,2,0.3233010457319388,soph_Forward,PTS
60,4,0.10639958746746751,soph_Forward,PTS
60,6,0.033968142813720924,soph_Forward,PTS
60,8,0.04957156092648616,soph_Forward,PTS
60,10,0.040854396729231454,soph_Forward,PTS
60,16,0.08035292531403726,soph_Forward,PTS
60,32,0.04269843061076672,soph_Forward,PTS
61,2,0.2603347442979194,soph_Forward,PTS
61,4,0.14964474436192912,soph_Forward,PTS
61,6,0.1465837087917361,soph_Forward,PTS
61,8,0.09802533600263692,soph_Forward,PTS
61,10,0.08326071484078627,soph_Forward,PTS
61,16,0.06881794180541081,soph_Forward,PTS
61,32,0.0796452205513987,soph_Forward,PTS
62,2,0.2302859408633362,soph_Forward,PTS
62,4,0.12814673786233832,soph_Forward,PTS
62,6,0.09318762610960778,soph_Forward,PTS
62,8,0.06940074354781885,soph_Forward,PTS
62,10,0.10229359292386539,soph_Forward,PTS
62,16,0.10924544728247702,soph_Forward,PTS
62,32,0.08560873290115734,soph_Forward,PTS
63,2,0.2770209358579486,soph_Forward,PTS
63,4,0.14645866357406295,soph_Forward,PTS
63,6,0.06462779029859224,soph_Forward,PTS
63,8,0.07419011677669998,soph_Forward,PTS
63,10,0.08293530478726177,soph_Forward,PTS
63,16,0.06491907395147649,soph_Forward,PTS
63,32,0.051566888065261406,soph_Forward,PTS
64,2,0.2792646569924619,soph_Forward,PTS
64,4,0.20981551964398348,soph_Forward,PTS
64,6,0.09634133922105255,soph_Forward,PTS
64,8,0.09553926911021794,soph_Forward,PTS
64,10,0.06507047733820268,soph_Forward,PTS
64,16,0.08295538143206638,soph_Forward,PTS
64,32,0.07398000760082894,soph_Forward,PTS
65,2,0.3016072127926523,soph_Forward,PTS
65,4,0.22720809141479917,soph_Forward,PTS
65,6,0.144803985758966,soph_Forward,PTS
65,8,0.11369902958054175,soph_Forward,PTS
65,10,0.06542322155231675,soph_Forward,PTS
65,16,0.04671301464820422,soph_Forward,PTS
65,32,0.07509188242725715,soph_Forward,PTS
66,2,0.34318295416410327,soph_Forward,PTS
66,4,0.2010117610607768,soph_Forward,PTS
66,6,0.08792220871029528,soph_Forward,PTS
66,8,0.05306474914376598,soph_Forward,PTS
66,10,0.017371664115880803,soph_Forward,PTS
66,16,0.09244272695465501,soph_Forward,PTS
66,32,0.0635662629267115,soph_Forward,PTS
67,2,0.28869981604552425,soph_Forward,PTS
67,4,0.14837454045005422,soph_Forward,PTS
67,6,0.09300384373356246,soph_Forward,PTS
67,8,0.08765314454852798,soph_Forward,PTS
67,10,0.09331256507477435,soph_Forward,PTS
67,16,0.06307645437879757,soph_Forward,PTS
67,32,0.059095497462149156,soph_Forward,PTS
68,2,0.23111053092412465,soph_Forward,PTS
68,4,0.17452277525590335,soph_Forward,PTS
68,6,0.08864124442051757,soph_Forward,PTS
68,8,0.07561573170096472,soph_Forward,PTS
68,10,0.10484281786588978,soph_Forward,PTS
68,16,0.09238484664716207,soph_Forward,PTS
68,32,0.0782050902137702,soph_Forward,PTS
69,2,0.2534314259070623,soph_Forward,PTS
69,4,0.14142938619366172,soph_Forward,PTS
69,6,0.10831271508940463,soph_Forward,PTS
69,8,0.09442943889169136,soph_Forward,PTS
69,10,0.0651609871262289,soph_Forward,PTS
69,16,0.10110058834677278,soph_Forward,PTS
69,32,0.0692119713752437,soph_Forward,PTS
70,2,0.250812806124577,soph_Forward,PTS
70,4,0.13566765660771865,soph_Forward,PTS
70,6,0.11110423714265029,soph_Forward,PTS
70,8,0.10862993329609763,soph_Forward,PTS
70,10,0.10810783100544515,soph_Forward,PTS
70,16,0.053290571147706085,soph_Forward,PTS
70,32,0.06251079073810939,soph_Forward,PTS
71,2,0.2752896102122898,soph_Forward,PTS
71,4,0.13323768089905308,soph_Forward,PTS
71,6,0.0755863332369624,soph_Forward,PTS
71,8,0.05323393510465764,soph_Forward,PTS
71,10,0.07278532507266801,soph_Forward,PTS
71,16,0.0822292301602754,soph_Forward,PTS
71,32,0.05716217195862722,soph_Forward,PTS
72,2,0.24418357424194168,soph_Forward,PTS
72,4,0.10044794267839421,soph_Forward,PTS
72,6,0.084400534533961,soph_Forward,PTS
72,8,0.0999395973722336,soph_Forward,PTS
72,10,0.11791614711516962,soph_Forward,PTS
72,16,0.09772975095177082,soph_Forward,PTS
72,32,0.07822683547863372,soph_Forward,PTS
73,2,0.17895116531186045,soph_Forward,PTS
73,4,0.17856771218262923,soph_Forward,PTS
73,6,0.11288145285935923,soph_Forward,PTS
73,8,0.1098929919893646,soph_Forward,PTS
73,10,0.10192900239235202,soph_Forward,PTS
73,16,0.08332871215599606,soph_Forward,PTS
73,32,0.06761279089006302,soph_Forward,PTS
74,2,0.2151643696208549,soph_Forward,PTS
74,4,0.16331157284699105,soph_Forward,PTS
74,6,0.09559221184968618,soph_Forward,PTS
74,8,0.0699042747580606,soph_Forward,PTS
74,10,0.07844472437521734,soph_Forward,PTS
74,16,0.11397311843532663,soph_Forward,PTS
74,32,0.058832446680248535,soph_Forward,PTS
75,2,0.2554849304544721,soph_Forward,PTS
75,4,0.12026430291706817,soph_Forward,PTS
75,6,0.06284990811442377,soph_Forward,PTS
75,8,0.04065455543109431,soph_Forward,PTS
75,10,0.07313025895562532,soph_Forward,PTS
75,16,0.08190044541406652,soph_Forward,PTS
75,32,0.04689292014795892,soph_Forward,PTS
76,2,0.20826463534123194,soph_Forward,PTS
76,4,0.10868144120796741,soph_Forward,PTS
76,6,0.09770566532378158,soph_Forward,PTS
76,8,0.08240563650187896,soph_Forward,PTS
76,10,0.082845622064973,soph_Forward,PTS
76,16,0.10556569753604429,soph_Forward,PTS
76,32,0.07830794666166768,soph_Forward,PTS
77,2,0.2361709163736058,soph_Forward,PTS
77,4,0.13260971438751207,soph_Forward,PTS
77,6,0.1160957509486986,soph_Forward,PTS
77,8,0.11090033112880378,soph_Forward,PTS
77,10,0.11311655282797708,soph_Forward,PTS
77,16,0.08498414609352457,soph_Forward,PTS
77,32,0.09482800784614236,soph_Forward,PTS
78,2,0.28461454909670103,soph_Forward,PTS
78,4,0.16957797771731004,soph_Forward,PTS
78,6,0.09513361762264545,soph_Forward,PTS
78,8,0.06239621154701382,soph_Forward,PTS
78,10,0.0913749010572416,soph_Forward,PTS
78,16,0.08557165178725983,soph_Forward,PTS
78,32,0.06607673742363318,soph_Forward,PTS
79,2,0.19283212672947642,soph_Forward,PTS
79,4,0.10099306173806039,soph_Forward,PTS
79,6,0.10450905138633022,soph_Forward,PTS
79,8,0.137321939487234,soph_Forward,PTS
79,10,0.11914378628601364,soph_Forward,PTS
79,16,0.1460992836812453,soph_Forward,PTS
79,32,0.09385579212191886,soph_Forward,PTS
80,2,0.3279680172376568,soph_Forward,PTS
80,4,0.09492863480936338,soph_Forward,PTS
80,6,0.02145980081836175,soph_Forward,PTS
80,8,0.03233781554910297,soph_Forward,PTS
80,10,0.049035263106813956,soph_Forward,PTS
80,16,0.042651553032905576,soph_Forward,PTS
80,32,0.05571229283308609,soph_Forward,PTS
81,2,0.2869193242485504,soph_Forward,PTS
81,4,0.18380176623601213,soph_Forward,PTS
81,6,0.12251556044220865,soph_Forward,PTS
81,8,0.10896024673599002,soph_Forward,PTS
81,10,0.09195448571207447,soph_Forward,PTS
81,16,0.058734838620146224,soph_Forward,PTS
81,32,0.05452539089816515,soph_Forward,PTS
82,2,0.27153705652588156,soph_Forward,PTS
82,4,0.09407842311574911,soph_Forward,PTS
82,6,0.12290070037669078,soph_Forward,PTS
82,8,0.10945493452513874,soph_Forward,PTS
82,10,0.10681641886739959,soph_Forward,PTS
82,16,0.1014016914278098,soph_Forward,PTS
82,32,0.06522991249876468,soph_Forward,PTS
83,2,0.34586744876954034,soph_Forward,PTS
