stan_idx,nba_api_id,name,drives_per_36,postup_per_36,fta_per_drive_eb,fta_per_postup_eb,fta_per_36_v6,actual,naive
20,201142,Kevin Durant,9.85760223125,3.3858755425000004,0.1859644687208099,0.12628823401105935,2.4868360051029432,5.458064516129032,7.187089061566049
21,201143,Al Horford,1.5892078187499998,2.88091967,0.11763908077686515,0.0581212681656402,0.38983521683138406,0.6199770378874856,0.3933402705515089
22,201144,Mike Conley,15.457654406249999,0.016818863903750002,0.10794644853899879,0.11575378872807542,1.83760031742854,1.841095890410959,3.0029615004935835
23,201145,Jeff Green,3.4461664562500003,1.6162223743750002,0.3855137698699707,0.1952851535203899,1.808585742316415,4.107197549770291,3.860678276810266
24,201152,Thaddeus Young,3.2302867500000003,2.780157129375,0.08279159549171876,0.0679908147892469,0.5021123166362588,1.2217194570135745,1.1773584905660377
25,201158,Marco Belinelli,5.699050185,0.09178382727187501,0.12421574215270072,0.12073266516063798,0.7908923598184823,,
26,201163,Wilson Chandler,5.04914238125,0.9514691487499999,0.11994193146352489,0.1087823190315566,0.7800176009224198,,
27,201188,Marc Gasol,0.84882868625,3.8919644306250003,0.10037338411134876,0.07843160960448045,0.4294981268457076,,
28,201229,Anthony Tolliver,2.7433163156250004,0.8398650750625001,0.21215613947324108,0.1087823190315566,0.7407112563574533,,
29,201565,Derrick Rose,17.998705625,0.09444440288749999,0.08792337382883908,0.1589115201038133,1.7572667494032788,2.43609022556391,1.2705882352941176
30,201566,Russell Westbrook,19.63124746875,1.0187839618749999,0.1354366108254772,0.11082724748689325,3.0488685102943394,3.7745740498034075,5.309534992954439
31,201567,Kevin Love,1.7408591018750001,3.584186531875,0.14357556029346544,0.11771740023434521,0.7390525355740574,4.198704103671706,2.646203554119548
32,201568,Danilo Gallinari,4.246727062500001,3.367474555,0.29697986566998047,0.18976155148288668,2.090230591563691,5.57345971563981,
33,201569,Eric Gordon,11.5687000125,0.058842257725,0.16965693338746532,0.19310945908839414,2.1714804803572063,1.2177589852008457,3.1710794297352343
34,201571,D.J. Augustin,11.078799437499999,0.033541419355000004,0.08693237461588305,0.11575378872807542,1.0636877783011072,,
35,201572,Brook Lopez,1.375647404375,2.89580290125,0.26695639884872746,0.184754563311143,0.9924757453744474,2.0,2.886075949367089
36,201577,Robin Lopez,1.160956050625,6.50812270625,0.19651554170734575,0.09530914276053952,0.9332724536300909,,2.1818181818181817
37,201580,JaVale McGee,1.696765858125,3.64536913875,0.1443562607755283,0.10398432462432405,0.6864000248487561,4.764705882352941,4.111420612813371
38,201586,Serge Ibaka,2.037388756875,2.111338665,0.09441372416758827,0.07737416690992113,0.39129258342110407,,2.502673796791444
39,201587,Nicolas Batum,1.119175383125,0.1618394516875,0.061965607865938625,0.17937086128211058,0.10821763123880147,0.4947643979057592,1.01111761263897
40,201588,George Hill,7.91064820625,0.047340305662500005,0.1067260049877377,0.09279358385811141,0.9335312321938215,,2.3741007194244608
41,201599,DeAndre Jordan,0.1912491385625,0.6803435962500001,0.19617325524969476,0.19197511754506102,0.18493970873029175,4.806045340050377,2.9387755102040813
42,201609,Goran Dragic,14.28908754375,0.265567346125,0.06642209729750079,0.1876498586556036,1.098839321896106,,1.866359447004608
43,201933,Blake Griffin,2.50339485,2.0983319825,0.1968999019552326,0.20518192202704114,1.0158037887144356,,2.024604569420035
44,201935,James Harden,16.581461625000003,0.37322156300000003,0.2132281582297843,0.14130428175779458,3.9472095607481172,5.015795868772782,6.089971883786316
45,201937,Ricky Rubio,14.820730975000002,0.0479548559,0.08346506139489673,0.15382618515240032,1.3688289266170783,,2.234042553191489
46,201939,Stephen Curry,12.02953065625,0.05565747089375,0.14345328113389552,0.08195605360385358,1.903260820788656,4.819834710743802,5.211746522411128
47,201942,DeMar DeRozan,16.034518849999998,1.485443305,0.18360487467316494,0.1606122137973253,3.5008557777437375,7.356260434056761,7.0070710829921845
48,201949,James Johnson,7.087602850000001,0.4635135710625,0.15199193867501104,0.1121880604343741,1.2421851048778005,,1.7668711656441718
49,201950,Jrue Holiday,14.69541433125,0.904226114375,0.10042056129621635,0.13569419264670002,1.7582619870032417,1.1443708609271523,2.922935779816514
50,201952,Jeff Teague,15.480126575,0.17280982618125001,0.14875379728814153,0.19874785971438444,2.570780512985807,,
51,201959,Taj Gibson,0.6930366143750001,1.216271348125,0.1160731079474826,0.1234171806201678,0.25360686384724396,0.35467980295566504,3.136929460580913
52,201961,Wayne Ellington,2.7597649225000005,0.029572204305000002,0.033888328125354604,0.12615910160506671,0.10698008416713656,,
53,201976,Patrick Beverley,8.0808431,0.023182995666875,0.12187095554469855,0.11575378872807542,1.0862539487649205,2.2131147540983607,1.2878370941111723
54,201980,Danny Green,2.9992696812500004,0.051349419987500006,0.08830070213521389,0.17016230022126486,0.30093288958406855,,0.2589928057553957
55,201988,Patty Mills,5.641130131250001,0.01842284404625,0.060796973012104606,0.12073266516063798,0.3797066629498109,0.9473684210526315,1.9014084507042253
56,202066,Garrett Temple,4.952247137500001,0.06318870726874999,0.07956455392127026,0.08982409206197069,0.4396691229282663,2.721649484536082,0.8834355828220859
57,202083,Wesley Matthews,2.9616466875000005,0.135242708875,0.12442044984750214,0.1382142605255815,0.42590007256142426,2.0869565217391304,1.2322738386308068
58,202322,John Wall,15.983504956249998,0.34077792087500003,0.18109566136412747,0.12247226096363938,3.2299071677674474,,5.4023904382470125
59,202324,Derrick Favors,0.41436334718750006,0.8084631572500001,0.12591250819179428,0.05625228905146646,0.10741657471183495,,
60,202326,DeMarcus Cousins,3.4604512,6.134944134375001,0.19827829895586652,0.14450042322066134,1.7298978415488975,,
61,202330,Gordon Hayward,10.5154511,0.8196613356250001,0.1296040623984002,0.1323863337977026,1.6184928536599328,3.4643143544506816,3.631979695431472
62,202331,Paul George,12.32924771875,1.563339918125,0.18229503254824422,0.05320626274063511,2.563814097483737,4.192076830732293,5.45005149330587
63,202335,Patrick Patterson,1.971902611875,1.1986062249374998,0.24916421052540672,0.12605132746153225,0.7066548096056346,,
64,202339,Eric Bledsoe,14.08593648125,0.08178311406875,0.11718121353819384,0.12567423569118497,1.826973677152609,,
65,202340,Avery Bradley,3.21658979375,0.034459238748124996,0.057429131659252015,0.12073266516063798,0.20777494594179718,,
66,202355,Hassan Whiteside,0.599340218125,3.6228576475,0.14050111618725333,0.19953827907908353,0.8878174249484336,,
67,202357,Nemanja Bjelica,6.13851645,2.28489862125,0.0997172968432175,0.0712547602305539,0.8524187874729072,,
68,202362,Lance Stephenson,9.818230368750001,0.27123461754375,0.21470233439938433,0.13322890685917155,2.3585465985832,,
69,202397,Ish Smith,16.90738606875,0.0255149732775,0.03348394786624422,0.12615910160506671,0.6262794777653211,0.1945945945945946,0.36180904522613067
70,202681,Kyrie Irving,12.778316387499999,0.3892883264375,0.11843784568766869,0.18418738974969032,1.7436520916732294,3.7259733859043864,4.3875
71,202683,Enes Freedom,0.49727790075,5.163965855625,0.11626921816617665,0.0889724271008563,0.5689955572096691,,
72,202684,Tristan Thompson,1.67064690375,2.7030728181250003,0.12961205731790945,0.1096622362627989,0.5642570914899672,3.3851717902350815,
73,202685,Jonas Valančiūnas,1.176382321875,7.3481336624999996,0.17459445598440948,0.15947414667863022,1.514949894727662,3.8278008298755184,4.099644128113879
74,202687,Bismack Biyombo,0.24995241024999998,1.9470747162500002,0.13787433811441274,0.14268304969165424,0.3435042397769216,2.4607594936708863,2.896551724137931
75,202689,Kemba Walker,12.25810808125,0.025980488835625,0.1344330578397728,0.12615910160506671,1.8162898906059937,,5.25
76,202691,Klay Thompson,7.9083522875,0.460158588125,0.08195917456844573,0.09829619545538647,0.7627332506186683,2.160315374507227,2.07964989059081
77,202692,Alec Burks,8.935809175,0.2762410175,0.2258558861924606,0.0892721614802977,2.2471523060668956,4.9644921552436,6.016
78,202693,Markieff Morris,3.4140982374999997,2.92185338625,0.1085755261831296,0.11283309529236595,0.7704062015523789,0.9908256880733946,1.019830028328612
79,202694,Marcus Morris Sr.,4.436216587500001,2.655810029375,0.158676291620198,0.10428249628350723,1.0789645860911603,1.9388004895960833,1.7161643835616438
80,202695,Kawhi Leonard,12.235690975,3.906550351875,0.16874089908922743,0.1192765381750448,2.783683428105359,4.416988416988417,5.749284487693188
81,202696,Nikola Vučević,2.29268643125,7.3768817875,0.11688103044436789,0.052269171827093945,0.7189105596962496,1.777947932618683,2.072886297376093
82,202699,Tobias Harris,8.492473175,2.8600850406250005,0.09860588107538645,0.10724804268970228,1.2585609547093974,3.2340784479122733,1.9056216659827656
83,202704,Reggie Jackson,11.754641212500001,0.060386726125,0.07843503046471983,0.0796309917661677,1.019462726144648,1.9395272127542604,1.6956521739130435
84,202709,Cory Joseph,10.83802268125,0.090669653,0.0871532539862351,0.06973869192524984,1.0459813390896036,0.8484848484848485,2.1090317331163546
85,202710,Jimmy Butler III,15.491132968749998,3.00708508,0.20893863955498018,0.13500082838634309,4.006920746932552,8.092066601371204,9.34955545156762
86,202711,Bojan Bogdanović,9.51147039375,1.428793440625,0.15842889327755558,0.21588028119783478,1.996874063425775,3.6243243243243244,5.771428571428572
87,202722,Dāvis Bertāns,2.2498957556250003,0.18055896356249998,0.04733295803313014,0.09799362537997451,0.13660663369568146,1.76,1.0997963340122199
88,202734,E'Twaun Moore,9.776892,0.10657528734125,0.05026925439173871,0.11575378872807542,0.5541949208433969,,
89,202738,Isaiah Thomas,11.18486220625,0.090065145129375,0.08394033399763334,0.12615910160506671,1.0452459678161414,,
90,202954,Brad Wanamaker,9.98590848125,0.08745059249062499,0.16166235955772013,0.11116929470808311,1.7864740829048424,,
91,203076,Anthony Davis,3.4841341562499997,6.52376314375,0.270333815370984,0.15470207467326094,2.1462308700123574,6.877452795261014,8.386149003147953
92,203078,Bradley Beal,16.95853553125,0.46594804875,0.17079895308113519,0.08768357557293542,3.2310917160196015,2.7269643866591298,4.894454382826476
93,203081,Damian Lillard,16.5523600125,0.16315521425,0.1957411446847211,0.24625879488064684,3.6081719327720583,7.174873982163629,9.506862281116895
94,203082,Terrence Ross,5.310103725,0.01886743781625,0.11361650045149085,0.11575378872807542,0.6660493176477229,,0.9216867469879517
95,203083,Andre Drummond,1.90826928875,3.54923558125,0.1784968317757783,0.16194142771344255,1.0069271294894548,5.8176426982950336,5.294117647058823
96,203084,Harrison Barnes,7.591225543749999,1.761747565625,0.2663392351449559,0.20052555278507442,2.6126282705599335,2.9659520807061788,5.589473684210526
97,203085,Austin Rivers,7.267595425,0.02246103523625,0.13073705410312214,0.12073266516063798,1.0481413766165841,,1.3818897637795275
98,203086,Meyers Leonard,2.8196157800000003,1.643841449375,0.10420285318657899,0.09501060515114085,0.49499381804790354,,2.8173913043478263
99,203087,Jeremy Lamb,9.481337643749999,0.07758666653125,0.2033002219409068,0.09936327879033466,2.1287940441328073,,
100,203089,John Henson,2.239395013125,1.4623665094375002,0.19303759282743435,0.07552316441544983,0.5970029659564372,,
101,203090,Maurice Harkless,3.0439312093750006,0.500637050875,0.18672529323735368,0.09501060515114085,0.6775392545125555,,
102,203095,Evan Fournier,8.27399266875,0.08784686799375,0.12690375236177281,0.140351956659119,1.1685632161362192,2.219178082191781,1.6470588235294117
103,203107,Tomas Satoransky,11.338047118750001,0.1764262409375,0.06911684280695189,0.09566186752330604,0.8805800125459212,,
104,203109,Jae Crowder,2.15305844625,0.304924763,0.21792281817051481,0.1332888658161459,0.5608280041233729,1.121107266435986,1.2668621700879767
105,203110,Draymond Green,3.6673535000000004,2.03582707875,0.15184204945393387,0.02885751032116447,0.6771681096941109,1.7855227882037532,1.6911700739451936
106,203114,Khris Middleton,8.979655487499999,2.3725245831249997,0.10008994774330392,0.06892687394042263,1.1685343464941935,2.903225806451613,4.584269662921349
107,203115,Will Barton,8.23212553125,0.07508674848125,0.10518381720570802,0.17342900177746384,0.9667994676221868,,1.709090909090909
108,203118,Mike Scott,1.828560340625,0.9782900856250001,0.15016164098300727,0.1353108725335985,0.44764819710774273,,
109,203145,Kent Bazemore,5.28802665625,0.262026141125,0.15088688361439284,0.14378870249586906,0.9191272876321402,,
110,203200,Justin Holiday,2.298723138125,0.04230929640625,0.09587828623448912,0.1274983794026969,0.24837120191010278,0.16705336426914152,0.4085106382978724
111,203210,JaMychal Green,0.8839757975000001,1.391827428125,0.11573106818400006,0.10719947283391723,0.27665729285069174,,3.0263488080301126
112,203382,Aron Baynes,0.766465169375,2.212834198125,0.1540759439377896,0.08457005360932596,0.3357566863539592,,
113,203457,Nerlens Noel,0.47118080375,0.39875802318750003,0.15670204849581199,0.10214527396550717,0.1260228691523554,,2.2153846153846155
114,203458,Alex Len,0.8060104662500001,1.8813548581249997,0.1875734253347026,0.1674121630114012,0.512762613220932,2.750561797752809,3.6
115,203459,Allen Crabbe,6.4184890731249995,0.076902293128125,0.05930326968171469,0.12615910160506671,0.42937324393159304,,
116,203463,Ben McLemore,2.574362901875,0.04601880469625,0.13080437713336737,0.11116929470808311,0.3760391953520385,,
117,203468,CJ McCollum,12.411205581250002,0.05356138236250001,0.11169176135828877,0.14457319788310474,1.5333702475089057,2.317739694302918,3.230769230769231
118,203469,Cody Zeller,4.151262812500001,1.4821057756250002,0.2228925732927895,0.09123969735717036,1.16656378642334,4.30188679245283,5.779816513761468
119,203471,Dennis Schröder,13.121375775,0.017108071820625,0.14687965238043194,0.11575378872807542,2.1221677803876995,3.0807553234230616,4.56797583081571
120,203473,Dewayne Dedmon,0.597837069375,1.8768085456250003,0.19699319742731475,0.06765686694963019,0.26922370408783985,,4.131147540983607
121,203476,Gorgui Dieng,1.8238002125,3.1468860243749996,0.19733431670357138,0.13261063561577174,0.8549298171043007,,1.3036211699164346
122,203482,Kelly Olynyk,5.5024280875,1.6715117556249999,0.1600081614844617,0.12779373421939644,1.2034463441267036,3.681818181818182,4.311822405782137
123,203484,Kentavious Caldwell-Pope,3.5504535187499995,0.032836874206250005,0.14392340691171077,0.09936327879033466,0.5656817605851833,1.692179700499168,1.8875838926174497
124,203486,Mason Plumlee,2.72974384375,2.64911442125,0.19335837302602904,0.14500549352161432,1.003150469699291,5.2956909361069835,5.507331378299121
125,203487,Michael Carter-Williams,12.59353363125,0.15089052541875,0.13335622439708758,0.09596612492280805,1.863297123482573,,5.6
126,203488,Mike Muscala,1.088777725625,0.5585363028125,0.13509036792238444,0.047618565225214286,0.19104808899715578,1.5075376884422111,1.976768743400211
127,203490,Otto Porter Jr.,2.528667673125,0.8834276605625,0.18039584100920444,0.05269797113489865,0.5529875745704929,,1.9591836734693877
128,203493,Reggie Bullock Jr.,1.409482015,0.01668352721125,0.10522060051528315,0.11575378872807542,0.16526149806962565,0.08612440191387559,0.5625
129,203496,Robert Covington,3.4272235999999996,0.17144228725,0.17090729602379223,0.06550881699026956,0.6566653497412583,1.9219712525667352,1.8532818532818531
130,203497,Rudy Gobert,0.676728095,1.7184553299999998,0.24864867219233017,0.22715379862286292,0.6144833180532207,5.425038639876353,5.703634669151911
131,203500,Steven Adams,0.9644663375,2.52666922125,0.22698584139299358,0.2382820197356633,0.9030780531916461,,4.102473498233215
132,203501,Tim Hardaway Jr.,4.5176102125,0.10384611281249999,0.1811577264753612,0.27105159975531995,0.9312024152250303,2.867106503298775,2.762790697674419
133,203503,Tony Snell,3.78923950625,0.037501944840624996,0.026287038551935264,0.11575378872807542,0.11434376490161188,,
134,203504,Trey Burke,10.03762639375,0.056964835216249995,0.09758087258990233,0.12615910160506671,1.0853336721342746,,
135,203506,Victor Oladipo,10.85295715625,0.022993871569374998,0.14380114479171108,0.12615910160506671,1.7199254045861336,,2.5691056910569103
136,203507,Giannis Antetokounmpo,12.956121725000001,4.6641840375,0.2826337790090323,0.1687858119538009,4.893994307740084,10.94131364166343,13.71767028627838
137,203516,James Ennis III,4.18195696875,0.39128517613124997,0.2099697706376508,0.1087823190315566,1.0127143998479105,,
138,203521,Matthew Dellavedova,9.810761424999999,0.23169427623125002,0.06942093491602593,0.08982409206197069,0.7720723541960113,,1.1775700934579438
139,203524,Solomon Hill,3.6050684125000005,0.6822075602500002,0.18140072854522324,0.06853819802975249,0.7707912446791484,,
140,203526,Raul Neto,11.38855755,0.031453996476874996,0.10481304379131133,0.11575378872807542,1.3170413305179427,,2.4285714285714284
141,203552,Seth Curry,6.56583295,0.01494640880625,0.05402940657729302,0.12073266516063798,0.39220783551828586,1.8146341463414635,1.6363636363636365
142,203584,Troy Daniels,4.8603232775,0.086321039299375,0.1148945563984893,0.12615910160506671,0.6262463588581629,,
143,203585,Rodney McGruder,4.638411587499999,0.08522725971874999,0.13112630352652288,0.19038042153801393,0.6868877040687763,,1.5143403441682601
144,203648,Thanasis Antetokounmpo,4.684879656250001,0.9543001101875,0.15739414516752334,0.10493147816334587,0.9212596248697684,,3.789473684210526
145,203894,Shabazz Napier,11.79273569375,0.10243139394187502,0.10678783665409683,0.1982314914432112,1.4075884470568991,,
146,203895,Jordan McRae,10.299944506249998,0.091517389471875,0.1868005629535165,0.12615910160506671,2.1291393021739413,,
147,203897,Zach LaVine,11.03152694375,0.3065699055,0.21364570786360912,0.08135791431541403,2.619958297899029,4.252293577981652,5.5684857246114925
148,203901,Elfrid Payton,14.393868287500002,0.133221334,0.08610945835778826,0.07743421281891918,1.3747405001428414,,
149,203903,Jordan Clarkson,15.75417583125,0.22055962037500002,0.08504996608867475,0.14957873972586636,1.510171465278234,4.2994652406417115,4.4343891402714934
150,203914,Gary Harris,4.96473075,0.01850950381625,0.10469977988965716,0.12073266516063798,0.5742450103092445,1.2480739599383666,0.9098567818028644
151,203915,Spencer Dinwiddie,14.1512303625,0.253942271875,0.20429798481416334,0.1904402335310292,3.23337153838493,3.5130111524163565,4.35483870967742
152,203918,Rodney Hood,4.25738768125,0.5304277766875001,0.1171709111373323,0.11550202123742473,0.6161182214052763,,
153,203920,Khem Birch,0.8564900581250001,1.2506602231250001,0.3932326072413474,0.14670724822047984,0.5723088122688939,,1.1111111111111112
154,203922,Glenn Robinson III,4.30190572625,0.8645123319687501,0.16586534394488223,0.17573049959427606,0.9520040825957153,,
155,203924,Jerami Grant,7.933101312500001,2.44900575625,0.24801638412116245,0.15318804873292607,2.5769672670816135,6.131004366812228,5.4866310160427805
156,203925,Joe Harris,5.579320850000001,0.041821593093750005,0.06131889770481358,0.09936327879033466,0.3809006685852653,,0.6614173228346456
157,203926,Doug McDermott,5.270747731250001,0.07778951485625,0.07690407235264031,0.1087823190315566,0.4551844975688642,0.756637168141593,1.920731707317073
158,203932,Aaron Gordon,4.4985902375,2.777445381875,0.20867021960717458,0.17358527089738005,1.5629299639769925,4.2177700348432055,5.498054474708171
159,203933,T.J. Warren,5.44369171875,0.7955603075,0.1487044987572302,0.06777168984884871,0.9497597063257034,,1.836734693877551
160,203935,Marcus Smart,8.76069044375,0.9348491493750001,0.13064814934181476,0.09224269099577154,1.3538810941105093,3.343283582089552,2.166241713411525
161,203937,Kyle Anderson,7.361153174999999,0.268083540125,0.13781717869030535,0.14635684235344584,1.1591021451958432,2.772344013490725,2.5043478260869567
162,203939,Dwight Powell,1.227453396875,0.273422591125,0.21744967394046483,0.26323809228110323,0.37277304042207443,3.8325358851674642,4.148148148148148
163,203944,Julius Randle,8.943777662499999,4.128493469374999,0.14906878819640643,0.14814925984940805,2.139358484810783,6.678132678132679,6.976642335766424
164,203952,Andrew Wiggins,7.2077003125,1.9083910306249998,0.16749321276282397,0.10114032546040087,1.5402817891068936,3.5400624349635796,2.1781512605042015
165,203953,Jabari Parker,4.992040869999999,2.16631372275,0.19220974863157272,0.16303901327955567,1.4439838298515943,,
166,203954,Joel Embiid,4.804954981250001,9.85245385,0.3532218041315254,0.258138308004766,4.66456169716012,12.421374045801526,12.131118881118882
167,203967,Dario Saric,3.97208196875,2.507541723125,0.16772515109384195,0.12380970347923825,1.0743436501244077,3.051959890610757,3.390334572490706
168,203991,Clint Capela,0.39190100125,1.2430860081250001,0.26896132208200596,0.15686332629600988,0.33044089928077597,3.9404888416578108,2.732329084588644
169,203992,Bogdan Bogdanović,8.29984108125,0.2133636585625,0.09194727120855692,0.09689694100029472,0.8622042271930491,2.4579517069109076,1.8394160583941606
170,203994,Jusuf Nurkić,1.0949442281250001,6.606558649999999,0.26629633754075605,0.14878535506053395,1.4019926934525264,4.521655437921078,4.969086987778576
171,203999,Nikola Jokić,4.0455597375000005,10.2868141375,0.17495938893901655,0.11481716745056213,2.0778026730421795,5.76105224698575,6.434108527131783
172,204001,Kristaps Porziņģis,3.5954156312500003,5.05340610625,0.24625873722061475,0.2020146419105447,2.096890991929292,6.436944937833037,7.057492931196984
173,204020,Tyler Johnson,5.550440075,0.12298777825,0.18499224539640768,0.09936327879033466,1.1429097254415657,,
174,204038,Langston Galloway,6.94138114375,0.07680651822,0.09602870348578328,0.12615910160506671,0.7438878402681268,,
175,204060,Joe Ingles,7.2456468125,0.11371567380000001,0.07911868068910603,0.1264799052292743,0.646413640608487,1.0497427101200687,0.7276227141482194
176,204456,T.J. McConnell,20.07430326875,0.030123941843124998,0.02757681266439042,0.10300977440311539,0.6123571971702593,1.7235521235521234,1.6020942408376964
177,1626144,Emmanuel Mudiay,14.314325075000001,0.26739050705624995,0.12912107570265727,0.14905622980457003,2.076950999759743,,
178,1626145,Tyus Jones,8.740120456249999,0.029737386399999996,0.06525338357988192,0.10693410907008503,0.6308526109454918,0.7449560269011899,1.8566271273852502
179,1626149,Montrezl Harrell,1.7056911225,4.1587403937500005,0.24983752331747394,0.1921552616528827,1.3477964435071905,,5.3235724743777455
180,1626153,Delon Wright,10.318196762500001,0.03708333858125,0.09352417894644718,0.09596612492280805,1.0654155871958997,2.186234817813765,1.7632653061224488
181,1626156,D'Angelo Russell,8.189481443750001,0.272335348875,0.1791814202415581,0.21756807028039118,1.6793198317025702,2.7814889336016098,3.3706111833550065
182,1626157,Karl-Anthony Towns,6.282181212499999,6.41955698125,0.25143505375968317,0.14202958779173722,2.740460363020067,5.191111111111112,5.078369905956112
183,1626158,Richaun Holmes,1.428188024375,1.1496109675000001,0.2813751599225986,0.10982986615916096,0.5809300776990527,3.0486486486486486,1.9711815561959656
184,1626159,Justise Winslow,5.69517226875,0.7512000518749999,0.08525658702804127,0.17106234923203736,0.6754582953660713,,1.3023255813953487
185,1626161,Willie Cauley-Stein,1.0273010550000001,2.6738598187499996,0.13706045129586905,0.056001058938705585,0.3195954602705456,,
186,1626162,Kelly Oubre Jr.,6.371500112500001,0.23760445600000002,0.22775514784001932,0.11559045894466075,1.6264674340216214,4.056338028169014,4.830967741935484
187,1626163,Frank Kaminsky,4.78013484375,2.257844341875,0.21983094725322963,0.1834957947443409,1.6116391638832077,,2.4615384615384617
188,1626164,Devin Booker,12.0568117125,1.156185013125,0.14969318100450074,0.12437762162406603,2.1434886441169567,6.728834355828221,7.023433242506812
189,1626166,Cameron Payne,14.060700662499999,0.019209823825,0.09652807733755636,0.12615910160506671,1.495643484594362,1.8496932515337423,2.372811534500515
190,1626167,Myles Turner,2.10242933125,2.6310813168749996,0.31753494600518445,0.19049785042442255,1.2856911312682042,5.489177489177489,5.450356555128908
191,1626168,Trey Lyles,5.423355931250001,1.214759960625,0.22058045491829503,0.2473880663893522,1.6464837799137013,2.1761658031088085,3.5769230769230766
192,1626169,Stanley Johnson,4.31675006875,0.36047035612499995,0.14493441088027556,0.23022949787137825,0.7795001909418307,,2.987234042553191
193,1626171,Bobby Portis,2.55413559375,3.5932015524999996,0.11194311513730064,0.07536308175926741,0.6123839009486199,2.2186878727634194,2.479338842975207
194,1626172,Kevon Looney,1.1033305581250001,1.06687533,0.17447395908384797,0.047618842294377774,0.26763640061542193,2.5025125628140703,2.8454869964303926
195,1626174,Christian Wood,4.99891114375,2.7973141381250004,0.25409899963896376,0.2052139279318036,2.0286927571402167,3.889655172413793,5.817136285221392
196,1626178,Rondae Hollis-Jefferson,4.7018446375,3.018880188125,0.22596472759896805,0.16346490509399206,1.7115252067840765,,
197,1626179,Terry Rozier,11.941138812499998,0.023095294062500004,0.08230442329841466,0.11116929470808311,1.0839136341452456,3.492405683488486,3.5611510791366907
198,1626181,Norman Powell,10.4302199875,0.06821634544374999,0.18335082205410702,0.08982409206197069,2.110368568227231,3.1115577889447232,6.363752393107849
199,1626184,Chasson Randle,8.65857079375,0.063383762471875,0.10313594227464991,0.12615910160506671,0.9911069257044675,,
200,1626188,Quinn Cook,8.9246557875,0.09786245134125,0.05323210325288791,0.12615910160506671,0.5361668810506419,,
201,1626192,Pat Connaughton,3.4506090125,0.018075979950624998,0.0767809134180152,0.11575378872807542,0.2937366024916873,1.2488038277511961,1.0221606648199446
202,1626195,Willy Hernangomez,0.6359060306250001,4.536942997500001,0.15090653364056653,0.16984669891516543,0.9532018827038418,,8.192560175054705
203,1626196,Josh Richardson,8.0342827,0.0662683286625,0.09374724589987472,0.07535538497069244,0.8340041064561102,1.7608695652173914,1.9021526418786692
204,1626203,Treveon Graham,6.94232043125,0.14217395371875,0.17393861165604424,0.25932099428399796,1.3688468953749136,,
205,1626204,Larry Nance Jr.,1.2059571475,1.3579936962499999,0.1095093187131862,0.06499141559189604,0.24235362613459935,1.805921052631579,2.0578871201157742
206,1626208,Keifer Sykes,8.14915605625,0.059029627189375,0.052028400724073706,0.12615910160506671,0.4745781497510688,,
