coc_number,dem_share_2012,dem_share_2020,d_dem_share,single_person_hh_share_2012,single_person_hh_share_2024,d_single_person,never_married_share_2012,never_married_share_2024,d_never_married,social_capital_index
CA-503,0.5974012806724226,0.6295341560353778,0.03213287536295517,0.27224797852080795,0.2634290447363398,-0.00881893378446813,0.3460874642730938,0.36577681066435797,0.019689346391264184,-0.5377307382012236
CA-504,0.7375315006276171,0.7638130675458334,0.02628156691821637,0.27929236539441304,0.2778406056607923,-0.0014517597336207722,0.31888888328635606,0.3351984169534151,0.016309533667059062,-0.011305771105413377
CA-505,0.6805431727823916,0.731447503175158,0.05090433039276643,0.2402470889332565,0.22087414367653838,-0.01937294525671812,0.30610153169945703,0.32993134045899747,0.02382980875954044,-0.6020323113632622
CA-506,0.6780153891556119,0.698153552289489,0.020138163133877174,0.21075313234832063,0.19563587435424662,-0.015117257994074013,0.35465926717093565,0.39530784609825664,0.04064857892732099,-0.829967180121033
CA-507,0.763871046675231,0.839032047089601,0.07516100041437002,0.3078175895765472,0.28930866450523207,-0.01850892507131513,0.2696147064304794,0.30679996702602197,0.03718526059554256,0.7673792137799329
CA-508,0.7906261971929092,0.8092050742653152,0.01857887707240602,0.25797878040938804,0.25147061858861897,-0.006508161820769076,0.38172382193528187,0.397942045812081,0.01621822387679911,-0.31938803372792784
CA-509,0.7060059054518888,0.684487145948774,-0.02151875950311477,0.3153850648591796,0.3484874576660352,0.03310239280685562,0.2922413913334542,0.3324670105164445,0.04022561918299028,-0.03391731331624013
CA-510,0.5141054219059021,0.5040383644623927,-0.010067057443509442,0.20380845667744987,0.20233985855155898,-0.0014685981258908964,0.31994691783428825,0.370980846555473,0.05103392872118473,-1.2189034473023797
CA-511,0.5700577445652174,0.5709320247311638,0.0008742801659463728,0.2035556470940683,0.2002283384301733,-0.0033273086638949956,0.3350262371330684,0.3707838070078487,0.03575756987478029,-1.1496555992817226
CA-512,0.7390771084596598,0.7940939304783698,0.055016822018710054,0.2564372554581166,0.2438591780469633,-0.012578077411153271,0.3135096434286764,0.34253116558985247,0.029021522161176094,-0.4684828901805667
CA-513,0.42309714126687176,0.45482287951516454,0.03172573824829278,0.17305335068312436,0.171826256777202,-0.0012270939059223496,0.3367993855479992,0.39213181838452393,0.055332432836524725,-1.3166228613585222
CA-514,0.496247722136559,0.5272549904276465,0.031007268291087464,0.2111021890071542,0.221692642129954,0.010590453122799798,0.36281685864305463,0.400110720906909,0.037293862263854394,-1.3533431212183564
CA-515,0.4227637392091983,0.4896767466110532,0.06691300740185491,0.2404656710517117,0.24377463758801285,0.003308966536301139,0.24636410085492189,0.26168179616614595,0.015317695311224067,-0.04595958306148643
CA-516,0.3658256429622287,0.34810950063753937,-0.01771614232468932,0.2893472389087283,0.2968670654771554,0.00751982656842709,0.280847651009068,0.2988824644754757,0.018034813466407673,0.017730764472916796
CA-517,0.6475196765109394,0.7066942817017292,0.059174605190789764,0.24814566441098176,0.260273697325322,0.012128032914340253,0.29128793679677856,0.3241761134313691,0.03288817663459054,-0.08973955814921868
CA-518,0.650095717884131,0.6550996541342158,0.005003936250084773,0.225531914893617,0.2481398242673574,0.02260790937374038,0.3172036525494265,0.35259228849540314,0.03538863594597663,-0.8896228638572149
CA-519,0.4896153669619498,0.508552180402598,0.01893681344064818,0.290229682394151,0.28102794315344726,-0.009201739240703721,0.33925049309664695,0.39686448614338726,0.05761399304674031,-0.5144125852963086
CA-520,0.5447628164922589,0.5542720731320994,0.00950925663984048,0.1751906142611684,0.22726163500087151,0.05207102073970313,0.36279419655538836,0.42619576331115744,0.06340156675576908,-1.6315640926499677
CA-521,0.6758181540723888,0.7123827589840869,0.036564604911698106,0.24628334997859894,0.23969593052820987,-0.00658741945038907,0.41141087960135814,0.4487128820074168,0.03730200240605869,-0.6755198235484492
CA-522,0.6466911902706355,0.6728185397817789,0.026127349511143372,0.32451648001200595,0.3231309857616256,-0.0013854942503803702,0.372781012330929,0.4114803094233474,0.03869929709241843,-0.06006190899750855
CA-523,0.40957604506374146,0.40510142598915444,-0.004474619074587016,0.25073187112022033,0.29459032831474424,0.043858457194523914,0.28097329874029403,0.3096499065238848,0.02867660778359077,-0.2395895543188629
CA-524,0.40371196754563893,0.40478145170422375,0.0010694841585848214,0.2105827018738889,0.22406930806691744,0.01348660619302855,0.2800037672970769,0.33207212690625854,0.05206835960918166,-1.085520223988484
CA-525,0.4082471354438756,0.4549749248627257,0.04672778941885014,0.2104177106977567,0.2343899717792216,0.023972261081464913,0.24413984499272345,0.2563548629319153,0.01221501793919183,-0.3589582325968747
CA-526,0.41034785316011435,0.38934402945220264,-0.021003823707911706,0.25565672458077093,0.29734945753304154,0.041692732952270606,0.230156219697217,0.25821074694579266,0.028054527248575656,0.19318775244045272
CA-527,0.35788713969958047,0.317660059888778,-0.04022707981080248,0.262015964673913,0.2541148943036953,-0.0079010703702177,0.2602644120520848,0.2976789575400394,0.03741454548795464,-0.609805028998234
CA-529,0.5886061798506461,0.5323902508551881,-0.05621592899545802,0.2918821591387963,0.3242761692650334,0.032394010126237105,0.27129006244959963,0.327572606669057,0.05628254421945739,-0.88326336761042
CA-530,0.48817605371130174,0.5529090909090909,0.06473303719778917,0.3309703850587413,0.3395812541928712,0.008610869134129895,0.313394964129498,0.3241174433879313,0.010722479258433282,0.7240730874213092
CA-600,0.7146145554367882,0.7255831056567208,0.010968550219932593,0.25644125497784537,0.2652253846025508,0.008784129624705428,0.4054127695562615,0.4284643478452762,0.023051578289014718,-1.098073018613274
CA-601,0.5387695790004666,0.6164906208299888,0.07772104182952222,0.2498299705282249,0.24600991395723304,-0.0038200565709918533,0.3533567239505171,0.36702041963351034,0.013663695682993249,-0.6931850909006576
CA-602,0.4680791982257493,0.5461289346510952,0.07804973642534596,0.21817471265296398,0.21753804387973702,-0.0006366687732269616,0.3339596172877511,0.35369286953937473,0.019733252251623645,-1.076874697790624
CA-603,0.5929946136642832,0.6640963929299588,0.07110177926567562,0.253506269159699,0.24744666060638468,-0.006059608553314305,0.37920991993296715,0.41402466513443026,0.034814745201463104,-0.000706610694088336
CA-604,0.41411206174547577,0.4477622964579486,0.03365023471247286,0.20074414048614023,0.20617623214041295,0.005432091654272719,0.34793764854574216,0.3958041378640416,0.047866489318299454,-1.3842503497190501
CA-606,0.7146145554367882,0.7255831056567208,0.010968550219932593,0.25644125497784537,0.2652253846025508,0.008784129624705428,0.4054127695562615,0.4284643478452762,0.023051578289014718,-1.098073018613274
CA-607,0.7146145554367882,0.7255831056567208,0.010968550219932593,0.25644125497784537,0.2652253846025508,0.008784129624705428,0.4054127695562615,0.4284643478452762,0.023051578289014718,-1.098073018613274
CA-608,0.5084488326457455,0.5405101259969473,0.03206129335120178,0.2041994153274078,0.19600688734547003,-0.008192527981937758,0.32550573578389047,0.3587120942170312,0.03320635843314074,-1.2902711274053014
CA-609,0.5376682696967401,0.5544947428343445,0.016826473137604436,0.18859492611281012,0.18209996814413668,-0.006494957968673443,0.35154995026691377,0.3922034713638948,0.040653521096981005,-1.34185370807375
CA-611,0.5360174607306036,0.6078119899902078,0.07179452925960417,0.20395486386590012,0.21731345413040376,0.013358590264503645,0.3157487103124294,0.3475738832811736,0.03182517296874421,-0.6635074417489475
CA-612,0.7146145554367882,0.7255831056567208,0.010968550219932593,0.25644125497784537,0.2652253846025508,0.008784129624705428,0.4054127695562615,0.4284643478452762,0.023051578289014718,-1.098073018613274
CA-613,0.6629915859995252,0.6245475011256191,-0.03844408487390616,0.1766190953096311,0.2126138103295464,0.0359947150199153,0.356003091330636,0.40602076024239614,0.05001766891176013,-1.5686757408761058
CA-614,0.5053248092390183,0.56701295699408,0.061688147755061706,0.26175915365556296,0.26059560012054467,-0.0011635535350182913,0.3325994364720529,0.3591042797365041,0.026504843264451183,0.021198320822650076
CO-500,0.4634171542387651,0.46599695477363023,0.0025798005348651176,0.2658343983906902,0.27720812700720565,0.011373728616515477,0.283739673747881,0.2978348903018881,0.014095216554007084,-0.16762164853367198
CO-503,0.5899761412681674,0.6531995107361652,0.06322336946799778,0.2906038950939876,0.29163408943456165,0.0010301943405740532,0.3165740411130804,0.35632838673075823,0.03975434561767782,-0.5853328728288799
CO-504,0.39544012646275606,0.44395494134644115,0.04851481488368509,0.2643660972921242,0.2525207622592095,-0.011845335032914683,0.2792640257472243,0.30067634457801257,0.021412318830788257,-0.6613876096666825
CT-503,0.553668890236507,0.6384912544264406,0.08482236418993361,0.26016614209173256,,,0.30949513411032986,,,-0.23459475043732753
CT-505,0.5977852097822015,0.5903532313031603,-0.007431978479041201,0.27992678568328117,,,0.3276976631484327,,,-0.39597619099088394
DC-500,0.9258764920211752,0.9446695384761944,0.018793046455019224,0.4644361236178749,0.4732334641022401,0.008797340484365201,0.5705947550526711,0.5546160341100589,-0.015978720942612212,3.338028918873299
DE-500,0.5944695491927816,0.5962674416498447,0.0017978924570630772,0.2615464044087317,0.28544121294838215,0.023894808539650425,0.32526286097499313,0.3369106588368537,0.011647797861860598,-0.31417321399339926
FL-500,0.45176979647969406,0.43478422688278096,-0.016985569596913108,0.3148330333258364,0.29408589426516996,-0.020747139060666442,0.2228115264054031,0.2276294182879995,0.0048178918825964034,-0.4412875334842274
FL-501,0.5338030347356671,0.5347907327019673,0.0009876979663001606,0.2895954066821634,0.27798906706539184,-0.011606339616771544,0.33509060823023923,0.35905881450024296,0.023968206270003733,-0.7179164651937493
FL-502,0.5285678284206012,0.5011207259341941,-0.027447102486407138,0.36472607431727205,0.3681842263106427,0.0034581519933706284,0.2789695198436197,0.30211531657322516,0.023145796729605483,-0.6536148920317107
FL-503,0.46556647265017326,0.42707318150367307,-0.038493291146500186,0.2508093893669427,0.2487103740174484,-0.0020990153494943042,0.2772153639904165,0.3201486938345781,0.042933329844161594,-0.7885775346025828
FL-504,0.48848499012088636,0.42261980830670925,-0.06586518181417711,0.2996541479133014,0.281172362771409,-0.018481785141892415,0.26545174490386825,0.2749146666355452,0.009462921731676954,-0.8034030104753874
FL-505,0.24716221765913757,0.28338979603511066,0.036227578375973096,0.27168313151174134,0.2607969118764399,-0.010886219635301453,0.2569473515402208,0.2656476432705886,0.008700291730367793,-0.49866152909084727
FL-506,0.5766708788052843,0.5719373840271983,-0.004733494778086045,0.2941331557520772,0.326070453402436,0.0319372976503588,0.4108509200321712,0.4350121060269856,0.02416118599481437,0.3138932038126908
FL-507,0.5632507505090325,0.5845309170238681,0.021280166514835552,0.254657099523754,0.24083111559819512,-0.013825983925558866,0.35165321439591674,0.3677877246068905,0.016134510210973785,-0.9563956773493436
FL-508,0.49567398186173856,0.49962291255162505,0.003948930689886498,0.30248261882741745,0.3176595761682905,0.015176957340873043,0.38609218845735244,0.4076121609172634,0.02151997245991094,-0.19216247812420761
FL-509,0.4550926454923093,0.43438461222983227,-0.020708033262477055,0.2867097879413207,0.2853879776446976,-0.0013218102966230938,0.24394020533809405,0.2648470415310049,0.020906836192910866,-0.6603598983640336
FL-510,0.4275977241035948,0.4592570944705468,0.03165937036695199,0.2814581995794597,0.29548192974788423,0.014023730168424509,0.3119636419214293,0.3364797597482631,0.024516117826833828,-0.3762505015561324
FL-511,0.3408256674893426,0.361485693323551,0.020660025834208395,0.26829345884294936,0.27069445840517126,0.002400999562221895,0.30366797530270423,0.31623969245321787,0.01257171715051364,-0.6640221904491411
FL-512,0.30949051476214345,0.36528295842010117,0.05579244365795771,0.2432147633779603,0.21102129644023007,-0.03219346693773023,0.23993278906154802,0.23311784867691895,-0.00681494038462907,-0.6585611668903292
FL-513,0.4356927022632513,0.41676673250437674,-0.01892596975887456,0.2952625513805838,0.2998001513417024,0.004537599961118577,0.25137314019794194,0.280462056473569,0.02908891627562704,-0.6069785862218806
FL-514,0.4180229430676658,0.36933354384164513,-0.04868939922602067,0.26838265309909226,0.2918832370012312,0.02350058390213894,0.22284746757732934,0.26342609003899325,0.04057862246166391,-0.8387468938828548
FL-515,0.2819750013281019,0.25935916353414834,-0.02261583779395354,0.2910312007638869,0.29812073106048326,0.007089530296596369,0.2771226513651657,0.2942034073767244,0.01708075601155873,-0.4524819400506455
FL-517,0.39890870687632013,0.32062063469741714,-0.07828807217890299,0.2600762419154067,0.27380702718115313,0.013730785265746448,0.29202620737678414,0.2921516071380574,0.00012539976127323715,-0.8044226180903685
FL-518,0.30410106533421327,0.2516928053789188,-0.05240825995529447,0.29230968290516846,0.25100215765056066,-0.04130752525460779,0.29075774112771136,0.3225182123130735,0.03176047118536213,-0.387295423335674
FL-519,0.4663866343917604,0.39864543646675193,-0.06774119792500849,0.2768640500911295,0.2860354924353095,0.009171442344179992,0.23319889675270608,0.28960939934883556,0.05641050259612948,-1.1977051264797294
FL-520,0.4038637271478679,0.3536120006137402,-0.05025172653412768,0.26761024371802705,0.27826394059561455,0.010653696877587493,0.2033321008310335,0.23328408370012244,0.029951982869088928,-0.7022503380678131
FL-600,0.6191983037918806,0.5369476065376029,-0.0822506972542777,0.2579610471822692,0.25642729064978764,-0.001533756532481556,0.3547656548162183,0.3636937694927469,0.008928114676528598,-1.2980438450402731
FL-601,0.6755757808543977,0.6498396804742055,-0.02573610038019225,0.3048055827112551,0.2924878905400315,-0.012317692171223582,0.32718073786752566,0.345188063790379,0.018007325922853312,-1.1538952634462527
FL-602,0.42795165788658196,0.3659493057238824,-0.06200235216269956,0.2879767699580569,0.28220052572286897,-0.005776244235187911,0.1781114067317032,0.19586558481154515,0.017754178079841948,-0.803416359178438
FL-603,0.41675620460048424,0.4033718556716853,-0.013384348928798917,0.2777674510824442,0.28134885891831374,0.003581407835869521,0.24882207162416436,0.2694036964842138,0.02058162486004944,-1.0613292625206807
FL-604,0.5021999068274755,0.4599360995501744,-0.04226380727730111,0.30064677654913413,0.27565760790582766,-0.02498916864330647,0.2838854017773911,0.25592550393158064,-0.027959897845810433,0.4112474239594115
FL-605,0.585632000053597,0.5643389219857787,-0.021293078067818216,0.3149739163299236,0.30193251077746397,-0.01304140555245964,0.28945637758984283,0.31043573985735384,0.020979362267511015,-0.8514658863764448
FL-606,0.3487970421946052,0.3757594241205203,0.026962381925915102,0.2755792224114836,0.276629992464205,0.001050770052721417,0.2398522355988579,0.23724314795893262,-0.0026090876399252894,-0.1879584446274974
GA-500,0.6604982072459619,0.7422285331954429,0.08173032594948104,0.36337742624163083,0.3813426768959279,0.01796525065429705,0.42323128443806357,0.4457422164098564,0.022510931971792825,-0.05698551957374771
GA-501,0.37739241695114645,0.4036454061891488,0.026252989238002344,0.23351982993082276,0.24378882485647338,0.010268994925650615,0.28939435268115654,0.3243054672448162,0.03491111456365964,-0.6613385124562647
GA-502,0.6518065719033984,0.7358366349922902,0.08403006308889183,0.3648750129343163,0.38369632182707547,0.01882130889275918,0.42354474174215717,0.4466102847508962,0.02306554300873903,-0.03729163938624562
GA-503,0.6479896040360801,0.7139066027646849,0.06591699872860479,0.32422590972408905,0.3341719616557094,0.009946051931620348,0.5617453759740715,0.5437480942045883,-0.01799728176948323,-0.4282060806175316
GA-504,0.6703654103692367,0.6882486467609569,0.01788323639172018,0.32371646150066874,0.3528698464025869,0.029153384901918156,0.3994093993465695,0.4523516891993165,0.052942289852747015,-0.35471856843234467
GA-505,0.5972586398982681,0.6035263732988974,0.0062677334006292496,0.31568043330901246,0.35239237284853825,0.036711939539525784,0.34158665529853743,0.36367205900035765,0.022085403701820217,-1.0412418694100873
GA-506,0.4366926251287535,0.5727940511999587,0.13610142607120523,0.25585353175596326,0.25968334268922,0.0038298109332567387,0.3129863532242594,0.3516464942294508,0.03866014100519144,-0.6020323113632622
GA-507,0.5606886924150768,0.5951281836779704,0.034439491262893585,0.31266035565779,0.31831737039282954,0.005657014735039545,0.3797502978715513,0.400607473448114,0.020857175576562692,-0.27133850652992103
GA-508,0.7872154810056309,0.840771958537916,0.053556477532285096,0.337450241414279,0.3404586424545413,0.003008401040262343,0.4185991558137018,0.43593219026227376,0.017333034448571982,-0.4706027222628318
HI-500,0.7583505093271227,0.6774030425941895,-0.08094746673293318,0.24937396000025247,0.24771152258501797,-0.0016624374152345023,0.3141551164489728,0.32815849864102214,0.01400338219204933,-0.8964190684352903
HI-501,0.6978894163450702,0.6367790230222118,-0.06111039332285839,0.23399137735420922,0.2508262804395812,0.016834903085372,0.3332551348219253,0.3478109550734918,0.014555820251566487,-1.034478056145324
IA-500,0.5028808389321957,0.4180896686159844,-0.0847911703162113,0.2698707324660626,0.286607618184621,0.016736885718558414,0.3036642911036636,0.35390820577819443,0.05024391467453082,-0.03689392630130883
IA-501,0.5251086397419135,0.4363898134264027,-0.08871882631551076,0.2873672010666053,0.3084058369294515,0.02103863586284621,0.27514459465645796,0.3109603562078458,0.035815761551387826,0.5284894741226379
IA-502,0.5683434883571755,0.5729898038739921,0.0046463155168166015,0.28058588398194556,0.3104834788186898,0.029897594836744257,0.29195870310072847,0.33837918113894105,0.04642047803821259,2.856683822124137
ID-500,0.4415625304108397,0.47978012880217163,0.03821759839133193,0.2473979877772144,0.25043570994801106,0.003037722170796675,0.27244505637242167,0.3006021696853253,0.02815711331290366,-0.5165324173785736
ID-501,0.29552926208097047,0.28221975853616366,-0.013309503544806811,0.23136687425211627,0.23730020959895923,0.005933335346842955,0.24577520149632603,0.28054712036911955,0.03477191887279352,-0.5973836276124336
IL-500,0.4550934206020016,0.48720186517386266,0.03210844457186107,0.19978889398806793,0.2267292548939572,0.026940360905889277,0.2563769509702291,0.2916479103139716,0.03527095934374247,-1.1440027137290159
IL-501,0.5195177331718039,0.4995111890827764,-0.020006544089027523,0.26970566102009297,0.2973968302679679,0.027691169247874958,0.30022911376195166,0.3389421511994138,0.03871303743746213,-0.7146694265130824
IL-502,0.5432581859803525,0.6221725309829068,0.07891434500255434,0.21739217355131893,0.2359401822109897,0.018548008659670767,0.28849756160413875,0.3237107794298718,0.035213217825733056,-0.75198353070173
IL-503,0.5362410201857032,0.6179292273042273,0.08168820711852409,0.33038969558580494,0.3774569449644328,0.04706724937862783,0.46090303145310496,0.4824754929833739,0.021572461530268927,-0.18937166601567404
IL-504,0.4929473772274743,0.4320407568706253,-0.06090662035684896,0.27035620435225793,0.30884195616249294,0.038485751810235,0.2881158623218296,0.31859538793676406,0.030479525614934444,-0.16534690241667063
IL-506,0.5165678670845483,0.5290178398015637,0.012449972717015423,0.18871273289671986,0.20721260230149824,0.01849986940477838,0.2839994280446996,0.32169775553268426,0.037698327487984684,-1.030862287754822
IL-507,0.461365411837955,0.434659045208616,-0.026706366629339007,0.2884453024814419,0.3404631412051051,0.05201783872366322,0.2868604776118202,0.3174382856707402,0.030577808058919964,-0.10887481415653198
IL-508,0.5662843767106501,0.5362210086072384,-0.030063368103411703,0.288450754721358,0.31645927482164743,0.028008520100289425,0.33399645212551654,0.34265382887502743,0.008657376749510892,-0.5917088428062534
IL-509,0.5283126977404649,0.5294105009882272,0.001097803247762319,0.27982823572802235,0.2945385587863464,0.014710323058324037,0.4132050516755036,0.4222149734816909,0.009009921806187315,-0.41407386673576485
IL-510,0.7499556077798533,0.7554008327751073,0.005445224995254017,0.32037895314568404,0.34648261671267294,0.0261036635669889,0.40315943144179983,0.423845131478858,0.020685700037058163,-0.5248414726827121
IL-511,0.7494014910338467,0.754732837873572,0.005331346839725359,0.3199821654397938,0.3460798135258995,0.026097648086105707,0.4028682326394068,0.4235971591178169,0.020728926478410126,-0.526852856042584
IL-512,0.4155022421729233,0.39581339079499955,-0.019688851377923755,0.28724032645636616,0.3200068205960405,0.03276649413967436,0.3151477478996082,0.34538734844026614,0.03023960054065794,-0.03689477807943677
IL-513,0.45603907637655416,0.47769574812991933,0.021656671753365164,0.31411858935462733,0.36434959061843747,0.05023100126381014,0.29589096238151846,0.3348881354238865,0.03899717304236805,0.8818501462222433
IL-514,0.5064104670691402,0.5903810789838858,0.08397061191474564,0.2424660854339932,0.24959921590595155,0.007133130471958349,0.2915108192522107,0.3087744575205817,0.017263638268371018,-0.38929506223738597
IL-515,0.36408096179486,0.25705644643673203,-0.10702451535812796,0.28259416005334825,0.3090156687176391,0.026421508664290827,0.25676187884568086,0.28265688864624533,0.025895009800564472,0.2242001733378274
IL-516,0.47370500530266796,0.4097572053844248,-0.06394779991824318,0.33229799884634165,0.3789914419803074,0.04669344313396573,0.2900248293676862,0.3359456130605936,0.04592078369290742,-0.004239664164530016
IL-517,0.5131286801418689,0.5793532450811522,0.0662245649392833,0.2099238528213769,0.23096210829023506,0.021038255468858152,0.29990851166634935,0.3283232242475869,0.028414712581237567,-1.0341598657765136
IL-518,0.5297579365213654,0.44186824211347675,-0.08788969440788863,0.29573968831362973,0.31787828996605283,0.022138601652423096,0.26407618946745876,0.30143243381705165,0.03735624434959289,0.2648395776290777
IL-519,0.40236563817336274,0.2978353795405305,-0.10453025863283222,0.29332682502659196,0.34716714588525593,0.05384032085866397,0.28904067803115807,0.3115085575255141,0.022467879494356024,0.39319366967871283
IL-520,0.38617801411724206,0.2785754619914035,-0.10760255212583858,0.29654882580215347,0.327668495878672,0.031119670076518502,0.274045448751897,0.2939211481716217,0.01987569941972467,0.3877494338104252
IN-502,0.42175868070801165,0.3840342117415216,-0.037724468966490066,0.26509730340869836,0.2846559843443571,0.019558680935658768,0.27970425301355945,0.3062997932209505,0.026595540207391077,-0.6564734380269088
IN-503,0.6131190749479233,0.6487078050095956,0.03558873006167229,0.3384144136123615,0.3544197266951692,0.01600531308280767,0.37690532601583526,0.4014796291857505,0.024574303169915213,-0.38863588174858477
KS-502,0.403270899749556,0.4391944513161632,0.035923551566607204,0.29835689760692097,0.3104010291727927,0.012044131565871752,0.2905192730905099,0.3342936530801264,0.043774379989616474,-0.6953049229829226
KS-503,0.49460251213933143,0.5154089482134726,0.020806436074141177,0.308565418709792,0.3402422539690954,0.031676835259303426,0.28332648113755904,0.3072392960699778,0.023912814932418758,0.5412637916716654
KS-505,0.41098885571177307,0.5421136249963223,0.13112476928454925,0.26533749475939816,0.2718299529918126,0.006492458232414455,0.25380193399673917,0.28639199803779636,0.03259006404105719,-0.47130933295692007
KS-507,0.333711040032129,0.32650499012218076,-0.00720604990994822,0.27724916538771516,0.3031890661616717,0.025939900773956526,0.27287802562703584,0.3008948375035735,0.02801681187653765,0.15711644713899095
KY-500,0.3293218677835825,0.28873874877816585,-0.04058311900541667,0.2643578890142769,0.27923704297526747,0.014879153960990543,0.24902356331109105,0.2777215018113065,0.02869793850021546,-1.0495961095568977
KY-501,0.5564219196423235,0.6024908486779078,0.04606892903558435,0.32477501933106295,0.3455847312956562,0.020809711964593247,0.3288747832455725,0.36252683600558094,0.03365205276000843,-0.6253504642681773
KY-502,0.5052288911495422,0.6061534960612003,0.10092460491165811,0.3272906436034627,0.35114339906237696,0.023852755458914243,0.37066446709673184,0.39103725819168295,0.020372791094951104,-0.2882971631880411
LA-500,0.34986309704898083,0.3255032455812183,-0.02435985146776254,0.27285554843862253,0.3020710532209974,0.02921550478237489,0.31993759918130976,0.3494681541101241,0.029530554928814345,-0.9589602919124138
LA-502,0.4426599001360034,0.43412062583955857,-0.008539274296444854,0.3142534302500995,0.34607461676844004,0.03182118651834054,0.329698546521965,0.35838215835277654,0.02868361183081153,-0.4932141143459903
LA-503,0.601584031497505,0.6366209610241571,0.03503692952665216,0.33703786363012567,0.3912171320574491,0.05417926842732346,0.3941785175645801,0.4192343469734789,0.025055829408898778,-0.7001200822928358
LA-505,0.391675567124374,0.3608670631114521,-0.0308085040129219,0.29006591116684427,0.3208681011136276,0.030802189946783354,0.34961574987165034,0.375328711927749,0.025712962056098687,-0.22731009801532603
