team_abbr,game_date,truly_fresh_out_pts_loss,truly_fresh_count
ATL,2022-01-23,0.0,0
ATL,2022-01-26,0.0,0
ATL,2022-01-28,0.0,0
ATL,2022-01-30,0.0,0
ATL,2022-01-31,26.233101587301583,1
ATL,2022-02-03,0.0,0
ATL,2022-02-04,8.37676837944664,1
ATL,2022-02-06,0.0,0
ATL,2022-02-08,0.0,0
ATL,2022-02-11,0.0,0
ATL,2022-02-13,0.0,0
ATL,2022-02-15,0.0,0
ATL,2022-02-16,0.0,0
ATL,2022-02-24,0.0,0
ATL,2022-02-26,0.0,0
ATL,2022-03-01,0.0,0
ATL,2022-03-03,9.44846646026832,1
ATL,2022-03-04,0.0,0
ATL,2022-03-07,13.129698510610634,1
ATL,2022-03-09,0.0,0
ATL,2022-03-11,0.0,0
ATL,2022-03-13,0.0,0
ATL,2022-03-14,12.821333333333333,1
ATL,2022-03-16,0.0,0
ATL,2022-03-18,32.44620017820018,1
ATL,2022-03-20,0.0,0
ATL,2022-03-22,0.0,0
ATL,2022-03-23,13.44997212543554,1
ATL,2022-03-25,0.0,0
ATL,2022-03-28,12.877972125435543,1
ATL,2022-03-30,3.103333333333333,1
ATL,2022-03-31,0.0,0
ATL,2022-04-02,0.0,0
ATL,2022-04-05,0.0,0
ATL,2022-04-06,0.0,0
ATL,2022-04-08,0.0,0
ATL,2022-04-10,0.0,0
ATL,2022-10-19,15.701706349206349,1
ATL,2022-10-21,0.0,0
ATL,2022-10-23,0.0,0
ATL,2022-10-26,0.0,0
ATL,2022-10-28,0.0,0
ATL,2022-10-29,0.0,0
ATL,2022-10-31,0.0,0
ATL,2022-11-02,0.0,0
ATL,2022-11-05,0.0,0
ATL,2022-11-07,0.0,0
ATL,2022-11-09,0.0,0
ATL,2022-11-10,0.0,0
ATL,2022-11-12,0.0,0
ATL,2022-11-14,0.0,0
ATL,2022-11-16,0.0,0
ATL,2022-11-19,0.0,0
ATL,2022-11-21,17.566964052287585,1
ATL,2022-11-23,0.0,0
ATL,2022-11-25,12.064459496930086,1
ATL,2022-11-27,0.0,0
ATL,2022-11-28,4.756543456543456,1
ATL,2022-11-30,1.3142857142857152,1
ATL,2022-12-02,15.816768588137009,1
ATL,2022-12-05,0.0,0
ATL,2022-12-07,0.0,0
ATL,2022-12-09,23.32987487950646,1
ATL,2022-12-11,0.0,0
ATL,2022-12-12,0.0,0
ATL,2022-12-14,0.0,0
ATL,2022-12-16,13.989889506859475,1
ATL,2022-12-19,5.311820512820514,1
ATL,2022-12-21,0.0,0
ATL,2022-12-23,0.0,0
ATL,2022-12-27,32.069814943421406,2
ATL,2022-12-28,29.620399651393363,1
ATL,2022-12-30,0.0,0
ATL,2023-01-02,0.0,0
ATL,2023-01-04,0.0,0
ATL,2023-01-06,0.0,0
ATL,2023-01-08,0.0,0
ATL,2023-01-11,26.869385026737966,1
ATL,2023-01-13,0.0,0
ATL,2023-01-14,0.0,0
ATL,2023-01-16,0.0,0
ATL,2023-01-18,0.0,0
ATL,2023-01-20,0.0,0
ATL,2023-01-21,0.0,0
ATL,2023-01-23,12.31706598906599,1
ATL,2023-01-25,0.0,0
ATL,2023-01-28,0.0,0
ATL,2023-01-30,24.958693096377303,1
ATL,2023-02-01,0.0,0
ATL,2023-02-03,0.0,0
ATL,2023-02-04,26.13643776106934,1
ATL,2023-02-07,0.0,0
ATL,2023-02-09,0.0,0
ATL,2023-02-11,0.0,0
ATL,2023-02-13,0.0,0
ATL,2023-02-15,0.0,0
ATL,2023-02-24,0.0,0
ATL,2023-02-26,0.0,0
ATL,2023-02-28,0.0,0
ATL,2023-03-03,0.0,0
ATL,2023-03-04,0.0,0
ATL,2023-03-06,0.0,0
ATL,2023-03-08,0.0,0
ATL,2023-03-10,0.0,0
ATL,2023-03-11,12.578347826086958,1
ATL,2023-03-13,0.0,0
ATL,2023-03-17,5.294787449392713,1
ATL,2023-03-19,0.0,0
ATL,2023-03-21,13.563890043890042,1
ATL,2023-03-22,0.0,0
ATL,2023-03-25,13.93747400747401,1
ATL,2023-03-26,0.0,0
ATL,2023-03-28,0.0,0
ATL,2023-03-31,14.23921596921597,1
ATL,2023-04-02,0.0,0
ATL,2023-04-04,19.530333333333335,1
ATL,2023-04-05,0.0,0
ATL,2023-04-07,0.0,0
ATL,2023-04-09,53.563568435629406,3
ATL,2023-10-25,0.0,0
ATL,2023-10-27,0.0,0
ATL,2023-10-29,0.0,0
ATL,2023-10-30,0.0,0
ATL,2023-11-01,0.0,0
ATL,2023-11-04,0.0,0
ATL,2023-11-06,0.0,0
ATL,2023-11-09,0.0,0
ATL,2023-11-11,0.0,0
ATL,2023-11-14,0.0,0
ATL,2023-11-15,0.0,0
ATL,2023-11-17,0.0,0
ATL,2023-11-21,0.0,0
ATL,2023-11-22,0.0,0
ATL,2023-11-25,0.0,0
ATL,2023-11-26,15.595297491039428,1
ATL,2023-11-28,0.0,0
ATL,2023-11-30,0.0,0
ATL,2023-12-02,0.0,0
ATL,2023-12-06,0.0,0
ATL,2023-12-08,29.248900900900903,1
ATL,2023-12-11,16.205236985236986,1
ATL,2023-12-13,0.0,0
ATL,2023-12-15,0.0,0
ATL,2023-12-16,12.947816091954024,1
ATL,2023-12-18,0.0,0
ATL,2023-12-20,0.0,0
ATL,2023-12-22,17.63064769741077,1
ATL,2023-12-23,0.0,0
ATL,2023-12-26,0.0,0
ATL,2023-12-29,6.953216374269005,1
ATL,2023-12-31,12.636571544397631,1
ATL,2024-01-03,0.0,0
ATL,2024-01-05,0.0,0
ATL,2024-01-07,0.0,0
ATL,2024-01-10,16.511104117004425,3
ATL,2024-01-12,0.0,0
ATL,2024-01-13,0.0,0
ATL,2024-01-15,0.0,0
ATL,2024-01-17,0.0,0
ATL,2024-01-19,25.350895960832315,1
ATL,2024-01-20,0.0,0
ATL,2024-01-22,22.890918369268434,1
ATL,2024-01-24,0.0,0
ATL,2024-01-26,0.0,0
ATL,2024-01-28,0.0,0
ATL,2024-01-30,0.0,0
ATL,2024-02-02,17.333938667731772,1
ATL,2024-02-03,18.724275261324042,2
ATL,2024-02-05,12.713514285714288,1
ATL,2024-02-07,0.0,0
ATL,2024-02-09,0.3120000000000007,1
ATL,2024-02-10,3.116,1
ATL,2024-02-12,0.0,0
ATL,2024-02-14,18.09232026143791,1
ATL,2024-02-23,0.0,0
ATL,2024-02-25,20.833022453638556,1
ATL,2024-02-27,0.0,0
ATL,2024-02-29,0.0,0
ATL,2024-03-02,0.0,0
ATL,2024-03-05,0.0,0
ATL,2024-03-06,0.0,0
ATL,2024-03-08,17.823498606656504,1
ATL,2024-03-10,0.0,0
ATL,2024-03-13,14.115379874648166,1
ATL,2024-03-15,0.0,0
ATL,2024-03-17,0.0,0
ATL,2024-03-18,0.0,0
ATL,2024-03-21,16.270586466165415,1
ATL,2024-03-23,14.792966116271069,1
ATL,2024-03-25,0.0,0
ATL,2024-03-27,0.0,0
ATL,2024-03-28,0.0,0
ATL,2024-03-30,0.0,0
ATL,2024-04-01,0.0,0
ATL,2024-04-03,0.0,0
ATL,2024-04-04,0.0,0
ATL,2024-04-06,0.0,0
ATL,2024-04-09,0.0,0
ATL,2024-04-10,17.349057657657657,1
ATL,2024-04-12,0.0,0
ATL,2024-04-14,0.0,0
ATL,2024-10-23,6.911976023976024,1
ATL,2024-10-25,18.120253120751453,1
ATL,2024-10-27,14.745882172934264,1
ATL,2024-10-28,0.0,0
ATL,2024-10-30,13.557401905284257,2
ATL,2024-11-01,0.0,0
ATL,2024-11-03,11.435099454321424,1
ATL,2024-11-04,0.0,0
ATL,2024-11-06,0.0,0
ATL,2024-11-08,0.0,0
ATL,2024-11-09,0.0,0
ATL,2024-11-12,20.19232868268574,1
ATL,2024-11-15,0.0,0
ATL,2024-11-17,0.0,0
ATL,2024-11-18,4.438909090909091,1
ATL,2024-11-20,0.0,0
ATL,2024-11-22,0.0,0
ATL,2024-11-25,0.0,0
ATL,2024-11-27,0.0,0
ATL,2024-11-29,0.0,0
ATL,2024-11-30,12.130447523491002,1
ATL,2024-12-02,0.0,0
ATL,2024-12-04,0.0,0
ATL,2024-12-06,0.0,0
ATL,2024-12-08,0.0,0
ATL,2024-12-11,0.0,0
ATL,2024-12-14,0.0,0
ATL,2024-12-19,13.306685394145035,1
ATL,2024-12-21,23.601460317460315,1
ATL,2024-12-23,0.0,0
ATL,2024-12-26,0.0,0
ATL,2024-12-28,9.858353032683128,1
ATL,2024-12-29,0.0,0
ATL,2025-01-01,0.0,0
ATL,2025-01-03,0.0,0
ATL,2025-01-04,0.0,0
ATL,2025-01-07,0.0,0
ATL,2025-01-09,0.0,0
ATL,2025-01-14,0.0,0
ATL,2025-01-15,36.01976999573656,2
ATL,2025-01-18,0.0,0
ATL,2025-01-20,0.0,0
ATL,2025-01-22,0.0,0
ATL,2025-01-23,7.781538461538461,1
ATL,2025-01-25,30.717403711298445,2
ATL,2025-01-27,36.85368492733615,2
ATL,2025-01-28,7.722076485330975,1
ATL,2025-01-30,0.0,0
ATL,2025-02-01,0.0,0
ATL,2025-02-03,0.0,0
ATL,2025-02-05,0.0,0
ATL,2025-02-07,0.0,0
ATL,2025-02-08,0.0,0
ATL,2025-02-10,0.0,0
ATL,2025-02-12,17.011475107900857,2
ATL,2025-02-20,0.0,0
ATL,2025-02-23,0.0,0
ATL,2025-02-24,0.0,0
ATL,2025-02-26,0.0,0
ATL,2025-02-28,0.0,0
ATL,2025-03-03,13.969954751131219,1
ATL,2025-03-04,0.0,0
ATL,2025-03-06,0.0,0
ATL,2025-03-08,0.0,0
ATL,2025-03-10,18.726542145593868,1
ATL,2025-03-12,0.0,0
ATL,2025-03-14,0.0,0
ATL,2025-03-16,0.0,0
ATL,2025-03-18,0.0,0
ATL,2025-03-22,0.0,0
ATL,2025-03-23,0.0,0
ATL,2025-03-25,0.0,0
ATL,2025-03-27,0.0,0
ATL,2025-03-30,0.0,0
ATL,2025-04-01,0.0,0
ATL,2025-04-02,0.0,0
ATL,2025-04-05,0.0,0
ATL,2025-04-06,0.0,0
ATL,2025-04-08,0.0,0
ATL,2025-04-10,0.0,0
ATL,2025-04-11,0.0,0
ATL,2025-04-13,31.606789516789515,2
ATL,2025-10-22,0.0,0
ATL,2025-10-24,32.137434113939484,2
ATL,2025-10-25,12.757028024606972,1
ATL,2025-10-27,0.0,0
ATL,2025-10-29,0.0,0
ATL,2025-10-31,23.520000000000003,1
ATL,2025-11-02,1.8435064935064933,1
ATL,2025-11-04,0.0,0
ATL,2025-11-07,9.646845238095235,1
ATL,2025-11-08,17.21995680840898,1
ATL,2025-11-10,0.0,0
ATL,2025-11-12,0.0,0
ATL,2025-11-13,0.0,0
ATL,2025-11-16,0.0,0
ATL,2025-11-18,0.0,0
ATL,2025-11-20,0.0,0
ATL,2025-11-22,0.0,0
ATL,2025-11-23,0.0,0
ATL,2025-11-25,0.0,0
ATL,2025-11-28,18.961284490621818,1
ATL,2025-11-30,0.0,0
ATL,2025-12-01,0.0,0
ATL,2025-12-03,0.0,0
ATL,2025-12-05,0.0,0
ATL,2025-12-06,0.0,0
ATL,2025-12-12,0.0,0
ATL,2025-12-14,0.0,0
ATL,2025-12-18,0.0,0
ATL,2025-12-19,0.0,0
ATL,2025-12-21,0.0,0
ATL,2025-12-23,0.0,0
ATL,2025-12-26,0.0,0
ATL,2025-12-27,0.0,0
ATL,2025-12-29,28.532736058508554,1
ATL,2025-12-31,0.0,0
ATL,2026-01-02,0.0,0
ATL,2026-01-03,0.0,0
ATL,2026-01-05,0.0,0
ATL,2026-01-07,0.0,0
ATL,2026-01-09,0.0,0
ATL,2026-01-11,0.0,0
ATL,2026-01-13,0.0,0
ATL,2026-01-15,0.0,0
ATL,2026-01-17,0.0,0
ATL,2026-01-19,0.0,0
ATL,2026-01-21,0.0,0
ATL,2026-01-23,0.0,0
ATL,2026-01-26,0.0,0
ATL,2026-01-28,0.0,0
ATL,2026-01-29,0.0,0
ATL,2026-01-31,0.0,0
ATL,2026-02-03,0.0,0
ATL,2026-02-05,0.0,0
ATL,2026-02-07,0.0,0
ATL,2026-02-09,0.0,0
ATL,2026-02-11,0.0,0
ATL,2026-02-19,0.0,0
ATL,2026-02-20,0.0,0
ATL,2026-02-22,0.0,0
ATL,2026-02-24,0.0,0
ATL,2026-02-26,0.0,0
ATL,2026-03-01,0.0,0
ATL,2026-03-04,0.0,0
ATL,2026-03-07,0.0,0
ATL,2026-03-10,0.0,0
ATL,2026-03-12,0.0,0
ATL,2026-03-14,0.0,0
ATL,2026-03-16,0.0,0
ATL,2026-03-18,0.0,0
ATL,2026-03-20,0.0,0
ATL,2026-03-21,0.0,0
ATL,2026-03-23,0.0,0
ATL,2026-03-25,0.0,0
ATL,2026-03-27,0.0,0
ATL,2026-03-28,0.0,0
ATL,2026-03-30,0.0,0
ATL,2026-04-01,0.0,0
ATL,2026-04-03,0.0,0
ATL,2026-04-06,0.0,0
ATL,2026-04-08,0.0,0
ATL,2026-04-10,0.0,0
ATL,2026-04-12,0.0,0
BKN,2018-10-17,0.0,0
BKN,2018-10-19,0.0,0
BKN,2018-10-20,0.0,1
BKN,2018-10-24,6.438502673796791,1
BKN,2018-10-26,0.0,0
BKN,2018-10-28,0.0,0
BKN,2018-10-29,0.0,0
BKN,2018-10-31,0.0,0
BKN,2018-11-02,0.0,0
BKN,2018-11-04,0.0,0
BKN,2018-11-06,2.142857142857143,1
BKN,2018-11-09,0.0,0
BKN,2018-11-10,0.0,0
BKN,2018-11-12,0.0,0
BKN,2018-11-14,18.34795892261243,1
BKN,2018-11-16,0.0,0
BKN,2018-11-17,0.0,0
BKN,2018-11-20,0.0,0
BKN,2018-11-21,0.0,0
BKN,2018-11-23,0.0,0
BKN,2018-11-25,0.0,0
BKN,2018-11-28,0.0,0
BKN,2018-11-30,12.847899159663866,1
BKN,2018-12-01,0.0,0
BKN,2018-12-03,0.0,0
BKN,2018-12-05,0.0,0
BKN,2018-12-07,0.0,0
BKN,2018-12-08,0.0,0
BKN,2018-12-12,0.0,0
BKN,2018-12-14,13.70625389025389,1
BKN,2018-12-16,0.0,0
BKN,2018-12-18,0.0,0
BKN,2018-12-19,0.0,0
BKN,2018-12-21,0.0,0
BKN,2018-12-23,0.0,0
BKN,2018-12-26,0.0,0
BKN,2018-12-28,0.0,0
BKN,2018-12-29,0.0,0
BKN,2019-01-02,0.0,0
BKN,2019-01-04,0.0,0
BKN,2019-01-06,0.0,0
BKN,2019-01-07,16.934201609996396,1
BKN,2019-01-09,0.0,0
BKN,2019-01-11,4.346666666666666,1
BKN,2019-01-14,0.0,0
BKN,2019-01-16,0.0,0
BKN,2019-01-18,0.0,0
BKN,2019-01-21,0.0,0
BKN,2019-01-23,0.0,0
BKN,2019-01-25,0.0,0
BKN,2019-01-28,0.0,0
BKN,2019-01-29,0.0,0
BKN,2019-01-31,0.0,0
BKN,2019-02-02,0.0,0
BKN,2019-02-04,0.0,0
BKN,2019-02-06,0.0,0
BKN,2019-02-08,0.0,0
BKN,2019-02-11,0.0,0
BKN,2019-02-13,0.0,0
BKN,2019-02-21,0.0,0
BKN,2019-02-23,0.0,0
BKN,2019-02-25,0.0,0
BKN,2019-02-27,0.0,0
BKN,2019-03-01,0.0,0
BKN,2019-03-02,0.0,0
BKN,2019-03-04,4.7596783625731,1
BKN,2019-03-06,0.0,0
BKN,2019-03-09,0.0,0
BKN,2019-03-11,0.0,0
BKN,2019-03-13,13.13101792943898,1
BKN,2019-03-16,7.519253538066132,1
BKN,2019-03-17,0.0,0
BKN,2019-03-19,0.0,0
BKN,2019-03-22,0.0,0
BKN,2019-03-25,0.0,0
BKN,2019-03-28,0.0,0
BKN,2019-03-30,0.0,0
BKN,2019-04-01,0.0,0
BKN,2019-04-03,0.0,0
BKN,2019-04-06,0.0,0
BKN,2019-04-07,0.0,0
BKN,2019-04-10,25.178241703102273,2
BKN,2019-10-23,0.0,0
BKN,2019-10-25,0.0,0
BKN,2019-10-27,0.0,0
BKN,2019-10-30,0.0,0
BKN,2019-11-01,0.0,0
BKN,2019-11-02,0.0,0
BKN,2019-11-04,0.0,0
BKN,2019-11-08,7.458333333333333,1
BKN,2019-11-10,0.0,0
BKN,2019-11-12,16.54351466636811,1
BKN,2019-11-14,0.0,0
BKN,2019-11-16,26.338514098514093,1
BKN,2019-11-18,0.0,0
BKN,2019-11-20,0.0,0
BKN,2019-11-22,0.0,0
BKN,2019-11-24,0.0,0
BKN,2019-11-25,6.473414304993252,1
BKN,2019-11-27,0.0,0
BKN,2019-11-29,0.0,0
BKN,2019-12-01,0.0,0
BKN,2019-12-04,0.0,0
BKN,2019-12-06,0.0,0
BKN,2019-12-08,0.0,0
BKN,2019-12-11,0.0,0
BKN,2019-12-14,0.0,0
BKN,2019-12-15,0.0,0
BKN,2019-12-17,0.0,0
BKN,2019-12-19,0.0,0
BKN,2019-12-21,0.0,0
BKN,2019-12-26,0.0,0
BKN,2019-12-28,0.0,0
BKN,2019-12-30,0.0,0
BKN,2020-01-02,9.599028442146091,1
BKN,2020-01-04,0.0,0
BKN,2020-01-06,0.0,0
BKN,2020-01-07,0.0,0
BKN,2020-01-10,16.347055319030382,2
BKN,2020-01-12,0.0,0
BKN,2020-01-14,15.986322082164492,2
BKN,2020-01-15,0.0,0
BKN,2020-01-18,20.49681020884031,2
BKN,2020-01-20,28.807268847795168,2
BKN,2020-01-23,3.4261808367071525,1
BKN,2020-01-25,0.0,0
BKN,2020-01-26,0.0,0
BKN,2020-01-29,0.0,0
BKN,2020-01-31,0.0,0
BKN,2020-02-01,0.0,0
BKN,2020-02-03,30.913536168132943,1
BKN,2020-02-05,0.0,0
BKN,2020-02-08,0.0,0
BKN,2020-02-10,0.0,0
BKN,2020-02-12,0.0,0
BKN,2020-02-20,0.0,0
BKN,2020-02-22,0.0,0
BKN,2020-02-24,0.0,0
BKN,2020-02-26,0.0,0
BKN,2020-02-28,0.0,0
BKN,2020-02-29,0.0,0
BKN,2020-03-03,0.0,0
BKN,2020-03-04,12.91690113807761,1
BKN,2020-03-06,0.0,0
BKN,2020-03-08,0.0,0
