alpha,thresh_mult,direction,n_total,n_adjusted,mae,rmse,bias,coverage_50,coverage_80,coverage_90,z_err_sd,fantasypros_n,fantasypros_model_mae,fantasypros_consensus_mae,fantasypros_h2h_wins,hash_n,hash_model_mae,hash_consensus_mae,hash_h2h_wins,razzball_n,razzball_model_mae,razzball_consensus_mae,razzball_h2h_wins
0.2,1.5,over_projection_only,199,13,1.9994522954228215,2.6643249206182813,0.17234681223429016,0.48743718592964824,0.7437185929648241,0.8190954773869347,1.256307433054712,182,1.6071966522342604,1.905871967339483,101,89,2.1181535027724188,2.041939537738436,41,114,1.8853793403764136,2.0775412759164693,61
0.25,1.5,over_projection_only,199,13,2.0118332807625996,2.6828725368235347,0.19150526642550725,0.48743718592964824,0.7437185929648241,0.8190954773869347,1.2814920383612027,182,1.6190711769860662,1.905871967339483,100,89,2.1317856122508445,2.041939537738436,41,114,1.8985200546774346,2.0775412759164693,61
0.3,1.5,over_projection_only,199,13,2.0246975895569106,2.703585222377704,0.2106637206167244,0.47738693467336685,0.7386934673366834,0.8140703517587939,1.3107802523247258,182,1.631454102344796,1.905871967339483,99,89,2.146457372408599,2.041939537738436,41,114,1.9124724260877561,2.0775412759164693,60
0.35,1.5,over_projection_only,199,13,2.0375618983512216,2.7264136333430895,0.22982217480794137,0.47738693467336685,0.7386934673366834,0.8090452261306532,1.3439776709931088,182,1.643837027703526,1.905871967339483,98,89,2.161129132566353,2.041939537738436,41,114,1.9264247974980777,2.0775412759164693,60
0.4,1.5,over_projection_only,199,13,2.0504262071455326,2.7513051057819533,0.24898062899915838,0.4723618090452261,0.7336683417085427,0.8090452261306532,1.3804501038491255,182,1.6562199530622561,1.905871967339483,98,89,2.1758008927241077,2.041939537738436,41,114,1.9403771689083997,2.0775412759164693,60
0.45,1.5,over_projection_only,199,13,2.063584945495943,2.7782041879112196,0.2681390831903753,0.46733668341708545,0.7336683417085427,0.8040201005025126,1.4190401946326432,182,1.6689319019933364,1.905871967339483,98,89,2.191145487602849,2.041939537738436,41,114,1.954854823565807,2.0775412759164693,60
0.5,1.5,over_projection_only,199,13,2.0789050913591907,2.8070531655021873,0.28729753738159247,0.46733668341708545,0.7286432160804021,0.8040201005025126,1.4580758234728108,182,1.6840592131271837,1.905871967339483,98,89,2.211429362491741,2.041939537738436,41,114,1.9731885827925435,2.0775412759164693,60
0.55,1.5,over_projection_only,199,13,2.094225237222438,2.837792571310855,0.3064559915728096,0.4723618090452261,0.7286432160804021,0.8040201005025126,1.4955139633400636,182,1.6991865242610302,1.905871967339483,98,89,2.2317132373806334,2.041939537738436,40,114,1.99152234201928,2.0775412759164693,60
0.6,1.5,over_projection_only,199,13,2.109545383085685,2.870361670804066,0.32561444576402643,0.4723618090452261,0.7185929648241206,0.7989949748743719,1.5292222462188982,182,1.7143138353948775,1.905871967339483,97,89,2.2519971122695264,2.041939537738436,40,114,2.0098561012460165,2.0775412759164693,59
0.65,1.5,over_projection_only,199,13,2.1248655289489324,2.9046989180047498,0.3447728999552436,0.46733668341708545,0.7185929648241206,0.7939698492462312,1.5573371509226042,182,1.7294411465287245,1.905871967339483,98,89,2.272280987158419,2.041939537738436,40,114,2.028189860472753,2.0775412759164693,59
0.7,1.5,over_projection_only,199,13,2.1401856748121797,2.9407423768323584,0.3639313541464606,0.46733668341708545,0.7185929648241206,0.7889447236180904,1.57858782759659,182,1.7445684576625715,1.905871967339483,98,89,2.2925648620473114,2.041939537738436,38,114,2.046523619699489,2.0775412759164693,59
0.75,1.5,over_projection_only,199,13,2.1555058206754274,2.9784301047934814,0.3830898083376776,0.46733668341708545,0.7185929648241206,0.7889447236180904,1.5924761794496165,182,1.7596957687964183,1.905871967339483,96,89,2.312848736936204,2.041939537738436,38,114,2.0648573789262255,2.0775412759164693,58
0.8,1.5,over_projection_only,199,13,2.170825966538674,3.0177004972305332,0.4022482625288948,0.46733668341708545,0.7185929648241206,0.7889447236180904,1.599263122612856,182,1.7748230799302653,1.905871967339483,96,89,2.333132611825096,2.041939537738436,38,114,2.0831911381529618,2.0775412759164693,58
0.85,1.5,over_projection_only,199,13,2.1869233469357514,3.058492591528303,0.4214067167201118,0.46733668341708545,0.7185929648241206,0.7889447236180904,1.5997922587342266,182,1.789950391064112,1.905871967339483,96,89,2.3534164867139884,2.041939537738436,38,114,2.101524897379698,2.0775412759164693,58
0.9,1.5,over_projection_only,199,13,2.2038875450148288,3.100746331689266,0.44056517091132885,0.46733668341708545,0.7135678391959799,0.7939698492462312,1.5952364838695394,182,1.8050777021979594,1.905871967339483,96,89,2.373700361602881,2.041939537738436,38,114,2.1198586566064344,2.0775412759164693,58
0.95,1.5,over_projection_only,199,13,2.2208517430939057,3.1444027945125255,0.4597236251025458,0.46733668341708545,0.7185929648241206,0.7939698492462312,1.5868564980059208,182,1.820205013331806,1.905871967339483,96,89,2.3939842364917734,2.041939537738436,38,114,2.138192415833171,2.0775412759164693,58
0.05,2.0,over_projection_only,199,12,1.980630037362961,2.622926948618699,0.1140494235527243,0.48743718592964824,0.7537688442211056,0.8291457286432161,1.2033333612878319,182,1.5885718522313614,1.905871967339483,102,89,2.1028857920984785,2.041939537738436,41,114,1.8659655043221135,2.0775412759164693,59
0.1,2.0,over_projection_only,199,12,1.9852158465532077,2.635487477122555,0.13238585163602637,0.4824120603015075,0.7537688442211056,0.8291457286432161,1.2177239121322012,182,1.5924300673430134,1.905871967339483,101,89,2.1067162854783406,2.041939537738436,41,114,1.871454079739168,2.0775412759164693,59
0.15,2.0,over_projection_only,199,12,1.9923261859603947,2.6502762132723534,0.15072227971932856,0.4824120603015075,0.7487437185929648,0.8241206030150754,1.2353788946548852,182,1.5982686072363816,1.905871967339483,100,89,2.110546778858202,2.041939537738436,41,114,1.8769426551562223,2.0775412759164693,60
0.2,2.0,over_projection_only,199,12,2.0027403998544813,2.6672560940960466,0.16905870780263063,0.48743718592964824,0.7437185929648241,0.8190954773869347,1.2567189805136638,182,1.6071966522342604,1.905871967339483,101,89,2.1181535027724188,2.041939537738436,41,114,1.8853793403764136,2.0775412759164693,61
0.25,2.0,over_projection_only,199,12,2.0159434113021737,2.6863855711039646,0.1873951358859329,0.48743718592964824,0.7437185929648241,0.8190954773869347,1.2820662275508232,182,1.6190711769860662,1.905871967339483,100,89,2.1317856122508445,2.041939537738436,41,114,1.8985200546774346,2.0775412759164693,61
0.3,2.0,over_projection_only,199,12,2.0296297462044,2.7076190836353757,0.20573156396923514,0.47738693467336685,0.7386934673366834,0.8140703517587939,1.3115452656140723,182,1.631454102344796,1.905871967339483,99,89,2.146457372408599,2.041939537738436,41,114,1.9124724260877561,2.0775412759164693,60
0.35,2.0,over_projection_only,199,12,2.0433160811066258,2.7309075538701757,0.22406799205253722,0.47738693467336685,0.7386934673366834,0.8090452261306532,1.3449616464027432,182,1.643837027703526,1.905871967339483,98,89,2.161129132566353,2.041939537738436,41,114,1.9264247974980777,2.0775412759164693,60
0.4,2.0,over_projection_only,199,12,2.057002416008852,2.7561988922775016,0.24240442013583938,0.4723618090452261,0.7336683417085427,0.8090452261306532,1.381678827061258,182,1.6562199530622561,1.905871967339483,98,89,2.1758008927241077,2.041939537738436,41,114,1.9403771689083997,2.0775412759164693,60
0.45,2.0,over_projection_only,199,12,2.070983180467177,2.7834385030185396,0.26074084821914145,0.46733668341708545,0.7336683417085427,0.8040201005025126,1.4205342256582587,182,1.6689319019933364,1.905871967339483,98,89,2.191145487602849,2.041939537738436,41,114,1.954854823565807,2.0775412759164693,60
0.5,2.0,over_projection_only,199,12,2.0871253524383397,2.812569779875384,0.27907727630244367,0.46733668341708545,0.7286432160804021,0.8040201005025126,1.459847439743894,182,1.6840592131271837,1.905871967339483,98,89,2.211429362491741,2.041939537738436,41,114,1.9731885827925435,2.0775412759164693,60
0.55,2.0,over_projection_only,199,12,2.1032675244095014,2.8435345845511133,0.29741370438574594,0.46733668341708545,0.7286432160804021,0.8040201005025126,1.4975645642978799,182,1.6991865242610302,1.905871967339483,98,89,2.2317132373806334,2.041939537738436,40,114,1.99152234201928,2.0775412759164693,60
0.6,2.0,over_projection_only,199,12,2.119409696380664,2.8762737005883316,0.3157501324690479,0.46733668341708545,0.7185929648241206,0.7989949748743719,1.531540992618846,182,1.7143138353948775,1.905871967339483,97,89,2.2519971122695264,2.041939537738436,40,114,2.0098561012460165,2.0775412759164693,59
0.65,2.0,over_projection_only,199,12,2.135551868351826,2.9107272576010517,0.3340865605523502,0.4623115577889447,0.7185929648241206,0.7939698492462312,1.559901435361244,182,1.7294411465287245,1.905871967339483,98,89,2.272280987158419,2.041939537738436,40,114,2.028189860472753,2.0775412759164693,59
0.7,2.0,over_projection_only,199,12,2.151694040322988,2.94683512193594,0.3524229886356523,0.4623115577889447,0.7185929648241206,0.7889447236180904,1.5813656508519114,182,1.7445684576625715,1.905871967339483,98,89,2.2925648620473114,2.041939537738436,38,114,2.046523619699489,2.0775412759164693,59
0.75,2.0,over_projection_only,199,12,2.1678362122941506,2.9845372512160897,0.3707594167189544,0.4623115577889447,0.7185929648241206,0.7889447236180904,1.5954298562765363,182,1.7596957687964183,1.905871967339483,96,89,2.312848736936204,2.041939537738436,38,114,2.0648573789262255,2.0775412759164693,58
0.8,2.0,over_projection_only,199,12,2.183978384265312,3.023774011431013,0.38909584480225673,0.4623115577889447,0.7185929648241206,0.7889447236180904,1.6023533309255502,182,1.7748230799302653,1.905871967339483,96,89,2.333132611825096,2.041939537738436,38,114,2.0831911381529618,2.0775412759164693,58
0.85,2.0,over_projection_only,199,12,2.2001205562364747,3.0644864562928857,0.4074322728855589,0.4623115577889447,0.7185929648241206,0.7889447236180904,1.602981497549561,182,1.789950391064112,1.905871967339483,96,89,2.3534164867139884,2.041939537738436,38,114,2.101524897379698,2.0775412759164693,58
0.9,2.0,over_projection_only,199,12,2.216262728207637,3.106616569467059,0.425768700968861,0.4623115577889447,0.7135678391959799,0.7939698492462312,1.5984914101194867,182,1.8050777021979594,1.905871967339483,96,89,2.373700361602881,2.041939537738436,38,114,2.1198586566064344,2.0775412759164693,58
0.95,2.0,over_projection_only,199,12,2.232404900178799,3.150107471001561,0.4441051290521631,0.4623115577889447,0.7185929648241206,0.7939698492462312,1.5901490774602596,182,1.820205013331806,1.905871967339483,96,89,2.3939842364917734,2.041939537738436,38,114,2.138192415833171,2.0775412759164693,58
0.05,2.5,over_projection_only,199,9,1.980364990423885,2.6236476327309988,0.11084641889045682,0.48743718592964824,0.7537688442211056,0.8291457286432161,1.200781614849207,182,1.5887182267345716,1.905871967339483,102,89,2.1028857920984785,2.041939537738436,41,114,1.8659655043221135,2.0775412759164693,59
0.1,2.5,over_projection_only,199,9,1.983942051064004,2.636663405384564,0.12597984231149154,0.4824120603015075,0.7537688442211056,0.8291457286432161,1.2122569457788928,182,1.592200468692023,1.905871967339483,101,89,2.1067162854783406,2.041939537738436,41,114,1.871454079739168,2.0775412759164693,59
0.15,2.5,over_projection_only,199,9,1.9900436419210634,2.6516447068707887,0.14111326573252636,0.4824120603015075,0.7487437185929648,0.8241206030150754,1.2266257164570389,182,1.597663035431191,1.905871967339483,101,89,2.110546778858202,2.041939537738436,41,114,1.8769426551562223,2.0775412759164693,60
0.2,2.5,over_projection_only,199,9,1.9994491072650225,2.668558433926491,0.156246689153561,0.48743718592964824,0.7437185929648241,0.8190954773869347,1.2443276432121027,182,1.606215107274869,1.905871967339483,102,89,2.1181535027724188,2.041939537738436,41,114,1.8853793403764136,2.0775412759164693,61
0.25,2.5,over_projection_only,199,9,2.011643370162588,2.68736809996456,0.1713801125745958,0.48743718592964824,0.7437185929648241,0.8190954773869347,1.2657425793961192,182,1.617713658872474,1.905871967339483,101,89,2.1317856122508445,2.041939537738436,41,114,1.8985200546774346,2.0775412759164693,61
0.3,2.5,over_projection_only,199,9,2.0243209565146865,2.7080341984097323,0.18651353599563064,0.4824120603015075,0.7386934673366834,0.8140703517587939,1.291103330940286,182,1.6297206110770033,1.905871967339483,100,89,2.146457372408599,2.041939537738436,41,114,1.9124724260877561,2.0775412759164693,60
0.35,2.5,over_projection_only,199,9,2.036998542866785,2.730514577955727,0.20164695941666527,0.4824120603015075,0.7386934673366834,0.8090452261306532,1.320380714159701,182,1.6417275632815325,1.905871967339483,99,89,2.161129132566353,2.041939537738436,41,114,1.9264247974980777,2.0775412759164693,60
0.4,2.5,over_projection_only,199,9,2.049676129218884,2.754764822398354,0.21678038283770001,0.47738693467336685,0.7336683417085427,0.8090452261306532,1.3531563638905852,182,1.653734515486062,1.905871967339483,99,89,2.1758008927241077,2.041939537738436,41,114,1.9403771689083997,2.0775412759164693,60
0.45,2.5,over_projection_only,199,9,2.0626481451270813,2.7807386282498245,0.2319138062587347,0.4723618090452261,0.7336683417085427,0.8040201005025126,1.3885183221169266,182,1.6660704912629423,1.905871967339483,99,89,2.191145487602849,2.041939537738436,41,114,1.954854823565807,2.0775412759164693,60
0.5,2.5,over_projection_only,199,9,2.0777815685481165,2.808388174056533,0.24704722967976955,0.4723618090452261,0.7336683417085427,0.8040201005025126,1.4250316010246964,182,1.6808218292425887,1.905871967339483,99,89,2.211429362491741,2.041939537738436,41,114,1.9731885827925435,2.0775412759164693,60
0.55,2.5,over_projection_only,199,9,2.092914991969151,2.837664476174561,0.26218065310080435,0.4723618090452261,0.7336683417085427,0.8040201005025126,1.4608350928965317,182,1.6955731672222347,1.905871967339483,99,89,2.2317132373806334,2.041939537738436,40,114,1.99152234201928,2.0775412759164693,60
0.6,2.5,over_projection_only,199,9,2.1080484153901855,2.8685177266539763,0.2773140765218391,0.4723618090452261,0.7236180904522613,0.8040201005025126,1.4938827791440343,182,1.710324505201881,1.905871967339483,98,89,2.2519971122695264,2.041939537738436,40,114,2.0098561012460165,2.0775412759164693,59
0.65,2.5,over_projection_only,199,9,2.1231818388112207,2.9008976097986867,0.2924474999428739,0.46733668341708545,0.7236180904522613,0.7989949748743719,1.5222848540810452,182,1.7250758431815274,1.905871967339483,98,89,2.272280987158419,2.041939537738436,40,114,2.028189860472753,2.0775412759164693,59
0.7,2.5,over_projection_only,199,9,2.1383152622322554,2.934753594863794,0.3075809233639085,0.46733668341708545,0.7236180904522613,0.7939698492462312,1.5446451878603016,182,1.7398271811611739,1.905871967339483,98,89,2.2925648620473114,2.041939537738436,38,114,2.046523619699489,2.0775412759164693,59
0.75,2.5,over_projection_only,199,9,2.15344868565329,2.9700352031952044,0.32271434678494326,0.46733668341708545,0.7236180904522613,0.7939698492462312,1.5602786192486375,182,1.7545785191408203,1.905871967339483,96,89,2.312848736936204,2.041939537738436,38,114,2.0648573789262255,2.0775412759164693,58
0.8,2.5,over_projection_only,199,9,2.168582109074325,3.0066922488831787,0.33784777020597806,0.46733668341708545,0.7236180904522613,0.7939698492462312,1.5692412573914831,182,1.7693298571204665,1.905871967339483,96,89,2.333132611825096,2.041939537738436,38,114,2.0831911381529618,2.0775412759164693,58
0.85,2.5,over_projection_only,199,9,2.1837155324953597,3.0446750526767516,0.35298119362701275,0.46733668341708545,0.7236180904522613,0.7939698492462312,1.5721893848888824,182,1.7840811951001125,1.905871967339483,96,89,2.3534164867139884,2.041939537738436,38,114,2.101524897379698,2.0775412759164693,58
0.9,2.5,over_projection_only,199,9,2.1988489559163944,3.0839346294811065,0.36811461704804754,0.46733668341708545,0.7185929648241206,0.7939698492462312,1.5701453686350093,182,1.798832533079759,1.905871967339483,96,89,2.373700361602881,2.041939537738436,38,114,2.1198586566064344,2.0775412759164693,58
0.95,2.5,over_projection_only,199,9,2.213982379337429,3.124422850232654,0.3832480404690823,0.46733668341708545,0.7185929648241206,0.7939698492462312,1.564260942542981,182,1.8135838710594054,1.905871967339483,96,89,2.3939842364917734,2.041939537738436,38,114,2.138192415833171,2.0775412759164693,58
0.05,3.0,over_projection_only,199,6,1.9840886867871739,2.6253863004440876,0.10712272252716795,0.48743718592964824,0.7537688442211056,0.8291457286432161,1.2013522726929005,182,1.5927411689167248,1.905871967339483,101,89,2.111112482852994,2.041939537738436,41,114,1.8723880962269543,2.0775412759164693,59
0.1,3.0,over_projection_only,199,6,1.9913894437905817,2.6397726906419523,0.11853244958491385,0.4824120603015075,0.7537688442211056,0.8291457286432161,1.2133711223600772,182,1.6002463530563291,1.905871967339483,100,89,2.123169666987371,2.041939537738436,41,114,1.88429926354885,2.0775412759164693,59
0.15,3.0,over_projection_only,199,6,2.00121473101093,2.6557594975631895,0.12994217664265978,0.4824120603015075,0.7487437185929648,0.8241206030150754,1.2282303666684433,182,1.6097318619776502,1.905871967339483,99,89,2.1352268511217485,2.041939537738436,41,114,1.8962104308707455,2.0775412759164693,59
0.2,3.0,over_projection_only,199,6,2.0126244580686756,2.6733180092300257,0.14135190370040562,0.4824120603015075,0.7437185929648241,0.8190954773869347,1.2463364678383653,182,1.620460257775143,1.905871967339483,99,89,2.147284035256125,2.041939537738436,41,114,1.9081215981926407,2.0775412759164693,59
0.25,3.0,over_projection_only,199,6,2.024034185126422,2.6924174763562516,0.15276163075815152,0.4824120603015075,0.7437185929648241,0.8190954773869347,1.268028819532765,182,1.6311886535726368,1.905871967339483,98,89,2.159341219390502,2.041939537738436,40,114,1.9200327655145362,2.0775412759164693,59
0.3,3.0,over_projection_only,199,6,2.0354439121841676,2.713025354552002,0.16417135781589753,0.47738693467336685,0.7386934673366834,0.8140703517587939,1.2934942198510704,182,1.6419170493701296,1.905871967339483,98,89,2.1713984035248797,2.041939537738436,40,114,1.9319439328364316,2.0775412759164693,59
0.35,3.0,over_projection_only,199,6,2.0468536392419137,2.7351075483121203,0.17558108487364338,0.47738693467336685,0.7386934673366834,0.8090452261306532,1.3226557839371207,182,1.652645445167623,1.905871967339483,98,89,2.1834555876592567,2.041939537738436,40,114,1.9438551001583269,2.0775412759164693,59
0.4,3.0,over_projection_only,199,6,2.0582633662996597,2.7586286531833775,0.18699081193138928,0.47738693467336685,0.7336683417085427,0.8090452261306532,1.3550522076783351,182,1.663373840965116,1.905871967339483,98,89,2.1955127717936334,2.041939537738436,40,114,1.9557662674802223,2.0775412759164693,59
0.45,3.0,over_projection_only,199,6,2.0696730933574052,2.783552192870326,0.19840053898913507,0.47738693467336685,0.7336683417085427,0.8040201005025126,1.3897420636727842,182,1.674102236762609,1.905871967339483,98,89,2.2075699559280104,2.041939537738436,40,114,1.9676774348021173,2.0775412759164693,59
0.5,3.0,over_projection_only,199,6,2.0810828204151517,2.8098408484539728,0.20981026604688108,0.47738693467336685,0.7336683417085427,0.8040201005025126,1.4252837498481243,182,1.6848306325601026,1.905871967339483,98,89,2.2196271400623875,2.041939537738436,40,114,1.979588602124013,2.0775412759164693,59
0.55,3.0,over_projection_only,199,6,2.0924925474728973,2.837456677340881,0.22121999310462703,0.47738693467336685,0.7336683417085427,0.8040201005025126,1.4598395754687186,182,1.6955590283575954,1.905871967339483,98,89,2.2316843241967645,2.041939537738436,40,114,1.9914997694459087,2.0775412759164693,59
0.6,3.0,over_projection_only,199,6,2.103902274530643,2.8663613200136933,0.23262972016237288,0.47738693467336685,0.7336683417085427,0.8040201005025126,1.4914185068115646,182,1.7062874241550887,1.905871967339483,97,89,2.2437415083311416,2.041939537738436,40,114,2.003410936767804,2.0775412759164693,58
0.65,3.0,over_projection_only,199,6,2.1153120015883893,2.8965161931004975,0.24403944722011883,0.47738693467336685,0.7336683417085427,0.8040201005025126,1.5182109680188502,182,1.717015819952582,1.905871967339483,97,89,2.255798692465519,2.041939537738436,40,114,2.0153221040896994,2.0775412759164693,58
0.7,3.0,over_projection_only,199,6,2.1267217286461353,2.9278826677062435,0.2554491742778647,0.47738693467336685,0.7336683417085427,0.8040201005025126,1.5389129868914178,182,1.7277442157500753,1.905871967339483,97,89,2.267855876599896,2.041939537738436,39,114,2.0272332714115944,2.0775412759164693,58
0.75,3.0,over_projection_only,199,6,2.138131455703881,2.960422232343612,0.2668589013356106,0.47738693467336685,0.7336683417085427,0.8040201005025126,1.5529274421359036,182,1.7384726115475684,1.905871967339483,96,89,2.2799130607342732,2.041939537738436,39,114,2.0391444387334903,2.0775412759164693,58
0.8,3.0,over_projection_only,199,6,2.149541182761627,2.9940966401558433,0.2782686283933565,0.47738693467336685,0.7336683417085427,0.8040201005025126,1.560381132757893,182,1.7492010073450617,1.905871967339483,96,89,2.2919702448686503,2.041939537738436,39,114,2.0510556060553857,2.0775412759164693,58
0.85,3.0,over_projection_only,199,6,2.1609509098193724,3.028868040435099,0.2896783554511024,0.47738693467336685,0.7336683417085427,0.8040201005025126,1.561976954093856,182,1.7599294031425545,1.905871967339483,96,89,2.304027429003027,2.041939537738436,39,114,2.0629667733772807,2.0775412759164693,58
0.9,3.0,over_projection_only,199,6,2.172360636877119,3.064699094704777,0.3010880825088483,0.47738693467336685,0.7336683417085427,0.8040201005025126,1.5587598630283621,182,1.7706577989400478,1.905871967339483,96,89,2.316084613137404,2.041939537738436,39,114,2.0748779406991766,2.0775412759164693,58
