name,nba_api_id,reconstructed_pts_per36_no_ft,actual_pts_per36,err
E'Twaun Moore,202734,16.23951988037246,15.293617021276596,0.9459028590958631
Isaiah Thomas,202738,17.234917091850065,19.157733537519142,-1.9228164456690777
Brad Wanamaker,202954,12.76031576382362,11.886297376093294,0.8740183877303256
Anthony Davis,203076,18.484694608757653,26.059945504087196,-7.5752508953295425
Bradley Beal,203078,20.42288900808599,28.097921225382933,-7.675032217296945
Damian Lillard,203081,22.36889047838156,28.96392137347599,-6.595030895094432
Terrence Ross,203082,14.705334980578375,17.26371799135351,-2.5583830107751346
Andre Drummond,203083,14.98056671637964,17.807024029574862,-2.826457313195222
Harrison Barnes,203084,12.943874977058773,16.378279438682124,-3.434404461623352
Austin Rivers,203085,10.44114215004287,11.224473257698541,-0.7833311076556715
Meyers Leonard,203086,12.43544075746245,11.034716342082982,1.400724415379468
Jeremy Lamb,203087,14.382135889637162,16.243315508021393,-1.8611796183842308
John Henson,203089,12.586609182692797,13.194029850746269,-0.6074206680534715
Maurice Harkless,203090,9.70385000353932,9.038247793396534,0.6656022101427848
Evan Fournier,203095,16.55030210672575,18.882754140954855,-2.3324520342291066
Tomas Satoransky,203107,10.433371371063423,11.3291015625,-0.8957301914365772
Jae Crowder,203109,12.405041056464547,12.764317945157932,-0.35927688869338503
Draymond Green,203110,9.411899393919631,9.239964840316437,0.17193455360319376
Khris Middleton,203114,17.965137070586618,22.953567383918458,-4.98843031333184
Will Barton,203115,15.278281583927544,15.638832707310025,-0.3605511233824803
Mike Scott,203118,12.424142118251519,10.87883211678832,1.5453100014631982
Kent Bazemore,203145,12.170204774577673,12.208520179372197,-0.038315404794524
Justin Holiday,203200,12.652897959816844,12.308647450110865,0.34425050970597937
JaMychal Green,203210,13.81018745815745,14.194476676723138,-0.3842892185656872
Aron Baynes,203382,13.478240222366594,15.12526096033403,-1.647020737967436
Nerlens Noel,203457,7.314771120696617,9.38353765323993,-2.0687665325433136
Alex Len,203458,11.90114506370939,15.003293084522504,-3.1021480208131145
Allen Crabbe,203459,14.022176738402852,9.46788990825688,4.554286830145971
Ben McLemore,203463,16.05471308720687,16.772298006295905,-0.7175849190890347
CJ McCollum,203468,19.626260493685926,22.43117115105504,-2.8049106573691134
Cody Zeller,203469,13.425607197730642,16.40958904109589,-2.9839818433652496
Dennis Schröder,203471,14.267698346262312,17.90277777777778,-3.635079431515466
Dewayne Dedmon,203473,12.260031899228313,14.382566585956416,-2.1225346867281036
Gorgui Dieng,203476,11.942720194605846,15.023859355378818,-3.081139160772972
Kelly Olynyk,203482,13.787223713199312,16.241413804601535,-2.454190091402223
Kentavious Caldwell-Pope,203484,11.923387757539569,13.490327203248148,-1.566939445708579
Mason Plumlee,203486,10.841348986012711,13.248630887185103,-2.407281901172391
Michael Carter-Williams,203487,13.54360829361083,13.164979154258486,0.3786291393523449
Mike Muscala,203488,14.611937186684388,16.86439448875997,-2.252457302075582
Otto Porter Jr.,203490,13.207051841543112,14.495961227786752,-1.28890938624364
Reggie Bullock Jr.,203493,10.331728468750262,10.883963494132985,-0.5522350253827231
Robert Covington,203496,12.161060713618792,11.954314720812183,0.20674599280660821
Rudy Gobert,203497,11.704931007988268,16.420261809903245,-4.715330801914977
Steven Adams,203500,9.948701985597992,11.281907433380084,-1.3332054477820918
Tim Hardaway Jr.,203501,16.265411011228526,18.797483603265963,-2.532072592037437
Tony Snell,203503,9.237017368323169,9.465472406818838,-0.22845503849566917
Trey Burke,203504,15.13638617793426,16.621276595744682,-1.4848904178104227
Victor Oladipo,203506,16.86345918488444,18.3991683991684,-1.5357092142839583
Giannis Antetokounmpo,203507,22.16282661022633,33.24672141193774,-11.083894801711413
James Ennis III,203516,12.137689038132002,12.920676202860859,-0.7829871647288567
Matthew Dellavedova,203521,12.352860841090186,7.428571428571428,4.924289412518758
Solomon Hill,203524,10.875968676673448,8.51076249543962,2.3652061812338285
Raul Neto,203526,11.642444922936804,13.835616438356166,-2.193171515419362
Seth Curry,203552,13.663556627657794,16.60314072267114,-2.9395840950133447
Troy Daniels,203584,15.564614940651895,13.508442776735459,2.056172163916436
Rodney McGruder,203585,11.926483114307036,11.287483981204614,0.6389991331024216
Thanasis Antetokounmpo,203648,11.553315693826233,11.700660308143801,-0.14734461431756785
Shabazz Napier,203894,15.460901241479043,15.43620178041543,0.024699461063612205
Jordan McRae,203895,16.806857911181194,19.586206896551726,-2.7793489853705324
Zach LaVine,203897,19.58106071905741,26.05078125,-6.469720530942588
Elfrid Payton,203901,13.30106881420538,13.554744525547445,-0.25367571134206557
Jordan Clarkson,203903,20.064233581846977,22.87490206320188,-2.8106684813549023
Gary Harris,203914,11.938940578726411,12.734820965230929,-0.7958803865045176
Spencer Dinwiddie,203915,15.808585270116904,19.29578713968958,-3.487201869572676
Rodney Hood,203918,10.431317485899005,10.129458388375166,0.3018590975238382
Khem Birch,203920,8.977720346186393,9.829078801331853,-0.8513584551454603
Glenn Robinson III,203922,13.287447039937067,14.15299026425591,-0.8655432243188432
Jerami Grant,203924,16.601886466165077,20.50113895216401,-3.8992524859989324
Joe Harris,203925,13.333978278067779,15.615855623590074,-2.281877345522295
Doug McDermott,203926,16.286141879305546,18.511493212669684,-2.225351333364138
Aaron Gordon,203932,14.406226414043434,17.22098812715435,-2.814761713110915
T.J. Warren,203933,14.587049729825015,20.356146179401993,-5.769096449576978
Marcus Smart,203935,12.779177111933155,13.77330754352031,-0.9941304315871555
Kyle Anderson,203937,11.299467680367112,13.0397957651299,-1.7403280847627887
Dwight Powell,203939,9.874793634179504,13.229079893979554,-3.35428625980005
Julius Randle,203944,18.598791462697957,22.764230884258797,-4.165439421560841
Andrew Wiggins,203952,16.753026212004173,20.37490317583269,-3.621876963828516
Jabari Parker,203953,15.64096825035921,19.762343096234307,-4.121374845875097
Joel Embiid,203954,19.57743960710393,32.269235776591586,-12.691796169487656
Dario Saric,203967,14.103239304269351,16.35671100362757,-2.2534716993582187
Clint Capela,203991,13.618495810463049,16.042577675489067,-2.424081865026018
Bogdan Bogdanović,203992,16.263848968287505,18.752915565230914,-2.4890665969434096
Jusuf Nurkić,203994,14.944961960306632,18.42982456140351,-3.4848626010968786
Nikola Jokić,203999,17.537728626976133,26.375051975051978,-8.837323348075845
Kristaps Porziņģis,204001,17.85497392683315,24.373831775700936,-6.5188578488677855
Tyler Johnson,204020,13.234149627698539,12.120967741935484,1.1131818857630549
Langston Galloway,204038,14.531945150439714,14.114819759679573,0.4171253907601411
Joe Ingles,204060,11.384574317189948,12.599416153097632,-1.2148418359076842
T.J. McConnell,204456,12.725729150698694,13.168081494057725,-0.4423523433590315
Emmanuel Mudiay,1626144,14.455542783864201,16.641114982578397,-2.185572198714196
Tyus Jones,1626145,13.041608874858818,14.425445977785259,-1.3838371029264405
Montrezl Harrell,1626149,13.970132186534153,21.368234877962507,-7.398102691428354
Delon Wright,1626153,10.174654055604172,11.152564956695537,-0.9779109010913647
D'Angelo Russell,1626156,17.35858118007985,21.8898847631242,-4.531303583044352
Karl-Anthony Towns,1626157,17.907886421083603,26.179222839016653,-8.27133641793305
Richaun Holmes,1626158,11.270583301693431,16.246569178852642,-4.975985877159211
Justise Winslow,1626159,11.949279800248524,11.531950207468881,0.41732959277964277
Willie Cauley-Stein,1626161,10.741533766609521,11.604395604395606,-0.8628618377860846
Kelly Oubre Jr.,1626162,18.295611705754872,20.098159509202453,-1.802547803447581
Frank Kaminsky,1626163,14.671543731772385,16.444211629125196,-1.772667897352811
Devin Booker,1626164,19.598074067173002,27.606967396159,-8.008893328985998
Cameron Payne,1626166,16.56879551885458,17.553719008264462,-0.9849234894098835
Myles Turner,1626167,13.852809568952766,16.99526963103122,-3.142460062078454
Trey Lyles,1626168,13.487549407290478,15.209775967413442,-1.722226560122964
Stanley Johnson,1626169,10.153499925717156,10.86218302094818,-0.7086830952310237
Bobby Portis,1626171,16.108776281877788,18.863890991672974,-2.755114709795187
Kevon Looney,1626172,8.305997321611231,9.770825185764568,-1.464827864153337
Christian Wood,1626174,16.74077540669868,22.240197591849338,-5.499422185150657
Rondae Hollis-Jefferson,1626178,11.816850064102878,13.013809910641756,-1.1969598465388778
Terry Rozier,1626179,18.975818654175168,20.59037711313394,-1.614558458958772
Norman Powell,1626181,17.270282590443596,21.370475197378223,-4.100192606934627
Chasson Randle,1626184,13.445402541228074,11.061224489795919,2.384178051432155
Quinn Cook,1626188,15.891987321909978,16.314199395770395,-0.4222120738604165
Pat Connaughton,1626192,11.93435282081107,11.723883103795767,0.21046971701530204
Willy Hernangomez,1626195,14.260901458792976,18.157267672756156,-3.89636621396318
Josh Richardson,1626196,13.571301928770552,15.185969156335046,-1.6146672275644942
Treveon Graham,1626203,13.254305567539289,9.406451612903226,3.8478539546360633
Larry Nance Jr.,1626204,10.42682264545269,11.920673076923077,-1.4938504314703867
Keifer Sykes,1626208,13.918540123887018,11.408450704225352,2.510089419661666
Mario Hezonja,1626209,12.123855617211083,10.53257142857143,1.5912841886396532
Royce O'Neale,1626220,9.190034551673323,8.65091748159543,0.5391170700778929
Cedi Osman,1626224,14.5882429437582,15.164671124241954,-0.5764281804837541
Ben Simmons,1627732,9.399385870056774,14.816326530612246,-5.416940660555472
Domantas Sabonis,1627734,13.897769168577115,19.767753075760844,-5.8699839071837285
Malik Beasley,1627736,17.23034865402596,18.399383667180278,-1.1690350131543177
Marquese Chriss,1627737,12.25704607999901,16.415816326530614,-4.158770246531603
Kris Dunn,1627739,13.229326037420588,12.55135135135135,0.6779746860692377
Buddy Hield,1627741,17.25627390628448,19.301857424509702,-2.0455835182252216
Brandon Ingram,1627742,17.588639404803352,25.03421052631579,-7.445571121512437
Damian Jones,1627745,10.079999472335661,13.376712328767123,-3.296712856431462
Skal Labissiere,1627746,11.445683235426147,12.106194690265488,-0.6605114548393409
Caris LeVert,1627747,16.309774977186365,19.348551360842844,-3.0387763836564794
Thon Maker,1627748,11.610302607439035,13.07943925233645,-1.4691366448974144
Dejounte Murray,1627749,16.616723167129056,19.127657181419412,-2.5109340142903562
Jamal Murray,1627750,17.196935527598587,21.36794425087108,-4.171008723272493
Jakob Poeltl,1627751,11.941362888509767,14.497099767981439,-2.555736879471672
Taurean Prince,1627752,13.554918620663624,15.136842105263158,-1.5819234845995336
Denzel Valentine,1627756,16.01494543373226,14.815068493150685,1.1998769405815768
Jaylen Brown,1627759,19.890298481211595,24.93892327455331,-5.048624793341716
DeAndre' Bembry,1627761,9.803042662558797,10.190541466758052,-0.38749880419925553
Malcolm Brogdon,1627763,17.600070310442185,20.698625954198473,-3.0985556437562884
Jake Layman,1627774,13.27121754135702,13.787234042553191,-0.5160165011961713
Patrick McCaw,1627775,11.175057064199748,6.666666666666666,4.508390397533082
Georges Niang,1627777,13.518847818543104,15.063638070208373,-1.544790251665269
Gary Payton II,1627780,12.1128489125395,12.794244604316546,-0.6813956917770465
Pascal Siakam,1627783,17.580785117629585,22.48507542527014,-4.904290307640554
Furkan Korkmaz,1627788,14.192358035169903,15.182893539581437,-0.9905355044115343
Timothe Luwawu-Cabarrot,1627789,12.823486061022377,13.38176197836167,-0.5582759173392926
Yogi Ferrell,1627812,14.989885251079713,14.74439461883408,0.24549063224563206
Damion Lee,1627814,12.214133086622375,14.100910470409712,-1.8867773837873365
Juancho Hernangomez,1627823,10.431035190561259,11.781350482315112,-1.3503152917538532
Ivica Zubac,1627826,10.40787433737845,14.742561448900389,-4.334687111521939
Dorian Finney-Smith,1627827,10.872631999259404,11.173413063477462,-0.3007810642180573
Fred VanVleet,1627832,16.907541712511453,18.866659114081795,-1.9591174015703423
Abdel Nader,1627846,13.371068479750503,14.236243580337492,-0.8651751005869883
Ryan Arcidiacono,1627853,13.13266744765252,9.68976088289393,3.442906564758589
Bryn Forbes,1627854,15.354151127033326,17.310774710596615,-1.9566235835632888
Danuel House Jr.,1627863,11.30269148193062,12.268431864871035,-0.9657403829404156
Derrick Jones Jr.,1627884,10.166557045910112,12.034743875278398,-1.8681868293682857
Alex Caruso,1627936,9.207412586672447,9.832258064516129,-0.6248454778436816
David Nwaba,1628021,12.89337248715307,14.246610716591348,-1.3532382294382792
Alfonzo McKinnie,1628035,12.975266244675202,12.422053231939163,0.5532130127360393
Markelle Fultz,1628365,13.22815159682008,16.596918831915385,-3.368767235095305
Lonzo Ball,1628366,13.990106466454794,14.463576158940397,-0.4734696924856028
Josh Jackson,1628367,15.132427340125338,17.571737563085797,-2.4393102229604597
De'Aaron Fox,1628368,18.08278317747478,25.188133317055303,-7.105350139580523
Jayson Tatum,1628369,20.190277864431902,26.97395989224783,-6.783682027815928
Malik Monk,1628370,16.321855526105317,19.135464231354643,-2.813608705249326
Jonathan Isaac,1628371,13.296046277773996,14.953846153846154,-1.6577998760721577
Dennis Smith Jr.,1628372,12.047646652695386,12.30532306662203,-0.2576764139266441
Frank Ntilikina,1628373,10.352046554362046,10.544416696396716,-0.19237014203467062
Lauri Markkanen,1628374,16.54326738620018,20.811610863629834,-4.268343477429653
Donovan Mitchell,1628378,21.13384266196762,27.345331069609507,-6.2114884076418875
Luke Kennard,1628379,12.482179590721856,15.653046062407132,-3.170866471685276
Zach Collins,1628380,13.366362886233357,16.548387096774192,-3.1820242105408347
John Collins,1628381,13.988823422914034,19.544325481798715,-5.555502058884681
Justin Jackson,1628382,14.164575558046353,13.031674208144796,1.132901349901557
OG Anunoby,1628384,14.24031101249698,15.876656606744522,-1.6363455942475422
Harry Giles III,1628385,12.231210736716939,15.038423645320197,-2.8072129086032582
Jarrett Allen,1628386,11.237055663865075,16.031975244971637,-4.794919581106562
Bam Adebayo,1628389,14.119420124353212,19.80400890868597,-5.684588784332757
Terrance Ferguson,1628390,11.805941527316556,6.110091743119266,5.695849784197289
Isaiah Hartenstein,1628392,10.244877915282535,12.838271269366675,-2.5933933540841405
Tony Bradley,1628396,10.617834432293517,14.336448598130842,-3.718614165837325
Kyle Kuzma,1628398,17.138109599406896,18.824687618326394,-1.6865780189194979
Semi Ojeleye,1628400,10.292267775454555,9.04186046511628,1.2504073103382751
Derrick White,1628401,13.987345948868546,16.474828060522697,-2.487482111654151
Frank Jackson,1628402,15.513009557343958,17.600296076980015,-2.0872865196360575
Josh Hart,1628404,10.948546989544258,12.921821889870838,-1.9732749003265795
Dwayne Bacon,1628407,14.339416562673408,14.315127701375246,0.02428886129816199
PJ Dozier,1628408,13.778374053107596,12.6,1.1783740531075964
Edmond Sumner,1628410,13.886017889603817,16.370044052863435,-2.4840261632596174
Wes Iwundu,1628411,10.136072056943439,9.610653138871275,0.5254189180721642
Dillon Brooks,1628415,18.176098745311105,19.822974472807992,-1.6468757274968873
Thomas Bryant,1628418,13.402248669644091,18.74643099932019,-5.344182329676098
Monte Morris,1628420,12.369629417955412,14.485144124168514,-2.1155147062131014
Damyean Dotson,1628422,14.038638197471245,12.896434634974533,1.1422035624967126
Sterling Brown,1628425,11.562005926900866,11.44712990936556,0.11487601753530718
Vlatko Čančar,1628427,10.95540819852201,11.922413793103448,-0.9670055945814386
Davon Reed,1628432,11.571818257184184,10.579881656804734,0.9919366003794501
Luke Kornet,1628436,10.477789254326273,12.138842975206611,-1.6610537208803375
Chris Boucher,1628449,15.042268572478662,17.678571428571427,-2.6363028560927653
Daniel Theis,1628464,12.388251215608104,14.063029162746943,-1.674777947138839
Maxi Kleber,1628467,9.563294640823372,10.628632554822607,-1.065337913999235
Torrey Craig,1628470,11.657315738236168,11.232583855510505,0.42473188272566276
Mychal Mulder,1628539,15.40804201140374,14.38213399503722,1.02590801636652
Grayson Allen,1628960,12.527521464521119,14.668983492615117,-2.141462028093999
Marvin Bagley III,1628963,14.098097567922563,18.462311557788944,-4.36421398986638
Mo Bamba,1628964,13.742488249778548,15.24726060028585,-1.5047723505073023
Keita Bates-Diop,1628966,12.296753326952395,14.270937408169262,-1.9741840812168672
Mikal Bridges,1628969,13.039988728671196,15.754846289406697,-2.714857560735501
Miles Bridges,1628970,14.60169775512572,17.537097250960684,-2.9353994958349645
Bruce Brown,1628971,11.617837503309037,13.389261744966444,-1.7714242416574066
Troy Brown Jr.,1628972,10.385486770919307,11.719808612440191,-1.3343218415208842
Jalen Brunson,1628973,15.416112158411924,20.032029404043055,-4.615917245631131
Jevon Carter,1628975,11.821421064189591,12.043905785501945,-0.22248472131235353
Wendell Carter Jr.,1628976,13.670888090694483,16.842753036437244,-3.1718649457427617
Hamidou Diallo,1628977,13.329155551490762,17.076396807297606,-3.747241255806843
Donte DiVincenzo,1628978,12.510467634999255,13.601026298909558,-1.0905586639103024
Bruno Fernando,1628981,11.907295574667659,12.768,-0.8607044253323419
Shai Gilgeous-Alexander,1628983,17.738764475672014,25.59106874059207,-7.852304264920058
Devonte' Graham,1628984,14.21758268304306,16.615384615384617,-2.3978019323415563
Aaron Holiday,1628988,11.859742743778389,13.520292033497961,-1.6605492897195724
Kevin Huerter,1628989,13.92824352676621,15.367760617760618,-1.4395170909944088
Chandler Hutchison,1628990,12.76149402111002,13.21875,-0.4572559788899806
Jaren Jackson Jr.,1628991,16.627627450607626,22.28600964851826,-5.658382197910633
Kevin Knox II,1628995,13.50489029278574,13.979337370858568,-0.4744470780728278
Caleb Martin,1628997,11.617123271699592,12.62510897994769,-1.007985708248098
Cody Martin,1628998,9.771154628152987,9.822541966426858,-0.05138733827387121
De'Anthony Melton,1629001,13.50594890125516,14.930765399302674,-1.4248164980475142
Chimezie Metu,1629002,13.076964841210664,15.99219968798752,-2.9152348467768565
Shake Milton,1629003,13.230088358166057,16.354511053574985,-3.124422695408928
Svi Mykhailiuk,1629004,13.843043392021979,14.658910629296669,-0.8158672372746896
Josh Okogie,1629006,10.37344926121717,11.825217391304347,-1.4517681300871779
Michael Porter Jr.,1629008,16.452867194908837,20.960065533483515,-4.507198338574678
Jerome Robinson,1629010,14.20557391032289,11.279812938425565,2.9257609718973256
Mitchell Robinson,1629011,8.471704982745608,11.93478260869565,-3.463077625950042
Collin Sexton,1629012,15.503581298189044,23.10598111227702,-7.602399814087978
Landry Shamet,1629013,13.632648194160296,13.987035945786682,-0.35438775162638514
Anfernee Simons,1629014,16.55321564573842,18.960674157303373,-2.407458511564954
Omari Spellman,1629016,13.632976618781555,15.033860045146728,-1.4008834263651728
Gary Trent Jr.,1629018,15.791980558145694,18.051441932969603,-2.2594613748239087
Jarred Vanderbilt,1629020,8.745770201165158,10.818916734033953,-2.0731465328687957
Moritz Wagner,1629021,14.315011271748181,18.52590959206174,-4.210898320313559
Lonnie Walker IV,1629022,15.48463258680144,17.029183598079054,-1.5445510112776137
P.J. Washington,1629023,13.719349777822604,15.331042382588773,-1.6116926047661693
Kenrich Williams,1629026,11.41807775722,11.510474090407937,-0.09239633318793672
Trae Young,1629027,19.084880002893335,28.391732909379968,-9.306852906486633
Deandre Ayton,1629028,14.613637750809369,19.694862772695284,-5.081225021885915
Luka Dončić,1629029,20.436190444066852,30.30273394087575,-9.866543496808898
Goga Bitadze,1629048,13.968317429908149,14.902702702702703,-0.9343852727945539
Oshae Brissett,1629052,12.186624053301028,13.90142122769882,-1.714797174397793
Terence Davis,1629056,17.04099749563133,17.857571623465212,-0.8165741278338814
Robert Williams III,1629057,9.366006822901419,13.070464767616192,-3.7044579447147736
Elie Okobo,1629059,11.96669795070584,10.965229485396383,1.0014684653094559
Rui Hachimura,1629060,13.991466850086793,16.702673986187357,-2.7112071361005636
Ky Bowman,1629065,13.63595325321586,11.858407079646017,1.7775461735698421
Rodions Kurucs,1629066,12.52779856116197,11.001242236024844,1.5265563251371272
Isaac Bonga,1629067,10.94067948098336,8.664756446991404,2.2759230339919547
Gary Clark,1629109,10.432454435506322,8.465290806754222,1.9671636287521004
Jock Landale,1629111,13.718558316425634,16.543021032504782,-2.8244627160791484
Wenyen Gabriel,1629117,10.541873696077605,12.541935483870969,-2.0000617877933635
Duncan Robinson,1629130,13.41424714279438,15.350355797404772,-1.9361086546103916
Kendrick Nunn,1629134,16.886767428270844,18.381639344262293,-1.4948719159914496
Yuta Watanabe,1629139,10.889385793996466,12.103730664240219,-1.2143448702437531
Jordan McLaughlin,1629162,9.540934410087365,10.158587479935795,-0.6176530698484299
Brandon Goodwin,1629164,13.181197095874115,14.051612903225806,-0.8704158073516908
Gabe Vincent,1629216,13.139550911069403,13.174168297455967,-0.03461738638656442
Drew Eubanks,1629234,9.721804402776186,13.828926905132192,-4.107122502356006
Juan Toscano-Anderson,1629308,9.503412578284147,9.628859278518037,-0.1254467002338906
Haywood Highsmith,1629312,9.933838224080471,8.857142857142856,1.0766953669376154
Amir Coffey,1629599,10.36033582374552,12.951618770461987,-2.5912829467164666
CJ Elleby,1629604,11.20888138067442,10.749816581071167,0.45906479960325264
Terance Mann,1629611,11.311312098968514,13.32829150910966,-2.016979410141145
Andrew Nembhard,1629614,12.185257317599378,12.294797687861271,-0.10954037026189312
Max Strus,1629622,14.412101844644056,15.510857142857144,-1.0987552982130886
Bol Bol,1629626,12.387199547765588,15.190864600326265,-2.8036650525606763
Zion Williamson,1629627,16.34457016464882,28.999178307313066,-12.654608142664244
RJ Barrett,1629628,16.48299842152499,19.352715304443226,-2.8697168829182367
Cam Reddish,1629629,13.160654055870657,14.966480446927374,-1.8058263910567174
Ja Morant,1629630,18.909313325022342,25.094330155544405,-6.185016830522063
