stan_idx,nba_api_id,name,ra_per36_mean,ra_per36_sd,paint_per36_mean,paint_per36_sd,mid_per36_mean,mid_per36_sd,lc3_per36_mean,lc3_per36_sd,rc3_per36_mean,rc3_per36_sd,ab3_per36_mean,ab3_per36_sd,total_per36_mean
12,101150,Lou Williams,3.4986890375,0.7398347717334077,3.97350535625,1.0473610028766338,4.0722969625,1.6162440304428503,0.9292429531249999,0.30119888107480314,0.58802402125,0.23335084283745267,3.5475376187500003,1.2419033078102908,16.6092954375
13,200746,LaMarcus Aldridge,4.8362983687500005,1.0704685808125811,2.530870070625,0.7600762924547035,4.6259464687500005,1.7799489571195484,0.20454458656249996,0.07998502456295983,0.1355996394375,0.057562136125459254,1.4423181962499998,0.5350991152376763,13.775576825
14,200752,Rudy Gay,3.00607019375,0.5535465925929587,2.498569,0.5533043592400118,2.550858849375,0.8018145825160137,0.777636268125,0.20780471110557439,1.0076925525000002,0.269926453717452,4.881815925,1.2954687594787917,14.722642
15,200755,JJ Redick,1.875378299375,0.5511438942981143,1.2728860274999998,0.5583503004790467,3.038112940625,1.4850880959555803,0.653206334375,0.3162832378017053,0.9023154600000001,0.41248952031171765,7.35507109375,3.072013454620945,15.096971362500001
16,200765,Rajon Rondo,4.4483234625,0.9733503068530293,1.84976029,0.5524724418898995,0.989789888125,0.43231812780757223,0.421220644375,0.1669635746458016,0.4323593389375,0.18830390816937637,4.0661340875,1.3250783045492227,12.20758814375
17,200768,Kyle Lowry,2.9966068999999997,0.4884580133128281,1.596128329375,0.35754702466529265,1.3808004175,0.4745870943806779,0.670850904375,0.17939971471890703,0.33926989500000004,0.09531652799755651,5.7545821125,1.3942390607491466,12.738240087500001
18,200782,P.J. Tucker,2.0077651375,0.3571895096324654,1.077774031875,0.2692025522120349,0.334755353125,0.11930165977302948,1.425707930625,0.358993354385434,1.2103297231249999,0.311656270777898,0.450831738125,0.1439171894688428,6.5071638499999995
19,200794,Paul Millsap,5.043168956250001,1.1760851800404268,2.7137091375,0.8674342317201236,1.2912089425,0.7154868385700968,0.557379403125,0.26640063646673334,0.6291586425,0.29329015374375156,3.6909487999999997,1.638107290490327,13.925574831250001
20,201142,Kevin Durant,3.2128108187500004,0.5577051047010796,4.234059912499999,0.8868746462503126,5.485301799999999,1.713964873060854,0.24107572287499998,0.07941790726405389,0.302904080625,0.09936714829501185,5.177993606249999,1.3608470023521408,18.65414625
21,201143,Al Horford,3.16434196875,0.6064079430433457,1.811334899375,0.44223518913763155,1.11978216,0.37430146012313975,0.41176714125,0.12656962098369537,0.530861963125,0.15517585000201953,2.7659816124999996,0.8435950420589252,9.80406896875
22,201144,Mike Conley,2.4923209875,0.41235644227615725,3.7033044125000005,0.7712123150123155,1.0785256724999999,0.3392890440137771,0.38513844875,0.1108611964701632,0.829725593125,0.22280696501218006,5.694667756250001,1.4490836611629014,14.18368159375
23,201145,Jeff Green,5.198844843749999,0.8423336167489403,2.0546721625,0.4567795300749023,0.8744930375,0.29181014826989154,0.83009006,0.21321064703275586,0.8783790275,0.21687919861458127,2.54020306875,0.6995308935406429,12.37668285
24,201152,Thaddeus Young,6.01860970625,0.9449352908919749,3.4474961125000005,0.7173128330847967,0.6131045375,0.22532209739030223,0.8753227899999999,0.23103041691624104,0.342304185625,0.11396193666660118,0.9998093975000001,0.28952729153793216,12.29664710625
25,201158,Marco Belinelli,2.5440416743750003,0.899456604827759,1.75780367125,0.9080843154570839,2.710923981875,1.7266866843181548,0.833977785,0.48277216417043844,0.821631053125,0.46810958970780847,6.309474568750001,4.217487376562785,14.97785320625
26,201163,Wilson Chandler,2.9961486187500004,1.0910572179962217,1.9111899318749999,0.8908263228209545,0.925242309625,0.6718278331099731,0.6740529722499999,0.36055176248609205,0.8172427893750001,0.4389168563186114,4.632001561875,3.0657288155950355,11.9558785375
27,201188,Marc Gasol,3.030921275,0.9517852619085748,1.77981761875,0.6614426684424118,0.7090210487499999,0.4186128800418683,0.118558788,0.06044243909750845,0.1356187479375,0.07027992719820358,2.409336806875,1.0683818646396994,8.18327460625
28,201229,Anthony Tolliver,2.993259471875,1.1327161103393313,1.33765549625,0.7075121274889693,0.86475764475,0.6995652769097296,0.7078138129375,0.4021704668894655,0.8195518018750001,0.44897808715157117,4.704692050625,2.8936136564301687,11.42773014375
29,201565,Derrick Rose,5.561952225,1.0683696992443905,4.198693581250001,1.1000682986816601,3.011432836875,1.1310045352485065,0.441451754875,0.17425796944080904,0.46287819874999997,0.18495111386297935,4.0402906375,1.402586871595025,17.7166984375
30,201566,Russell Westbrook,7.991191424999999,1.2252196763021088,3.2611444187500003,0.6433918482654347,3.38784115,1.0101427465235062,0.575682989375,0.14045296503939678,0.36155916437499996,0.10737837714676245,3.5135600375,0.8746136179558083,19.090980437499997
31,201567,Kevin Love,2.5862730750000003,0.44684008296220407,1.53726107875,0.3690587257268704,1.7032226624999998,0.5644251157017365,0.9111369293749999,0.2278361794468026,0.5908558968750001,0.17362756309639463,7.86585604375,1.9061346972096203,15.1946059375
32,201568,Danilo Gallinari,2.6409741187500004,0.5577582945362385,1.709549815625,0.4796760658029637,2.8444426750000003,1.093644957301886,0.46969009312500004,0.16187616367479632,0.515887428125,0.1971118029945089,6.439043356249999,2.0372016036817326,14.6195867875
33,201569,Eric Gordon,4.3034578,0.696995358981794,2.4218734125,0.5154541389223971,0.39331780124999993,0.14760135176925634,0.365253378125,0.1040135023076278,0.290931989375,0.08917114140487388,6.8726827,1.6879671432709629,14.64751701875
34,201571,D.J. Augustin,2.796514075,0.6149107979532635,1.28218880875,0.4012031447188269,1.11834452375,0.48832758554713884,0.7697232562499999,0.2671430817953613,0.6248682106250001,0.2357353880146313,5.27355356875,1.7955836307831297,11.865191812499999
35,201572,Brook Lopez,5.100093775,0.9396190887381569,2.4662700125,0.6397912633647594,1.0772607600000002,0.41405581173230427,0.29980135125,0.09290304662295323,0.434259218125,0.12800819665171073,3.03740443125,0.8914387691779798,12.41508831875
36,201577,Robin Lopez,5.28297878125,1.1058362396771062,4.5956313375,1.2299360480047676,0.6746344756249999,0.3001558353715544,0.2023736738125,0.07829838916949104,0.16944780950000002,0.06619937681775447,0.47146887125,0.19137975567972748,11.39653548125
37,201580,JaVale McGee,8.932835925,1.8636908826579568,3.4550354937500005,0.919515713477144,0.8320914575,0.3935392297491264,0.06421676571875,0.03089350100453433,0.05338887830000001,0.029556596398301837,0.41562698624999994,0.17733929256043643,13.7531952125
38,201586,Serge Ibaka,4.26882063125,0.9006229946380389,3.12489801875,0.8153271987695414,2.026694725,0.782737734578336,0.3172296461875,0.13010032878279007,0.3415355208125,0.1472067003677452,4.09982536875,1.3902802107761816,14.1790038375
39,201587,Nicolas Batum,1.8051854356250001,0.3314739249709502,0.42412908250000003,0.12088660621453559,0.8779993718749999,0.3010071337581467,1.0394790225,0.24855246889533855,1.15674775375,0.2944760334505265,3.89468350625,1.0191909085795794,9.198223706250001
40,201588,George Hill,3.4358922625000003,0.5905997209307723,1.3708731293750003,0.3210665032395374,0.956806404375,0.33223846076849434,0.65758751375,0.1835309775988268,0.6925656006249998,0.19304292579939603,2.8459674374999997,0.8058019085244733,9.959692481249999
41,201599,DeAndre Jordan,7.8808735875,1.2908901926873486,0.7226607837500001,0.20576942455181355,0.18574601943749997,0.0887004319259665,0.0427109274375,0.02318951115010217,0.040089366900000006,0.019782655148591358,0.07733238,0.03880601759194571,8.94941296875
42,201609,Goran Dragic,4.50334966875,0.7881386083075443,3.0003442375000002,0.7217770141733828,2.2714499,0.8331622995575825,0.8068996531249999,0.24135200012041602,0.412002804375,0.15055935292048817,5.21744636875,1.4812764363121933,16.211493
43,201933,Blake Griffin,4.81446785,0.7991786071123291,1.3511392375,0.308072862948197,0.5099704012499999,0.1815792425250963,0.9632788025000001,0.24556705876391433,0.49080535312499995,0.1586226133031863,4.12951366875,1.086382635623254,12.259174793749999
44,201935,James Harden,4.714830125000001,0.7056081555773249,3.3442528874999997,0.6567911956674567,1.05593353875,0.3547927970001167,0.21194704531250003,0.06677773213045454,0.3233168625,0.0959003807497517,7.09515118125,1.6560772979939047,16.745433375
45,201937,Ricky Rubio,3.2641523187500003,0.5463465678054644,2.08599924625,0.4443777109858283,2.5526847312500003,0.8111262545571606,1.175299363125,0.30515360457648827,0.6389510762499999,0.18141686301329374,3.45032469375,0.8450299313301164,13.167411512500001
46,201939,Stephen Curry,4.49404315625,0.7231455769284809,3.29094771875,0.7605508290314877,2.4466008825,0.8633115900645287,0.6412521112499999,0.1706337207844558,0.55208309125,0.16188009912496323,10.58519145,2.802384378480207,22.010118937499996
47,201942,DeMar DeRozan,4.50063695,0.7313881883129488,4.342817225,0.9027511475702616,7.2080726875000005,2.054894751584531,0.4454034025,0.11388769214277171,0.21963801993749998,0.06985357016396797,1.20680332,0.32811656375379217,17.923370625
48,201949,James Johnson,5.75970070625,1.18667473379674,1.7505572162499998,0.5024960153996405,0.55928119625,0.27044860513613117,0.5918127774999999,0.20393148364783695,0.730059089375,0.26075341316142464,2.6327235931250006,0.8873986025715008,12.02413305
49,201950,Jrue Holiday,5.149855525,0.7901787152937141,3.6820421250000006,0.7280394350380235,2.2793889625,0.6964759020911446,0.4768472375,0.12567564198920905,0.40491454375,0.11855382686082126,5.284254768749999,1.3327221409787833,17.277303875
50,201952,Jeff Teague,3.5143389624999997,0.9175392415224258,3.7111690625,1.2305514979488856,1.4609159306250001,0.7896976921875996,0.414970026,0.20828408117354866,0.42893362643749994,0.21758927327182928,3.276931245,1.601676780627482,12.8072577125
51,201959,Taj Gibson,4.84779700625,1.0680273781173517,1.265345096875,0.42280848745167415,1.1917677800000002,0.5093801625290404,0.4220400825,0.16322393559750037,0.41153081068749997,0.17514890038911446,0.6182857025,0.2725188102547194,8.75676663125
52,201961,Wayne Ellington,1.50537144875,0.3663818357743955,0.668126673125,0.24564167992761077,0.97600665375,0.45317062466246655,1.012306813125,0.335181401671939,1.022706638125,0.36696210455764494,7.172560975,2.2759077318266168,12.357079199999998
53,201976,Patrick Beverley,2.229262825,0.36786076943103674,1.80323466125,0.3928227575875477,0.46675169999999994,0.17230568893867085,0.845123880625,0.2210074118320161,0.7594216075,0.2052985469567392,3.81921234375,0.9602936763018485,9.923006937499999
54,201980,Danny Green,1.61802328,0.37895695323119194,0.9315362462499999,0.31758257711619564,0.7970769318749998,0.3477285283747434,1.238270066875,0.3840888392633678,1.6930492081250004,0.5376534894050359,4.102402625,1.370600950000349,10.38035768125
55,201988,Patty Mills,1.9142276087499999,0.358274532425596,0.8128849543750001,0.20901228642548694,2.433607979375,0.7502574752804251,1.049667661875,0.26973241232721745,0.903148790625,0.24787297739734668,6.661205768750001,1.65333905451076,13.77474356875
56,202066,Garrett Temple,3.1484312062499997,0.6705001993812026,1.2074506025,0.3704275254250681,1.1829713243750002,0.49278854207602485,1.29330550375,0.42527861356383767,0.982047725,0.32877382053003684,3.7022792625,1.2574717822109196,11.51648626875
57,202083,Wesley Matthews,1.8843567562499999,0.35259282731046954,0.8815637318749999,0.23382777775045244,0.378621175625,0.14496886506974446,1.1133462,0.28104301319035224,0.751549543125,0.2332654741565646,3.8322418437500003,0.9511867963488629,8.8416794625
58,202322,John Wall,5.576913725000001,1.0578465099558392,2.9240720875000004,0.7970772599419189,3.3134145124999996,1.1485582744372997,0.46292142124999996,0.17547360683836843,0.32614480337499996,0.12835063563090301,5.313498831249999,1.5906026052330595,17.916966499999997
59,202324,Derrick Favors,5.08056404375,1.0224440172220117,2.1315914556249997,0.5976985565794134,1.822347615625,0.7223909295553952,0.3280007511875,0.13365707053601017,0.32148281168750004,0.1352467316919966,0.2665722453125,0.14625250088369704,9.95055945
60,202326,DeMarcus Cousins,7.29338161875,1.5380591221993278,2.190495785,0.6864340865110712,0.637082711875,0.35328046665078316,0.14284825025,0.06666541768627185,0.1352564584375,0.06799896504906833,4.1471598187500005,1.3733965094827967,14.54622488125
61,202330,Gordon Hayward,3.73231033125,0.6021546701626607,3.3747643249999997,0.6889626274411003,2.8277751999999996,0.7932441625336489,0.552095404375,0.15075233655969766,0.473142929375,0.13210184852018778,3.6453194937499998,0.900017615766245,14.605407187499999
62,202331,Paul George,4.455537487500001,0.6986778761838766,2.69512936875,0.5512858452728167,3.95447873125,1.0891606460636685,0.6265871568750001,0.16103012180160894,0.7511211925000001,0.20217691345409705,7.09823731875,1.6984260508287514,19.581090624999998
63,202335,Patrick Patterson,2.87890865625,0.8603634019674516,1.0797517325,0.47559228321220787,1.0307050012499999,0.6736780821658591,1.189827511875,0.480466456866019,1.3183856025,0.5172282294943749,4.320096518750001,2.0360232147921824,11.817674631250002
64,202339,Eric Bledsoe,4.033920456250001,0.7697165081433257,2.6852685125,0.6905937774934425,2.018495821875,0.7964383517767988,0.48436350937499995,0.1662289451674517,0.533814740625,0.19762852357481725,4.30353450625,1.4150510259237143,14.059398193749999
65,202340,Avery Bradley,2.338444625,0.4986292093069853,1.164140341875,0.3399165921672826,1.8458299156249998,0.7980497097910418,1.424348986875,0.4157909750584847,1.02282686625,0.3362700405235402,3.0893079,0.9940837067548512,10.884898981249998
66,202355,Hassan Whiteside,7.508644112500001,1.5948814622679135,3.7208715500000005,0.9730033692916215,0.901213295625,0.36303913623969764,0.050298764037500006,0.02835865874682686,0.04871119944375,0.02658688768784749,0.1171842733125,0.0674663092012663,12.34692365625
67,202357,Nemanja Bjelica,4.35845976875,0.9110537735039349,2.19644197,0.6142960494401571,0.67429093625,0.3222928725339496,0.450015379375,0.16522731034251859,0.45243735187499995,0.175488010737078,4.64343818125,1.520481630343698,12.775083937499998
68,202362,Lance Stephenson,4.5495817125,1.1478148599251283,1.83318530125,0.7062713494907468,3.112822100625,1.4978527346514716,0.498525633875,0.2391663313086846,0.56025490775,0.2861986164163728,3.6686722325,1.649755641148616,14.2230410125
69,202397,Ish Smith,3.9537559875,0.8543662948968521,3.18696680625,0.8683817610464377,4.04370035,1.50681698029609,0.44243188375000003,0.167646361920611,0.456049161875,0.1681917320289873,1.9371523068750003,0.7017012176888485,14.020056075
70,202681,Kyrie Irving,4.1273405375,0.6132282724438437,4.39570083125,0.9007068676889953,3.8974472625,1.1473067597482403,0.467378225625,0.12782693960531546,0.53858919,0.16042461753460374,6.9409087,1.8631402594447393,20.3673650625
71,202683,Enes Freedom,8.242674375,1.9030358466703563,2.35017552,0.8357187308001783,0.5290941424375,0.305476772033463,0.06382839541875,0.040287055863955534,0.06913395975625,0.04593670917529351,0.2317019678125,0.14883379729296173,11.486609456250001
72,202684,Tristan Thompson,6.45555566875,1.2378304104319693,3.7113962000000003,1.0052371736381096,0.38116508412500005,0.18527191840869459,0.05131599596875,0.02694175181119819,0.053363935625000004,0.02763466091623739,0.1812988039375,0.07856177127586461,10.834095156250001
73,202685,Jonas Valančiūnas,6.967516493750001,1.066933276355775,4.34429905625,0.8875747872789632,1.537926535625,0.43100010631555385,0.06727308387499999,0.025245218211945405,0.0626037135625,0.023995639817850706,1.62693090375,0.4077405348591255,14.6065491875
74,202687,Bismack Biyombo,5.6873173687500005,0.948942920474021,3.1672118875,0.653497065803426,0.30444126431249996,0.13468504486312843,0.04306388505,0.020988384464731585,0.045133091099999995,0.023533683949326388,0.0602073109125,0.034347084464780964,9.307374574999999
75,202689,Kemba Walker,3.51782419375,0.7624398921994441,2.32373271875,0.6398784829136864,2.439557758125,0.9841944572634317,0.31878536287500003,0.13010439922867686,0.35519134937499997,0.1437698845004442,8.043314525000001,2.5696439285535555,16.998406562499998
76,202691,Klay Thompson,2.4858542375000003,0.47519493830957793,2.9876556562500003,0.7161499117957562,4.20769195,1.3908684752249934,0.89466332125,0.2537987239954661,0.9864717193749999,0.3027010605255136,9.194625437500001,2.6160133638789116,20.7569623125
77,202692,Alec Burks,2.5532978125,0.428650910053962,2.6275469062499996,0.5580994713921894,2.3592546381250004,0.7019270452184407,0.9560536206250001,0.25181516902497,0.697520308125,0.19599919263004167,5.400664943750001,1.250457272513538,14.594338625
78,202693,Markieff Morris,3.2437297250000006,0.9362853802964801,1.877294261875,0.7277623578645115,1.68492968625,0.8933309542486908,1.100156281875,0.43608433010919023,0.8336668043750001,0.3570485108840252,4.5001126750000005,1.7887468256463712,13.23988906875
79,202694,Marcus Morris Sr.,1.7119012525,0.3126437340843508,2.6819393875000004,0.5862953761763348,3.4096657125000003,0.9634384683570183,1.192175978125,0.2866344037334256,0.434242630625,0.12175788767161734,4.94792689375,1.2188058368373995,14.377851943750002
80,202695,Kawhi Leonard,3.9801243875,0.693493480683218,4.160921474999999,0.9657344793028384,4.34043503125,1.3829184900934597,0.556370865,0.1581166723125222,0.45109081375000004,0.15182745828283684,4.628256556249999,1.273459708068959,18.1171975
81,202696,Nikola Vučević,5.02965884375,0.8417368788858401,3.96382086875,0.8037400155328108,2.8814134312500004,0.8481622632663894,0.19423570362499998,0.05531740013927918,0.11696485662499999,0.03619108689997761,3.6995969625,0.887017907797821,15.8856906875
82,202699,Tobias Harris,4.50154939375,0.6928788208746858,3.5977401374999998,0.7454048647786021,1.81857196125,0.5606302936587342,0.6387985712500001,0.16004979633121585,0.8138798793749998,0.21689787720320666,3.1586441,0.776547631228803,14.529183625
83,202704,Reggie Jackson,3.63403915,0.5508051073215712,3.4576709812499997,0.7266521906422801,2.3398396624999998,0.7167842337714928,0.7082001481250001,0.18318792218992272,0.8386268687499999,0.21536194692959695,5.3651053625,1.315244873313281,16.343481999999998
84,202709,Cory Joseph,2.5061224875,0.41988597647359854,2.28025625625,0.5064502362792388,1.560393119375,0.48016576974726277,0.5219463775,0.13786478248038,0.49623339125,0.14624492106007705,3.49616340625,0.900298874259937,10.86111483125
85,202710,Jimmy Butler III,6.55646839375,0.996680360265696,3.82073911875,0.7502338656121909,2.82380341875,0.8177311818052585,0.470273915625,0.12126618037879422,0.498129846875,0.1389449324146069,1.2493277075,0.3312346677123289,15.4187435
86,202711,Bojan Bogdanović,4.11199723125,0.6536259872971288,3.40982799375,0.7053956629141106,1.867069844375,0.5928613368733484,1.00969433875,0.23334263743532868,1.45519947,0.3539309451432145,4.9490325125,1.1382877835283187,16.8028218125
87,202722,Dāvis Bertāns,1.6955180418750002,0.43504868260554624,0.8056385525,0.24820533195805544,0.601789305625,0.2937781565275101,0.9483298443749999,0.3056117908831933,0.7777824587500001,0.27978055418121145,8.1991118375,2.326173787692812,13.028170031250001
88,202734,E'Twaun Moore,3.18886965625,1.0349664554783016,3.3674312168749996,1.451374632412986,2.2261929781250003,1.659561461625797,0.9848118393749999,0.5208903989552671,0.7805525074999999,0.4033660237894563,5.046294763125,3.4716483178094526,15.5941527
89,202738,Isaiah Thomas,2.6812207418749994,0.934557456530745,2.9864868225,1.2824348240750165,2.9582853956250004,1.9340970295876492,0.6631825589374999,0.39522727253233775,0.7183197250000001,0.43346936910319356,6.770741825,4.476724304955541,16.77823715625
90,202954,Brad Wanamaker,3.9096972,0.9326877366853067,2.1786579006249998,0.7687108164259314,1.7359912993750002,0.9487547680075505,0.36753930437500004,0.19638443100108538,0.29425542056250004,0.15900199497652276,3.4258602156249998,1.7074035819268738,11.9120005375
91,203076,Anthony Davis,7.107740281250001,1.0307758086820982,4.1281736875,0.7917750385328224,3.9421535625,1.1661301452735384,0.2241779521875,0.06594109324131714,0.2255383544375,0.07274594656757812,1.857047684375,0.4669568996821813,17.484831062499996
92,203078,Bradley Beal,5.30950115625,0.797634308541891,4.4159430375,0.8478528680803195,4.2797054375000005,1.2007472530629346,0.7288341843750001,0.17914595859877533,0.498287461875,0.13955137009847768,4.54530666875,1.147707372258371,19.777579375000002
93,203081,Damian Lillard,5.9839655249999995,0.9395988582425611,1.819940309375,0.38726658235361905,2.390633190625,0.7381276228403175,0.34721830750000005,0.09831303839580074,0.33086304375,0.09475334230223405,9.72087385,2.3430214318855587,20.593493875
94,203082,Terrence Ross,1.67167735,0.3077101868382549,2.21828392625,0.4795617987869103,3.4625401624999994,1.0442966409650916,0.8948902068749999,0.22902749946339757,0.43873080375,0.1276181995737882,5.8947238,1.463405315515599,14.580846743750001
95,203083,Andre Drummond,9.37656598125,1.4684371212166907,2.68052720625,0.5620414170114667,0.26259961243749996,0.10171901489491936,0.04464202508125,0.020080943790183332,0.0537980174625,0.026020100807721304,0.17543032643750003,0.06324700347782787,12.593562200000001
96,203084,Harrison Barnes,4.001290300000001,0.6234253859372708,2.2571848937500003,0.46801686208417076,0.632547508125,0.20439632519484036,0.8060825768749998,0.19180860616441742,0.776272205,0.20465517216732632,3.2718624999999997,0.7588620969979493,11.745239775
97,203085,Austin Rivers,2.5277781062499995,0.4217399386761956,1.248128129375,0.29776375190236204,0.35510041325,0.14286485489594658,1.267849865,0.2895504897239457,1.023134611875,0.2579149217594994,2.964856425,0.7146503007027943,9.38684788125
98,203086,Meyers Leonard,3.3337037062499997,1.162609579776905,1.747572505,0.8646025252592336,0.921995888625,0.7457817325904742,0.63747707375,0.3544264152039596,0.54994309975,0.32357910734410444,4.22907031625,2.9232457779310788,11.41976265625
99,203087,Jeremy Lamb,2.50976615,0.5565113466164032,2.82039175,0.7369534809163245,2.34298435875,0.913194251121091,0.65146969625,0.22024638560942433,0.5233563462499999,0.1991117190967237,5.1234135812499995,1.6424674015697731,13.971381562500001
100,203089,John Henson,4.5199198124999995,1.3997876087284062,2.3812160962499997,1.1369035141193637,0.8417157459375001,0.6591809303072185,0.65966560575,0.3716992557863379,0.5384230130625,0.3417682435547023,2.4562380268750004,1.7721446920604742,11.39717775
101,203090,Maurice Harkless,3.281938168749999,0.6847709997072627,0.8277433843750001,0.28390900314406703,0.4682543439375,0.23426118237999977,0.953070536875,0.30901703509134193,1.0294500525,0.3626150656143195,1.93491268875,0.691990681584201,8.49536949375
102,203095,Evan Fournier,2.5999022624999997,0.5240985805025197,2.34949449375,0.6032729233559995,2.135143181875,0.8650515808328527,1.28322519875,0.3721837962554664,0.6183519900000001,0.20677510526012893,6.8001139749999995,2.103855983846316,15.7862309375
103,203107,Tomas Satoransky,2.95641521875,0.6356029500376609,2.26974679375,0.6153086455115696,1.31195157,0.5497424277332035,0.514004230625,0.19130539341310385,0.4971092625,0.18541295248486175,2.2707304331250002,0.7770584502455353,9.819957899999999
104,203109,Jae Crowder,1.789000391875,0.4190971440752947,0.995243885,0.2991793627771567,1.27301557,0.5423723338511943,0.8863944650000001,0.2682589899019929,0.858545668125,0.27621959446459754,5.817799831249999,1.7798946013171775,11.620000475000001
105,203110,Draymond Green,3.5542162375000004,0.5447255033615267,2.027059436875,0.43322204605599884,0.553959818125,0.18857732544343392,0.306000370625,0.08865279690763153,0.293105539375,0.08742682026151043,1.8091689706249996,0.4663331628699604,8.54351005625
106,203114,Khris Middleton,3.1461859500000005,0.5147542620177832,3.03418903125,0.6258876235158944,4.32823160625,1.24772410928808,0.597343206875,0.16452675081558266,0.44916216187499997,0.13326621419843038,6.152320456249999,1.4141502108871264,17.7074321875
107,203115,Will Barton,3.5960559312500004,0.5363558256145194,2.56402426875,0.5605856972097043,1.850812909375,0.5727762157252155,0.659728365,0.17181342509190173,0.5970704743749999,0.16405252723851313,5.1369754625,1.2169706555746984,14.404665625
108,203118,Mike Scott,2.49550840875,0.6942174098240878,1.3780082750000002,0.5728953055617116,0.9770815425000001,0.5525603922657579,0.797482760625,0.3604449340045295,0.9010826806250001,0.38473422926315953,4.94264365,2.024215908895603,11.491806637499998
109,203145,Kent Bazemore,3.1056748312500004,0.643139687765202,1.4930504375,0.45386350744818627,1.5747781162499999,0.6694929000241714,1.15891620625,0.37876579925444687,1.212130881875,0.4004527832959435,2.6583590406250006,0.8833989397920978,11.20290980625
110,203200,Justin Holiday,2.2987906062500003,0.4152053286735913,0.46290387124999993,0.1286045975836388,1.171752048125,0.39620798675711133,1.4544071643749998,0.3391658629795658,1.454969253125,0.35833776481389257,4.6566991125,1.1934314578929899,11.499522393749999
111,203210,JaMychal Green,4.88555485,0.7701760464530837,1.2975291243750002,0.2993544489175982,0.636498648125,0.24296638993579556,0.8858902293750001,0.21843051259123977,0.7737155412500001,0.21841157827934524,3.68996208125,0.8644565020393483,12.16915064375
112,203382,Aron Baynes,6.1029020124999995,1.5904381017067908,2.141727340625,0.7501814080251836,0.764308843125,0.4260484879536876,0.1891620701875,0.09304677232541939,0.179812595625,0.08907331436831897,2.52006270875,1.0541110166775705,11.897975875
113,203457,Nerlens Noel,4.0028595750000004,0.8681425566442527,1.496759781875,0.4532127489127008,0.6744065825,0.305757188471088,0.07205583780625,0.03635753643595186,0.06772450549375,0.035736740777292976,0.115136529125,0.0694643364524269,6.4289429625
114,203458,Alex Len,5.8563054687500005,1.2000601440686338,3.1988189,0.8326949089505502,0.40355588231250006,0.19384679813755562,0.2143189210625,0.0878680675160284,0.1952787966875,0.07858041874022359,0.7168041425000001,0.26119371372259026,10.585081843749998
