stan_idx,nba_api_id,name,ra_fgp_mean,ra_fgp_sd,paint_fgp_mean,paint_fgp_sd,mid_fgp_mean,mid_fgp_sd,lc3_fgp_mean,lc3_fgp_sd,rc3_fgp_mean,rc3_fgp_sd,ab3_fgp_mean,ab3_fgp_sd
31,201567,Kevin Love,0.63283433125,0.02788477725563759,0.43801685437500004,0.03102131277882866,0.39286268625000004,0.025421199255474966,0.38161587499999994,0.01706017075000643,0.37700215125,0.011038735909440602,0.34817361062499996,0.013282907993367345
32,201568,Danilo Gallinari,0.6499742287500001,0.032763258905959325,0.409383160625,0.035021346325917066,0.392135808125,0.02504440346953904,0.38223651249999996,0.017976010723909065,0.378043639375,0.012082985768036583,0.359477573125,0.014672509122706408
33,201569,Eric Gordon,0.623637513125,0.023458200571278433,0.41281620750000003,0.02616853466831767,0.386532009375,0.03005612368350312,0.40017860187500004,0.01712145597713937,0.39530366375,0.011426132254975256,0.35542176499999995,0.013517966670963314
34,201571,D.J. Augustin,0.564582463125,0.03591531952473262,0.3993673975,0.04147518423760458,0.39767214312500004,0.03019914928102512,0.3985158837500001,0.018176395959636386,0.39483759375000005,0.0116532833087916,0.36042014249999993,0.01771085867521515
35,201572,Brook Lopez,0.7356359312500002,0.020349321546498142,0.476891499375,0.026476744514125024,0.42143164,0.026158049550289487,0.32105796062499997,0.02575933292935445,0.36980263125,0.019880548027412962,0.3389003325,0.015539816275641542
36,201577,Robin Lopez,0.6960739762499999,0.02866322296119517,0.512578525,0.029105110779369572,0.39555085250000005,0.0325743069518101,0.317907515,0.02579062726529301,0.37014972749999997,0.020111925685168584,0.344110865,0.018725392435187442
37,201580,JaVale McGee,0.700914533125,0.02249189217418474,0.46554745687500004,0.032367674743204684,0.39722611,0.03112615510786949,0.31849368562499997,0.026146736721635904,0.37063177374999995,0.020651521150633453,0.341890140625,0.019189215952608633
38,201586,Serge Ibaka,0.694489118125,0.02874972864640067,0.43500130937500003,0.03270099356640272,0.4063343275,0.0276493619263898,0.38045641562499993,0.017809917529437943,0.376816895625,0.011535311408008491,0.3509004325,0.017417957198404287
39,201587,Nicolas Batum,0.6504042556249999,0.031213302455728405,0.409817939375,0.041417382656448724,0.41128502999999994,0.029588797704162464,0.39918616687499997,0.01683140535825894,0.39876863687499997,0.011643298659852164,0.3538757724999999,0.01551390762036579
40,201588,George Hill,0.64388648875,0.0303957855381486,0.38661766125,0.035940656900876174,0.42117402249999997,0.028872906593283846,0.400397795,0.01809996842798973,0.39574697000000003,0.011588137109738564,0.34840566312500004,0.017354907949291756
41,201599,DeAndre Jordan,0.74563230625,0.01962148598236665,0.42096170937500005,0.04298417314471586,0.39936231687499996,0.03267118143481293,0.31838848,0.02644539961916061,0.36986435125,0.020380672352571527,0.346517161875,0.019566031617369972
42,201609,Goran Dragic,0.58971534,0.0299980487670765,0.38512168562499993,0.030591779451582958,0.4110173125,0.026362696467425215,0.40411702375,0.01787599776371059,0.39497759062500004,0.011071739336844827,0.34612245875,0.016675207217552
43,201933,Blake Griffin,0.629145415,0.028257114408216297,0.409256093125,0.03680642241110174,0.377584685,0.03146307756044416,0.37525132187500004,0.017479375026285163,0.376386719375,0.01227490249026951,0.33675237124999996,0.016147869220648696
44,201935,James Harden,0.58796943,0.019764458503810572,0.404060813125,0.02213084548601121,0.416947941875,0.026920785000785107,0.397474998125,0.018752789424926135,0.39342264625,0.011656027063063167,0.355178596875,0.0117045339824196
45,201937,Ricky Rubio,0.52217681875,0.0297131948142092,0.375847970625,0.03046724706056919,0.4043094225,0.02530364617182658,0.394255685625,0.017886930736135065,0.393592513125,0.011258974730845955,0.340970196875,0.016076867447379642
46,201939,Stephen Curry,0.647573260625,0.021811946742013873,0.46936567437499993,0.0236133517161286,0.432356601875,0.02246077750086518,0.403311839375,0.017301789908231304,0.396661711875,0.011955413264557565,0.383375941875,0.01161648970326219
47,201942,DeMar DeRozan,0.6561066568749999,0.017362498429060843,0.47271155875,0.018697729264480177,0.449939824375,0.013443620760783937,0.39366402875000006,0.017775848678872507,0.39283767875000003,0.012304984139691057,0.34960504625,0.016869182978225736
48,201949,James Johnson,0.6362935750000001,0.028798365776301005,0.38587628687500003,0.035239937834892356,0.388940588125,0.03062867402226603,0.3794218975,0.01780198730720095,0.37494887874999994,0.012427825750822163,0.340422621875,0.017033175434799187
49,201950,Jrue Holiday,0.6357547225,0.018794467428787223,0.43549526125,0.020069785138685427,0.43782885875,0.02158426305856418,0.40243236125000004,0.017525558895210687,0.39354298249999997,0.011938580332725652,0.368402856875,0.013471718855258975
50,201952,Jeff Teague,0.60484682,0.036978850644643485,0.39002363124999995,0.03633938309575815,0.39746228312500004,0.030701425415063634,0.39922974749999995,0.019953824291849262,0.3947293325,0.011602727352521207,0.35835024812500005,0.018705089309538434
51,201959,Taj Gibson,0.67471642,0.028702993563866297,0.419575376875,0.039716386004549055,0.391928520625,0.028607210263600063,0.37988965937499997,0.018503557645919058,0.37807959625000004,0.010911450334430155,0.34365636375,0.01939398714096552
52,201961,Wayne Ellington,0.623576054375,0.040430216768187976,0.42262058124999996,0.045504465885129325,0.404672966875,0.030812514395181675,0.39846031,0.017711304719060083,0.395363906875,0.01241299634196767,0.36134421062499994,0.016197580794713208
53,201976,Patrick Beverley,0.58089694,0.032724626291680554,0.423821413125,0.029808077175657484,0.41176085187500006,0.030440660060886228,0.397389199375,0.017562000845066733,0.39474105000000004,0.011707729179798277,0.343693629375,0.015492097232605794
54,201980,Danny Green,0.597547426875,0.03989961103287415,0.402127194375,0.040679341731434684,0.40881605875000004,0.029202661243353294,0.40068425750000003,0.017164972483955335,0.39594553375,0.010981587246448528,0.35348783312500004,0.015484474926770289
55,201988,Patty Mills,0.6179167175,0.03284758833790456,0.4025790274999999,0.038410460406092424,0.39987911874999993,0.024748826993029355,0.402862875625,0.017042366757331735,0.394432155625,0.011991415722826719,0.360329474375,0.014511690372785432
56,202066,Garrett Temple,0.5935049131250001,0.035095531863391496,0.4007921075,0.040982780489962414,0.394434504375,0.02777545524044081,0.395047365,0.017190030869461085,0.39240368312499996,0.011294031841318459,0.344805029375,0.016243768515641993
57,202083,Wesley Matthews,0.622223038125,0.03534089693912241,0.38779478437500003,0.036745739184007864,0.39673196875,0.03128063263141465,0.39338476562499997,0.01736414648483891,0.39208642125,0.011806829328721088,0.347190685625,0.016178087376967444
58,202322,John Wall,0.58439383,0.02753439057015517,0.3831069625000001,0.034158376924809296,0.38149233187500003,0.025935113191130166,0.39901570750000004,0.018110208513589614,0.39383136625,0.011577332851508196,0.34394810249999996,0.0168962155780738
59,202324,Derrick Favors,0.6797506893749999,0.02766073527857922,0.457489781875,0.03699028000408413,0.39649528375000004,0.029782401347347498,0.37821952937500003,0.017920338967647546,0.376733240625,0.012628007234277885,0.34792674687499997,0.019058287494625605
60,202326,DeMarcus Cousins,0.6404292018749999,0.02933274031451241,0.4460004012499999,0.038561383284741596,0.39727093124999996,0.031986718824854064,0.318065883125,0.025648714835751815,0.36985740562499997,0.020691429154781536,0.33876352187500003,0.018063499266636338
61,202330,Gordon Hayward,0.6586241125,0.022881606560971497,0.411131121875,0.02327543294075368,0.4271397056249999,0.021693862497552584,0.384253169375,0.017642956064232464,0.37902105875000003,0.011498022972572217,0.34365959437499993,0.014520030105464429
62,202331,Paul George,0.6392244000000001,0.021494393687860797,0.4075499,0.025197916389232466,0.40435301374999993,0.01900491051609586,0.3860559512499999,0.017840738188241355,0.38346580437499994,0.013386303655783992,0.34703774375,0.013140149014778559
63,202335,Patrick Patterson,0.65476502875,0.040402165809123695,0.425399165625,0.042549678333413325,0.394813328125,0.03194375506482776,0.38015907812500005,0.018874691189480996,0.37723018687500004,0.01232886817537209,0.348740834375,0.01809715094616259
64,202339,Eric Bledsoe,0.62492464625,0.02758972077146416,0.400396021875,0.02922399998809021,0.39426397,0.02582552865722888,0.398367535,0.01747636961585629,0.393311990625,0.011961547706423159,0.34772112625000007,0.01594825905088267
65,202340,Avery Bradley,0.607220544375,0.03536514373380986,0.40476367437500005,0.03915698097404974,0.4079597099999999,0.028457177080060136,0.40083237749999995,0.01694287715922221,0.39310072875,0.012003152028693275,0.355392318125,0.01834718574174038
66,202355,Hassan Whiteside,0.7345769275,0.021627312197479456,0.447138949375,0.030287144172124615,0.400704644375,0.029501761837077728,0.31804266750000004,0.02673985280423106,0.37036326187499996,0.01994251399440518,0.3448585475,0.019526637093666276
67,202357,Nemanja Bjelica,0.6488636975,0.030466765757128596,0.409221321875,0.03405906951763394,0.391990675625,0.0313638136709992,0.38094179624999996,0.017769079191209822,0.37836488562500004,0.011231588167142408,0.3489009631250001,0.017312886546746478
68,202362,Lance Stephenson,0.65660959375,0.037754605704949575,0.4283633125,0.04339783620713242,0.3917706468750001,0.02791416840736399,0.38143545500000003,0.01793900566020104,0.37743758625000007,0.012444655401669865,0.34288706687500004,0.018568464303992744
69,202397,Ish Smith,0.556472499375,0.03262103098091015,0.398029503125,0.031926128596828654,0.41538352625,0.02343340844380755,0.4023178337500001,0.018618542406425402,0.39413894312500003,0.011434780369715906,0.353607675625,0.018181804110508556
70,202681,Kyrie Irving,0.6488283125000001,0.019861527418412305,0.49781938187499997,0.021436815852956016,0.44951695375,0.01996322545855531,0.401127645,0.01736256724048103,0.3934404025,0.01186652587098447,0.37244801250000004,0.012750910185300253
71,202683,Enes Freedom,0.6679379362500001,0.02463936658225381,0.45027626249999997,0.038052014288534636,0.399082804375,0.033615142389198736,0.31904419812499996,0.0278504093205804,0.370280639375,0.019806173484278194,0.34439025375,0.019421462065537468
72,202684,Tristan Thompson,0.623763563125,0.02582885551933177,0.444780323125,0.029350604299634365,0.401812664375,0.030997198903900666,0.318060386875,0.026621777572618115,0.369879889375,0.02021076380158323,0.345253881875,0.019046368400115584
73,202685,Jonas Valančiūnas,0.685887668125,0.015753711080979747,0.497270399375,0.018327287422341708,0.41043892,0.023226588850170187,0.31678387125,0.026231900928705556,0.370492928125,0.020516799781196606,0.34681776999999997,0.016523693813947894
74,202687,Bismack Biyombo,0.711576700625,0.022451920961239588,0.406335530625,0.030516994598691435,0.39094543375,0.03209529872005183,0.31798180187499997,0.026674480488640667,0.37002028875,0.019940012173087395,0.34582970125,0.019316472016798213
75,202689,Kemba Walker,0.5863028943749999,0.03148473176359803,0.402371445,0.03323804005258094,0.40253420125,0.026099915133257587,0.40114891125,0.01837251074386333,0.39503649625000004,0.0120451178406434,0.357124496875,0.014790128765877606
76,202691,Klay Thompson,0.637470715625,0.030969760808222363,0.414010405625,0.026678606600815818,0.40753682437500005,0.02004842643659424,0.39822514624999994,0.017166487176577826,0.394331366875,0.012225374008635798,0.378996401875,0.012776134728581705
77,202692,Alec Burks,0.5372219524999999,0.027839257693727103,0.38234679,0.024841174690866573,0.404745704375,0.024237616639187748,0.40192775562500005,0.016600383851876916,0.398048745,0.01233578215669663,0.368077113125,0.014600626729367742
78,202693,Markieff Morris,0.65751552,0.037108525110371875,0.41889382374999995,0.041113865198573046,0.3951330675,0.030215946806619248,0.380620194375,0.018147072576564335,0.377295981875,0.012243197449769667,0.345385175,0.018287968194057945
79,202694,Marcus Morris Sr.,0.616611885625,0.030531352862222524,0.4315313225,0.02495240123877848,0.4191082281249999,0.019692390102075828,0.37772736375,0.017070918039137087,0.379440766875,0.01229906635857079,0.363015150625,0.014792444187462298
80,202695,Kawhi Leonard,0.6745675375000001,0.022042629347297563,0.48430153750000005,0.022238736892438243,0.435301101875,0.020039997262325075,0.389176790625,0.018314466716998264,0.37860321437500005,0.012097949122358233,0.358155499375,0.015326318118599119
81,202696,Nikola Vučević,0.6929097612500001,0.017441972097694356,0.505431954375,0.018738180082549197,0.407275934375,0.01834353204061498,0.319997273125,0.02550796515874557,0.3717566225,0.020906653656880235,0.33950873375,0.013859190914483822
82,202699,Tobias Harris,0.66110422375,0.016488911864717938,0.45267263812499997,0.019306449197118603,0.40158733187500006,0.022320460740355114,0.374801403125,0.017285881525629963,0.38225122312500004,0.012164277127087751,0.35431701312499997,0.014208642999525069
83,202704,Reggie Jackson,0.570551063125,0.02429060937588105,0.427041126875,0.02342383297374765,0.3623366275,0.021520485515433747,0.39572967000000003,0.01753229631433373,0.39496790374999996,0.011170571500632182,0.341752724375,0.013698041800414607
84,202709,Cory Joseph,0.608451775625,0.028104246769799415,0.40997532875,0.02721307634397797,0.39424551812499997,0.02462963311662745,0.402813765,0.018333901586740205,0.394199478125,0.01134733957066684,0.35998755562500007,0.01600010307168069
85,202710,Jimmy Butler III,0.65844298375,0.016561140562352156,0.42831051125,0.020328657155352724,0.39006696249999995,0.018882595024945426,0.37704412750000005,0.01796575231468178,0.37490307875,0.01212166400138811,0.33419300812499997,0.01727753181423229
86,202711,Bojan Bogdanović,0.631940169375,0.02208537894087256,0.425451714375,0.020921702273931808,0.40068798625,0.022393521104407878,0.39058269625,0.017509503208835937,0.37762685625000003,0.010952752465503177,0.3621652575,0.013623939942154903
87,202722,Dāvis Bertāns,0.658666516875,0.0370460689347023,0.39812353875,0.04169071327116505,0.392086103125,0.031535567310677005,0.38297206187499994,0.016971966989510867,0.37937749499999995,0.011457996299854306,0.35430071437500005,0.015170772504153945
88,202734,E'Twaun Moore,0.61755971375,0.041451125273996615,0.410231355625,0.04048087660154058,0.40642275187500004,0.0317497829040658,0.40050135812499993,0.01799312755571197,0.39482964499999995,0.011956517972908124,0.355727863125,0.01906516685412536
89,202738,Isaiah Thomas,0.600845676875,0.04342755591505197,0.401541985625,0.04248318918653787,0.41213212562500007,0.03177985432569418,0.40074983750000004,0.018492429155463695,0.39435420937500004,0.01133674122970473,0.358251921875,0.019227340340405158
90,202954,Brad Wanamaker,0.603080845,0.036711044708060615,0.39056281812500004,0.039009995579691446,0.401887444375,0.029792272539777925,0.39984553125000005,0.018825968797854028,0.39493333687500004,0.011511759954157324,0.34691831812499996,0.01740589588564523
91,203076,Anthony Davis,0.74237869375,0.015214631896794641,0.438777953125,0.019848333757073355,0.380416609375,0.01940239982574416,0.38236287312499995,0.01722810712294092,0.37814186875000005,0.011606975593485731,0.32124409125,0.017027712122094484
92,203078,Bradley Beal,0.669111191875,0.017005353407936248,0.420738979375,0.019151121614613062,0.44757691625000007,0.017929444791194345,0.3997172175,0.01686808190174401,0.3928546225,0.011738226032976352,0.3473099425,0.013497260689550815
93,203081,Damian Lillard,0.602617584375,0.018379948016769006,0.41158738187499994,0.026529276687389098,0.432079058125,0.022888601802856953,0.394339780625,0.018649239144332395,0.395271445625,0.012022540925467602,0.3627458425,0.010884011834633578
94,203082,Terrence Ross,0.6354485737500001,0.031420661292007546,0.43140306500000003,0.028350816718099588,0.42993962500000005,0.022066322154317537,0.4013482775,0.017705449373723724,0.39366592499999997,0.012007688354524156,0.341198300625,0.013576253901168745
95,203083,Andre Drummond,0.63094138375,0.0161973014491685,0.425527230625,0.02735446455480233,0.38905348312499993,0.0314017476035525,0.31834203250000004,0.026511967219638638,0.36966007937499995,0.020722024562270083,0.33966413875,0.01971321950283612
96,203084,Harrison Barnes,0.651928714375,0.018641566172744,0.388022470625,0.023006301399489164,0.391976628125,0.027888097587184642,0.38560007125,0.016303978254782588,0.3800446037500001,0.011107912619242913,0.35109096124999994,0.014231572664361394
97,203085,Austin Rivers,0.625124025,0.02826008946753575,0.40176202000000005,0.032917206939849106,0.398924131875,0.031698037107516355,0.40596201187500003,0.017225932910236937,0.39499490000000004,0.011594924730350776,0.33796942125,0.015992004352841406
98,203086,Meyers Leonard,0.6789147750000001,0.03942708549310518,0.42315821,0.04326952791787657,0.39270019375000004,0.03316991410150486,0.38071416625,0.018870836511032333,0.37732741374999995,0.012450200032431646,0.35030077000000004,0.01900744263925581
99,203087,Jeremy Lamb,0.6008512168750001,0.03468404048748271,0.396748515,0.0331414542899414,0.42387327874999997,0.027305937271769273,0.3969731056250001,0.018556537347912416,0.39513751812500003,0.01184820769672238,0.35430621062499995,0.016908868380971335
100,203089,John Henson,0.676173799375,0.03842851826847315,0.424234133125,0.04149392908708637,0.398198625,0.03323528061665984,0.3810292575,0.018054999514052712,0.377617469375,0.012529956715769695,0.34562343437500004,0.018542927377458322
101,203090,Maurice Harkless,0.6596801487499999,0.0318468224498791,0.420603643125,0.041088634382235374,0.395843405,0.03161897573433515,0.37600063000000006,0.01764013771181648,0.378286675625,0.012176137413981327,0.339901949375,0.018290578728181676
102,203095,Evan Fournier,0.6027564143749999,0.03136859745530024,0.41922290624999997,0.028505633957232226,0.42240397875,0.027429121016873625,0.409435000625,0.017730349929517032,0.39502606625,0.011261777221451814,0.36335136375000004,0.01464458115046948
103,203107,Tomas Satoransky,0.632013599375,0.0309564648688303,0.399091331875,0.033596496875611656,0.40912544624999997,0.029038202326217802,0.3997337,0.018882952304989282,0.393802439375,0.011853646839900141,0.34753952312499997,0.01741755241217075
104,203109,Jae Crowder,0.647469133125,0.03722465458475273,0.408107533125,0.03890468223887264,0.4069927581250001,0.02876515837342759,0.38257340187500005,0.016286867936404208,0.37790066125000005,0.011848729331462022,0.34498326625,0.015409596929198405
105,203110,Draymond Green,0.6701073275,0.0221680977847163,0.44243271125,0.026795700298445708,0.38626655374999996,0.028666834038564685,0.373304480625,0.018897040901213198,0.378136671875,0.01173394911221107,0.334413345,0.0165228293509609
106,203114,Khris Middleton,0.6472373887500001,0.025404767229623922,0.439295055625,0.024127207723414264,0.4375661343749999,0.018171081325352334,0.3803289825,0.017380558344589903,0.37904160875000004,0.011440903589399023,0.354186191875,0.013455081228482383
107,203115,Will Barton,0.59454088375,0.022856035054258338,0.36673913312500006,0.025072398203834684,0.394318005625,0.024447395739308174,0.4038613637500001,0.017278978881221135,0.39742984375,0.011756087825168965,0.34790079125,0.014518601293303823
108,203118,Mike Scott,0.64604974875,0.03743549947959655,0.424659895,0.042126234991869675,0.38987435312499996,0.03267327410307509,0.38128988500000005,0.01830143842415194,0.37691876999999996,0.01237840120919701,0.346447956875,0.018230789826726247
109,203145,Kent Bazemore,0.560732349375,0.03223129267534211,0.40305930125000006,0.03892578475323906,0.37861723500000005,0.028761914324150522,0.39619122375,0.01830529335397103,0.39460272750000003,0.012424732195131764,0.35831754312499997,0.019100089106713358
110,203200,Justin Holiday,0.62073173875,0.03141912904808945,0.38324653250000007,0.039652489479873064,0.38276086,0.026497939808486054,0.382350696875,0.016601693663787446,0.376128585625,0.011421037697880974,0.34625449375,0.014753284958525709
111,203210,JaMychal Green,0.662657866875,0.024531560541787855,0.444796975625,0.03553386929749251,0.39417792625000003,0.02919862316665481,0.379952031875,0.01625378291239793,0.378040211875,0.011709006877804965,0.34536987625000004,0.01656591891477608
112,203382,Aron Baynes,0.666482399375,0.03354788810055522,0.448153695,0.04110391128257413,0.404910056875,0.03371095221393027,0.317802305,0.026681126346248488,0.369602703125,0.02079974121491636,0.34122701812499995,0.01869697644063196
113,203457,Nerlens Noel,0.7176008837500001,0.028483838453392935,0.45956901625,0.039377740106241954,0.4014228775,0.03235706639197988,0.31811978687500003,0.026085675290956196,0.37037310375000004,0.020798634435804576,0.343337233125,0.01933904675960084
114,203458,Alex Len,0.712303836875,0.02653175615845124,0.450844399375,0.03317310563413719,0.40006736437499996,0.031884511806151365,0.320130145,0.02754825524373504,0.369521125625,0.020017437890682797,0.34142776374999995,0.019094798004179986
115,203459,Allen Crabbe,0.618015643125,0.044134295801884785,0.41041904625000003,0.043092111392563616,0.41004810625,0.03265090503309152,0.400357951875,0.018463578309324522,0.39494654312499994,0.012251252061754352,0.35309673937499997,0.019364615677188113
116,203463,Ben McLemore,0.6382036756249999,0.03486000898372526,0.3949095525,0.04061035110397956,0.41290018000000006,0.030305042132211267,0.406824769375,0.01789440556189803,0.39809071437499993,0.01241185834218806,0.34023235874999996,0.015045324968991147
117,203468,CJ McCollum,0.587316601875,0.021992693391746528,0.4490082175000001,0.019537302114197953,0.42434831625,0.016330926920569633,0.40456654375,0.017390285235709502,0.39262774624999996,0.011784963675616949,0.37202283625,0.012524822493530034
118,203469,Cody Zeller,0.651403508125,0.02804012001989175,0.407510380625,0.03724125309718041,0.39742064812500005,0.03293180711958894,0.38051341437499997,0.017875813664283043,0.37736653437499995,0.012016390010161885,0.341745510625,0.019353401874150886
119,203471,Dennis Schröder,0.5869232424999999,0.02149518435975704,0.39675759937500005,0.021693320536143715,0.4223026425,0.019965458376022666,0.39476434874999994,0.017760385630515556,0.3937751625,0.011491976642416383,0.350962190625,0.014615789597231383
120,203473,Dewayne Dedmon,0.6915201625,0.029884109915301875,0.44938827937500003,0.03990515477977219,0.39912690062500006,0.030893981134551104,0.31784559375,0.02651215675789054,0.37007218625000005,0.019973273073010864,0.34333996937500005,0.019572952283245036
