nba_api_id,name,context,alpha,test_team,prior_team,role_mode,baseline_fga_per36,blended_fga_per36,baseline_3pa_per36,blended_3pa_per36,baseline_pts_fg_per36,blended_pts_fg_per36,actual_fga,actual_3pa,actual_pts_fg
203110,Draymond Green,stayer,0.6,GSW,GSW,team_with_absorption,8.543510373124999,8.969446806737114,2.4082748806249996,2.4953694520809586,9.475266322500286,9.951631178704737,8.975871313672922,3.1126005361930296,10.158176943699733
203114,Khris Middleton,stayer,0.6,MIL,MIL,team_with_absorption,17.707432412499998,19.464492342298016,7.198825824999999,8.05035390102116,18.255757089656264,20.0429563114536,15.556451612903226,5.975806451612903,17.612903225806452
203200,Justin Holiday,mover,0.5,DEN,ATL,trade,11.499522055625,11.842603668214458,7.56607553,6.275963760924842,12.252935172116324,12.478861462188673,8.102088167053365,5.679814385150812,9.647331786542924
203458,Alex Len,stayer,1.0,SAC,SAC,team,10.5850821113125,10.5850821113125,1.12640186025,1.12640186025,12.706695228772176,12.706695228772176,6.5528089887640455,0.24269662921348314,8.089887640449438
203468,CJ McCollum,stayer,1.0,NOP,NOP,team,19.311806158750002,19.311806158750002,7.92957598375,7.92957598375,19.91319146525407,19.91319146525407,17.59147753589625,9.28763316350162,20.125984251968504
203469,Cody Zeller,mover,0.5,NOP,MIA,trade,11.646688696124999,11.09423783213741,2.3466175029375,4.117050318075832,13.284034229841645,12.27029535540402,7.018867924528302,0.33962264150943394,6.0
203471,Dennis Schröder,mover,0.5,TOR,LAL,trade,13.782242876875,13.153680308139228,4.694880458125,5.12020318039688,13.724240808550842,13.339797153236125,13.407794294897549,5.322619525914022,13.653676175170752
203482,Kelly Olynyk,stayer,0.6,UTA,UTA,team_with_absorption,12.560995445,12.791841408633188,5.651978660625,5.671992565502517,13.961891918629384,14.079442289077859,10.165909090909091,3.170454545454546,12.518181818181818
203484,Kentavious Caldwell-Pope,stayer,0.6,DEN,DEN,team_with_absorption,11.257035189375001,11.52589253448393,5.496782473125,5.729129640445278,11.994068838989698,12.305337484719665,8.790349417637271,4.612312811980033,9.958402662229616
203486,Mason Plumlee,mover,0.5,LAC,CHA,trade,9.111050524375,10.401892585549776,0.252716846875,3.2690638612912193,11.634760249381523,11.87657907124258,8.184249628528974,0.32095096582466565,9.307578008915305
203488,Mike Muscala,mover,0.5,WAS,OKC,trade,13.58663744,14.224341431868584,8.9047913875,6.9658490561663555,14.849256594056817,15.142695644182185,9.407035175879397,5.788944723618091,8.442211055276383
203493,Reggie Bullock Jr.,mover,0.5,HOU,DAL,trade,9.528695984375,10.73605247518609,6.619839195625,5.904844196259512,10.284184600579357,11.514988852844963,7.062200956937799,5.770334928229666,8.181818181818182
203496,Robert Covington,mover,0.5,PHI,LAC,trade,11.011006918125002,10.750704380485587,6.6668302793750005,5.8489001665623395,11.86213570185328,11.399135699627848,7.24435318275154,4.139630390143737,7.761806981519507
203497,Rudy Gobert,stayer,0.6,MIN,MIN,team_with_absorption,9.508891224562497,9.903192326726348,0.10134653475,0.06953112681458527,13.022038166300781,13.483540124540237,8.540958268933538,0.04173106646058732,11.295208655332303
203501,Tim Hardaway Jr.,stayer,0.6,DAL,DAL,team_with_absorption,15.446261295,16.60773817234884,8.94406415625,10.120447796075581,16.192913305462845,17.515745437502822,16.557964184731386,10.128180961357211,16.88030160226202
203507,Giannis Antetokounmpo,stayer,0.6,MIL,MIL,team_with_absorption,19.963521638125002,23.0556824574602,3.926360244375,3.935835889961624,23.271341764624005,27.064287759472855,19.15429459774582,1.7349397590361446,23.897396035755925
203552,Seth Curry,mover,0.5,DAL,BKN,trade,13.531732056875,12.25720396351093,6.763112708125,6.3191293780009286,14.523715434150496,13.421587112067057,11.941463414634146,6.3219512195121945,11.590243902439024
203897,Zach LaVine,stayer,1.0,CHI,CHI,team,18.188952819999997,18.188952819999997,7.734991203749999,7.734991203749999,19.864286460908254,19.864286460908254,15.522935779816514,6.977064220183486,16.472477064220183
203903,Jordan Clarkson,stayer,0.6,UTA,UTA,team_with_absorption,19.31881359,20.398374075148084,9.427081365625,9.637494901669106,20.16344544195064,21.215583810257392,17.454545454545453,6.609625668449198,16.363636363636363
203914,Gary Harris,stayer,0.6,ORL,ORL,team_with_absorption,10.975818176249998,10.636996819463562,6.061684190625,6.413767368883523,11.676455220953896,11.425983683490573,8.23728813559322,5.685670261941448,9.37442218798151
203915,Spencer Dinwiddie,mover,0.5,BKN,DAL,trade,14.876898750625,14.576501145509416,6.6696757975,6.630240146238599,15.122800759584893,14.681688624985352,10.706319702602231,6.156133828996282,10.472118959107807
203924,Jerami Grant,stayer,0.6,POR,POR,team_with_absorption,15.5338012725,16.936751351735296,5.95006526625,6.548220977931819,16.284633728820097,17.873134302175615,16.70305676855895,5.423580786026201,17.233624454148472
203926,Doug McDermott,stayer,0.6,SAS,SAS,team_with_absorption,14.866091738124998,15.373246458752394,7.725552776249998,8.08842820830229,16.54551785946302,16.962351792502663,11.309734513274336,9.119469026548671,13.539823008849556
203932,Aaron Gordon,stayer,0.6,DEN,DEN,team_with_absorption,12.891258616875,14.133443337378248,3.8022412162499997,3.8200995935632296,14.870740123285447,16.638646194007777,11.226480836236934,2.1637630662020904,13.10801393728223
203935,Marcus Smart,mover,0.5,MEM,BOS,trade,12.063456840625001,12.715301471031653,6.463876873750001,5.834512244596424,12.45985371882227,13.034015805464552,14.149253731343283,8.0,14.686567164179104
203937,Kyle Anderson,stayer,0.6,MIN,MIN,team_with_absorption,10.71073099625,10.952986093687223,2.90381375875,2.738134802564578,11.2935886970141,11.566879304590731,8.762225969645868,0.9713322091062394,8.276559865092748
203939,Dwight Powell,stayer,0.6,DAL,DAL,team_with_absorption,8.078099283375,8.188017151107484,0.8070689480000001,0.5484388996641976,10.96371644442852,11.327525223375376,4.564593301435407,0.1291866028708134,6.244019138755981
203944,Julius Randle,stayer,0.6,NYK,NYK,team_with_absorption,17.68879114875,20.29725544562841,6.599913805,8.29151032679562,18.2651279667623,21.048518499440494,18.486486486486484,5.395577395577395,19.14987714987715
203952,Andrew Wiggins,stayer,0.6,GSW,GSW,team_with_absorption,16.037614195625,17.551324708274933,6.457396220625,7.4048440396708015,17.092122048376723,18.634481922194084,14.60978147762747,4.757544224765868,14.928199791883454
203954,Joel Embiid,stayer,0.6,PHI,PHI,team_with_absorption,19.020353700374997,21.70686313970173,3.1693479628749994,3.5052451413613634,21.12618058558916,24.106915953956594,23.38625954198473,3.819847328244275,26.216793893129772
203967,Dario Saric,mover,0.5,GSW,PHX,trade,13.043788165,13.094998397539799,5.4187369556250005,6.233457292223894,14.025114981096728,13.969471680531605,12.732907930720145,6.464904284412033,14.308113035551504
203991,Clint Capela,stayer,0.6,ATL,ATL,team_with_absorption,11.248165473931252,11.452849379591427,0.10047556211875,0.06028533727125,14.144644984183135,14.463360956132457,11.821466524973433,0.01912858660998937,13.504782146652497
203992,Bogdan Bogdanović,stayer,0.6,ATL,ATL,team_with_absorption,15.61559856125,15.59662013136301,8.781343620624998,8.836804346013611,16.667411987274114,16.630353061769156,16.486261448792675,9.60699417152373,17.715237302248127
203994,Jusuf Nurkić,mover,0.5,PHX,POR,trade,13.0568456555625,12.822837371373188,1.9651516218125,3.2080161217503935,14.705026078102684,13.725701943425152,10.862367661212705,1.5591915303176132,11.468719923002887
203999,Nikola Jokić,stayer,0.6,DEN,DEN,team_with_absorption,16.536205427625,17.427270360055886,3.022186940124999,2.998428443144767,20.384673326147297,21.6261009273752,18.559006211180122,3.0383631713554986,22.715381804895873
204001,Kristaps Porziņģis,mover,0.5,BOS,WAS,trade,17.3440178740625,13.974275939550141,6.455683799062499,5.724063561999763,18.590206137499415,15.273592756574015,16.02841918294849,6.245115452930729,18.88454706927176
204060,Joe Ingles,mover,0.5,ORL,MIL,trade,10.466378859625,11.09550758780355,7.370521684999999,6.01941678350741,11.59475970430465,12.082020724774056,7.008576329331047,4.970840480274442,8.274442538593483
204456,T.J. McConnell,stayer,0.6,IND,IND,team_with_absorption,12.095874367187498,12.432606549577773,1.5766544446875,1.6343803955084013,12.974990430669889,13.360722490874267,16.484942084942084,1.2231660231660233,18.84787644787645
1626145,Tyus Jones,mover,0.5,WAS,MEM,trade,12.970673866875,13.916359645306084,5.440409138125,5.233657931478855,13.29067518819678,14.233599290013135,12.40351784790481,4.767718572167615,14.116916709777549
1626153,Delon Wright,stayer,0.6,WAS,WAS,team_with_absorption,9.379165300625,10.013327751803573,3.5071109912500003,3.861654349852041,10.020096413985724,10.59584773416858,9.133603238866398,3.3036437246963564,8.404858299595142
1626156,D'Angelo Russell,mover,0.5,LAL,MIN,trade,16.922049304374998,14.374723217684304,8.832706041875,6.7154478297668145,17.904042234370948,15.522802459840678,15.645875251509056,7.895372233400402,17.529175050301813
1626157,Karl-Anthony Towns,stayer,0.6,MIN,MIN,team_with_absorption,16.697287444125,17.13478643271783,5.8136689747500006,6.25039154772986,18.885222267522185,19.14878230933317,16.906666666666666,5.8133333333333335,19.448888888888888
1626158,Richaun Holmes,mover,0.5,WAS,SAC,trade,10.3302945283125,12.596169976024834,0.5971007095625,2.8120037171976056,12.532160317953121,14.31596527517813,9.535135135135135,0.1945945945945946,10.702702702702704
1626162,Kelly Oubre Jr.,mover,0.5,PHI,CHA,trade,16.7721769425,13.631289392673086,7.6740224306250004,6.352496242187341,17.67908669311357,14.317068943088653,15.35114133074308,5.6823700825643515,15.2986886838271
1626164,Devin Booker,stayer,0.6,PHX,PHX,team_with_absorption,19.63683579625,22.667245891918938,6.678777171249999,7.230982924003406,20.933703433394403,24.159863581299476,19.21472392638037,6.154601226993865,21.143558282208588
1626166,Cameron Payne,mover,0.5,MIL,PHX,trade,16.165041285625,13.832253593933213,6.6011614625,6.499319569290894,16.169776439354738,14.107565810326642,13.279141104294478,7.371165644171779,14.355828220858895
1626167,Myles Turner,stayer,0.6,IND,IND,team_with_absorption,12.705554201875,13.72164414178144,4.765520168125,4.968176030279815,14.770077397797454,15.986800324027964,15.740259740259742,5.6103896103896105,18.49350649350649
1626168,Trey Lyles,stayer,1.0,SAC,SAC,team,12.134235340625,12.134235340625,5.927007819375,5.927007819375,13.324555543304237,13.324555543304237,9.979274611398964,6.808290155440415,11.50259067357513
1626171,Bobby Portis,stayer,0.6,MIL,MIL,team_with_absorption,15.350295876250001,17.482045294345046,5.1755193075,5.735394229128099,16.63782467481975,18.892402297779622,16.42544731610338,4.401590457256462,18.46520874751491
1626172,Kevon Looney,stayer,0.6,GSW,GSW,team_with_absorption,7.271386412375,7.996455620580053,0.33838071925,0.2125745814735084,8.665829336478984,9.614247637373095,7.025125628140703,0.03015075376884422,8.381909547738694
1626174,Christian Wood,mover,0.5,LAL,DAL,trade,15.331743440624997,13.579570285809304,5.656763558125,5.127476587891815,17.513055105233292,15.404071667741814,10.924137931034483,4.717241379310345,11.627586206896552
1626179,Terry Rozier,stayer,0.6,CHA,CHA,team_with_absorption,17.846698057500003,20.190403424300428,8.290970188125,8.855489380117898,18.465140403977493,20.829431974576487,17.6031357177854,7.231749142577168,18.22048015678589
1626181,Norman Powell,stayer,0.6,LAC,LAC,team_with_absorption,15.823742911875,17.56648673622862,6.65000296125,7.352970183382361,17.05377078418778,18.854234015128146,13.893467336683416,6.946733668341708,16.516582914572865
1626192,Pat Connaughton,stayer,0.6,MIL,MIL,team_with_absorption,10.731698762499999,11.847069901633564,7.39483072875,8.561514178336472,11.938786797191167,13.205454885908601,7.471291866028707,5.124401913875598,8.267942583732058
1626196,Josh Richardson,mover,0.5,MIA,SAS,trade,13.267136878750001,12.798288065543224,6.2650712925,7.0717879826985985,13.618788245077315,13.45146412012189,11.315217391304348,6.195652173913043,12.195652173913043
1626204,Larry Nance Jr.,stayer,1.0,NOP,NOP,team,9.25026367,9.25026367,2.451301859375,2.451301859375,10.875825070362147,10.875825070362147,7.134868421052632,1.924342105263158,8.970394736842106
1626220,Royce O'Neale,stayer,0.6,BKN,BKN,team_with_absorption,8.299750809437501,9.56656144911765,5.393230698750001,6.46218426642608,9.018663871927425,10.364419214513056,9.940573770491804,7.782786885245902,10.770491803278688
1626224,Cedi Osman,mover,0.5,SAS,CLE,trade,13.199081223124999,12.486560691201761,7.593770226875,5.368281974068545,14.179497822339252,13.162274731591742,10.88503937007874,6.264566929133858,12.869291338582677
1627732,Ben Simmons,stayer,0.6,BKN,BKN,team_with_absorption,8.5349821379375,8.952139349806705,0.47746469043749995,0.32042260392705124,9.45919671151295,9.858577287349442,7.441340782122905,0.0,8.64804469273743
1627734,Domantas Sabonis,stayer,1.0,SAC,SAC,team,12.3951764128125,12.3951764128125,1.8779781340625,1.8779781340625,14.76645504895996,14.76645504895996,13.122184300341297,1.0689419795221842,15.984982935153583
1627736,Malik Beasley,mover,0.5,MIL,UTA,trade,16.354086711875,13.926776307058212,10.78997854,8.593728108040894,17.319185672203545,14.755960709786907,11.117194183062445,8.345594525235244,13.303678357570572
1627739,Kris Dunn,stayer,0.6,UTA,UTA,team_with_absorption,12.846432559812499,13.574065786605068,3.1772743316875003,3.01876445947263,13.525232213521372,14.173440708080415,9.007194244604317,3.194244604316547,9.640287769784171
1627741,Buddy Hield,stayer,0.6,IND,IND,team_with_absorption,16.16476331375,16.143856263689962,10.177866751875,10.24539438999684,17.511596280732,17.578698182002412,14.173228346456694,9.471051412691061,16.024085224641038
1627742,Brandon Ingram,stayer,1.0,NOP,NOP,team,17.78691611375,17.78691611375,4.8223103387499995,4.8223103387499995,18.39418784268435,18.39418784268435,17.39287410926366,4.138717339667458,18.5729216152019
1627745,Damian Jones,mover,0.5,CLE,UTA,trade,8.735552630499999,9.827908091481126,0.7306810161250001,3.2156527382650797,11.306864174623287,11.80169410507218,9.494505494505495,1.846153846153846,11.736263736263737
1627747,Caris LeVert,stayer,0.6,CLE,CLE,team_with_absorption,15.573233261875,15.131227102299501,5.756943903750001,6.059261138905141,15.763324409067557,15.511072327222156,15.084312723556463,6.107307102708226,14.679611650485436
1627749,Dejounte Murray,stayer,0.6,ATL,ATL,team_with_absorption,16.545777735625002,17.670674629023686,4.696685704375,5.12123919580436,16.87622950079747,17.995447802632512,18.931703810208482,7.168943206326384,19.992810927390366
1627750,Jamal Murray,stayer,0.6,DEN,DEN,team_with_absorption,16.811790561875,18.38276196356623,7.291017605624999,7.753613956976272,17.69105383954155,19.432059671302646,19.063372717508056,6.592910848549947,21.132116004296456
1627751,Jakob Poeltl,mover,0.5,TOR,SAS,trade,10.7783077511375,11.651712745270476,0.1006028605125,2.82306438159063,13.413589248025582,13.717557711461524,10.309090909090909,0.0,13.527272727272727
1627752,Taurean Prince,mover,0.5,LAL,MIN,trade,12.477126183749998,12.152261657371806,6.409119234375,5.503654426016814,13.232577845802767,12.86079290766487,9.768500948766604,6.079696394686907,11.04933586337761
1627759,Jaylen Brown,stayer,0.6,BOS,BOS,team_with_absorption,18.865097276249998,21.74991522236808,7.5234157075,8.282916174188667,20.61572999200334,23.931792968240952,19.3065755764304,6.302305721605465,21.50469684030743
1627763,Malcolm Brogdon,mover,0.5,POR,BOS,trade,16.371763418750003,14.130042129094713,6.1866702,5.281018801650442,17.14287460029672,14.884591673746794,15.914438502673796,6.385026737967914,16.620320855614974
1627777,Georges Niang,mover,0.5,CLE,PHI,trade,12.50524101125,11.712752281856126,8.590339790624999,7.145482125515079,13.78287943506582,12.941621814221266,12.425996723102129,7.7859093391589305,14.097214636810484
1627780,Gary Payton II,mover,0.5,GSW,POR,trade,10.712690659937502,11.92944964500855,3.99857729875,5.523377463786395,12.731849100795854,13.60756752315662,9.617518248175182,2.8905109489051095,11.877372262773722
1627783,Pascal Siakam,stayer,0.6,TOR,TOR,team_with_absorption,17.02821325125,18.79310203146163,4.20641631375,4.522250391795831,17.74561566998621,19.456301064737318,17.2015037593985,3.329323308270677,19.583458646616542
1627788,Furkan Korkmaz,stayer,0.6,PHI,PHI,team_with_absorption,13.370945501249999,12.974667656223287,7.96848764,6.841499746627839,14.044762912909672,13.661833445271842,9.120000000000001,4.8,8.88
1627826,Ivica Zubac,stayer,0.6,LAC,LAC,team_with_absorption,8.993587489325,9.521743641228573,0.12513250944999998,0.08370623378059908,11.23192844540326,11.909113968130841,10.414715719063544,0.0,13.525083612040133
1627827,Dorian Finney-Smith,mover,0.5,BKN,DAL,trade,9.624213623437502,11.950158581915666,5.828823160000001,6.209813827488599,10.676729402724686,12.428786125448445,9.516813243662702,6.257630625969995,10.187273667873772
1627832,Fred VanVleet,mover,0.5,HOU,TOR,trade,16.11593595625,14.029672461123589,8.75521595875,6.972532577822013,16.140546357960545,14.07020105555888,13.644080416976918,7.854058078927773,14.381236038719285
